+-----+-------------------+------------------+-------------------+------------------+
|  SN |      c-error      |     t0-error     |      x0-error     |     x1-error     |
+-----+-------------------+------------------+-------------------+------------------+
|  1  |  0.00058712469499 | 0.00310591317204 | 0.000181913465341 | 0.00388010640929 |
|  2  |  0.00273996980495 | 0.0071458890978  |  6.0475283078e-05 | 0.0156669850689  |
|  3  |   0.011495341045  |  0.013193721129  | 4.50825994457e-05 | 0.0111741332713  |
|  4  |  0.0479565345705  | 0.0491548356429  | 1.88414675447e-05 | 0.0471708950922  |
|  8  |  0.0107502415277  | 0.0113961998001  | 5.34098811517e-05 | 0.0106971384174  |
|  10 |   0.195649099951  | 0.00675690543918 | 9.89356402982e-31 | 0.0276770024537  |
|  11 |  0.0165648066109  | 0.0221655205997  | 5.23456880725e-05 | 0.0238961798931  |
|  12 |  0.0123584959399  | 0.0204319696097  | 0.000380856655549 |  0.046911925073  |
|  14 |   0.019030671409  | 0.0384851069024  | 3.36710470735e-05 | 0.0502473274983  |
|  15 |  0.0314665202232  | 0.0419483537722  | 3.51136823394e-05 | 0.0407642198193  |
|  16 |  0.0339847509896  | 0.0382119865346  | 3.44603794591e-05 | 0.0742749661691  |
|  19 |  0.0448815904553  | 0.0546589049347  | 2.79517518299e-05 | 0.0790439452932  |
|  20 |  0.00029877825539 | 0.00141086055201 | 0.000550830927165 | 0.00163041016309 |
|  21 |  0.0350542199488  | 0.0596543216722  | 0.000189856654845 |  0.137588563555  |
|  22 |  0.0357025550936  | 0.0518398346268  | 0.000340395663972 |  0.113485443236  |
|  23 |  0.0064700023541  | 0.0158852700555  | 0.000156557916617 | 0.0245904400981  |
|  24 |    0.0125832147   | 0.0112041003943  | 2.99949298137e-05 | 0.00911568487146 |
|  25 |  0.0145646861798  | 0.0248567031832  | 4.26441139782e-05 | 0.0317562482603  |
|  26 |  0.0441653070225  |  0.060509912641  | 1.88201982855e-05 | 0.0991993958746  |
|  27 |  0.0385662614521  | 0.0501126662027  | 2.81646245808e-05 |  0.046071339424  |
|  34 |  0.00312545066684 | 0.00783115869661 | 0.000116456543694 | 0.0168150410884  |
|  35 |  0.00498473435862 | 0.00986445336096 | 8.12385817929e-05 | 0.0072564092306  |
|  36 |  0.0343205387461  | 0.0333647542764  | 0.000203513521812 | 0.0317194420047  |
|  37 |  0.0227612403921  | 0.0391306884494  | 5.78885996947e-05 | 0.0501372703757  |
|  38 |  0.0226035782602  | 0.0237105388297  | 2.92868482543e-05 | 0.0190896123889  |
|  39 |  0.00789772381498 | 0.0085906616486  | 2.32950969053e-05 | 0.0165656294354  |
|  40 |  0.0370361109154  | 0.0357382642444  |  2.6697871372e-05 | 0.0343677880999  |
|  42 |  0.0107385011497  | 0.0111119664654  | 5.16331098156e-05 | 0.00989705211113 |
|  43 |  0.0110124494263  | 0.0124682482635  | 0.000162905197847 | 0.0107216601778  |
|  45 |  0.0426709319939  |  0.051892056514  | 1.48944406572e-05 | 0.0438576806869  |
|  46 |  0.0375805947003  | 0.0447910642623  | 2.76194262941e-05 |  0.05225644276   |
|  47 |  0.0158679489695  | 0.0293557083867  | 7.10080736253e-05 |  0.016751828387  |
|  48 |   0.471500988597  |  0.115281971592  | 1.52361951306e-05 |  0.109404333357  |
|  50 |  0.0283118747631  | 0.0429200005033  |  0.0249675581896  | 0.0552622774155  |
|  51 |   0.137883470033  | 0.0964518526558  | 3.76914907918e-13 | 0.0509496184472  |
|  52 |  0.0151699004265  |  0.022491149701  | 0.000501343788093 | 0.0159756691246  |
|  53 |  0.0169595197142  | 0.0190193597969  | 3.96958363846e-05 | 0.0163707491693  |
|  55 |  0.00210208670726 | 0.00738751635161 |  0.00010671242987 | 0.0114937158427  |
|  57 |  0.0671006431346  |  0.520319155652  | 2.51099985324e-28 |  0.495299246608  |
|  58 |  0.0122767695994  | 0.0206278103483  | 0.000362635339597 | 0.0213367718915  |
|  59 |  0.0435424740504  | 0.0482202194663  |  2.8554131039e-05 | 0.0678207276212  |
|  60 |  0.0468464933859  | 0.0620248582411  | 6.84842806163e-05 | 0.0972348092393  |
|  61 |  0.0111117754438  |  0.015853253877  | 4.20744818078e-05 | 0.0125421125583  |
|  63 |  0.0992999161529  |  0.121250103945  | 3.01491299746e-05 | 0.0855781390977  |
|  64 |  0.0381572777481  | 0.0479116825769  | 2.28743815778e-05 | 0.0414129981918  |
|  65 |  0.00477436301954 | 0.0137288409481  | 0.000810679179339 | 0.0213513196354  |
|  66 |  0.0360618091295  |  0.054536061519  | 3.83744631096e-05 | 0.0435001710189  |
|  67 |  0.0205344285333  | 0.0356089273324  | 5.05035299173e-05 | 0.0560681421774  |
|  68 |  0.0415565076115  | 0.0578945090064  |  3.7609847401e-05 | 0.0928138882425  |
|  69 |  0.0350391771959  | 0.0302758144528  | 2.94230862986e-05 | 0.0259749063794  |
|  70 |  0.0247813398069  | 0.0302511833917  |  2.4355905914e-05 | 0.0227854805668  |
|  72 |  0.00199362250909 | 0.00662523808025 | 0.000111527838233 | 0.0073962804991  |
|  73 |  0.0126164047988  | 0.0195549206567  | 9.49016315833e-05 | 0.0219435038125  |
|  75 |  0.0171294843155  |  0.121486614327  | 6.30646793728e-05 | 0.0217398570195  |
|  76 |  0.00610281818357 |  0.010656213493  | 5.98745596432e-05 | 0.00888200304692 |
|  77 |  0.0383871327658  | 0.0499449107953  | 3.17778889049e-05 | 0.0473955550768  |
|  78 |  0.0297099029566  | 0.0308517229095  | 2.12680067442e-05 | 0.0370941708135  |
|  79 |  0.0172790780497  | 0.0179060997096  | 4.25078063541e-05 | 0.0159292226455  |
|  80 |  0.0505118358907  | 0.0535565594828  | 1.87971560739e-05 | 0.0806873610416  |
|  81 |  0.0289505331915  | 0.0372436140799  | 2.05098450416e-05 | 0.0468413097365  |
|  82 |  0.0179332030541  | 0.0240008513902  | 6.27577734613e-05 | 0.0209791081565  |
|  83 |  0.00673473044034 | 0.0175122341132  | 4.39460618137e-05 |  0.035373211385  |
|  86 |  0.0144058591538  | 0.0146693898101  | 3.89137146481e-05 | 0.0117990634407  |
|  87 |  0.0322920370689  | 0.0498235503876  | 2.77251549715e-05 | 0.0405441050609  |
|  89 |  0.00742395499123 | 0.0243700515711  | 4.41646566958e-05 | 0.0437430747968  |
|  90 |   0.014185394367  | 0.0173539776796  | 7.86502262294e-05 | 0.0331661842883  |
|  92 |  0.00207974815819 | 0.0042342862328  | 0.000140593337183 | 0.00350159062965 |
|  94 |  0.0147514322541  | 0.0176592157382  | 5.28161561346e-05 | 0.0137687838566  |
|  95 | 0.000582287543373 | 0.00238630696281 | 0.000145293859982 | 0.00274224092723 |
|  96 |   0.022407216719  | 0.0228667897137  | 7.02969069698e-05 | 0.0195898926593  |
|  97 |  0.00879825298267 | 0.0275022251026  | 0.000159656044844 | 0.0423408555953  |
