SN1: c:0.000888976649937 t0:0.00957780891805 x0:0.000267490284726 x1:0.00749139859698 
SN2: c:0.00224564945014 t0:0.023236002069 x0:5.72898303275e-05 x1:0.0236193138773 
SN3: c:0.00601161128238 t0:0.0297324104498 x0:2.72276109294e-05 x1:0.0229714933602 
SN4: c:0.0261549588994 t0:0.198019400557 x0:1.19948832879e-05 x1:0.257225371574 
SN5: c:0.00433866554719 t0:0.0274245412295 x0:3.92991443481e-05 x1:0.0485946622156 
SN6: c:0.0052767925848 t0:0.0443547451474 x0:4.30253535833e-05 x1:0.0433576980082 
SN7: c:0.000240115236253 t0:0.00204579867564 x0:0.000959244057795 x1:0.00205552276465 
SN8: c:0.00791590952408 t0:0.0633747903928 x0:4.14919425832e-05 x1:0.0757175675046 
SN9: c:0.00113819556064 t0:0.0072135257659 x0:9.56147243571e-05 x1:0.0069809625976 
SN10: c:0.0220092177461 t0:0.226439906663 x0:1.18902245482e-05 x1:0.28717355684 
SN11: c:0.0072358457661 t0:0.0601541092972 x0:2.35164764523e-05 x1:0.0858989768168 
SN12: c:0.00479026508654 t0:0.0646807596592 x0:0.000179596101263 x1:0.103265671607 
SN13: c:0.000752314055072 t0:0.0110757259462 x0:0.000494594884036 x1:0.00705739300091 
SN14: c:0.00962041889696 t0:0.0868629210899 x0:1.82626373304e-05 x1:0.100237381402 
SN15: c:0.0142439695653 t0:0.10946193747 x0:1.73065434364e-05 x1:0.202693018783 
SN16: c:0.0145146317863 t0:0.122524187671 x0:2.03749590963e-05 x1:0.139707392732 
SN17: c:0.00273508529131 t0:0.0154453377927 x0:5.20101908123e-05 x1:0.0146941305932 
SN18: c:0.0113367810548 t0:0.0942863989045 x0:9.81253085779e-06 x1:0.0807533713711 
SN19: c:0.0269287019218 t0:0.689050501993 x0:9.74266475345e-06 x1:0.527477341513 
SN20: c:0.000325756827328 t0:0.00599846434397 x0:0.000674094278012 x1:0.0035731411032 
SN21: c:0 t0:0 x0:0 x1:0
SN22: c:0.0191587169981 t0:0.332543245703 x0:0.000236410787452 x1:0.221913043134 
SN23: c:0.00320159950758 t0:0.0413616322772 x0:7.6222117278e-05 x1:0.0404017598166 
SN24: c:0.00653892811383 t0:0.0398076558741 x0:1.59344677713e-05 x1:0.0531856694964 
SN25: c:0.00679427842667 t0:0.0517719102942 x0:1.8781440634e-05 x1:0.063561353826 
SN26: c:0.018119407662 t0:0.146278469121 x0:9.35049476457e-06 x1:0.252977645677 
SN27: c:0.0139251318631 t0:0.109133971056 x0:1.37759710957e-05 x1:0.109409084052 
SN28: c:0.00343171046499 t0:0.0189425331671 x0:5.704724981e-05 x1:0.0230832657021 
SN29: c:0.0137350511706 t0:0.0965885508643 x0:0.00016407934373 x1:0.0993878154419 
SN30: c:0.0117385171261 t0:0.32291865161 x0:8.59863009618e-06 x1:0.15656867884 
SN31: c:0.000960056680332 t0:0.0104519787296 x0:0.000167214626029 x1:0.0083084220588 
