@c 0.05818855069488649
@x1 -2.3430584251046067
@mwebv 0.03347110853745062
@t0 58626.34706507634
@x0 0.000978553933382336
@z 0.0662398788221
time band flux fluxerr zp zpsys
58616.34706507634 smg 2607.472028335408 626.0278338923545 27.294233785515218 ab
58621.34706507634 smg 1835.2275237063545 217.92502838185558 26.52968582000632 ab
58626.34706507634 smg 868.7066728691966 1173.5569358681335 26.47825651816933 ab
58631.34706507634 smg 8128.8450996562015 1443.728376836472 28.075321410185325 ab
58634.34706507634 smg -1570.0010088823956 1347.8324221232674 25.722540908320752 ab
58637.34706507634 smg 817.4675423032004 692.9797602097341 26.69104532689776 ab
58641.34706507634 smg -687.5162283994445 2335.259614969385 26.841991033918923 ab
58645.34706507634 smg 700.358739017947 3059.1179007015917 26.972976118225507 ab
58650.34706507634 smg -68.13468078901371 959.6737788863946 27.16931192917553 ab
58655.34706507634 smg 824.0107473982116 982.156485866048 27.12890153437324 ab
58658.34706507634 smg 2737.807406512926 7965.074835994062 27.781624111815145 ab
58616.34720396522 smr 25.655029018051096 625.2235929876265 25.4037836876084 ab
58621.34720396522 smr 482.960075308411 214.69361035650383 24.905398941869667 ab
58626.34720396522 smr 798.0876842641034 1172.8192320969856 24.755324382673066 ab
58631.34720396522 smr 2643.209682511551 1441.3592327396314 25.849326292053338 ab
58634.34720396522 smr -1021.2265926531591 1347.7848925793012 25.275754681194144 ab
58637.34720396522 smr 640.7461051154805 692.2831712018907 25.013661184586596 ab
58641.34720396522 smr 202.1053408954376 2335.1350985545105 25.28718178209051 ab
58645.34720396522 smr 2497.807254370732 3059.077805095801 25.509869604672236 ab
58650.34720396522 smr 212.87935725928548 959.5198897789085 25.13594217170811 ab
58655.34720396522 smr -1062.5578275852347 982.0834445226003 25.242190783539062 ab
58658.34720396522 smr -1763.1072987901323 7965.048140752752 24.665494148120832 ab
58616.347342854104 smi 572.7082468515689 625.2794755693459 25.66545955399751 ab
58621.347342854104 smi 1946.3611498817431 218.04607646021606 26.648937079459856 ab
58626.347342854104 smi 4012.5091146401564 1173.425890369528 26.604333267400243 ab
58631.347342854104 smi 1123.935333360059 1441.783067634594 27.02936800971586 ab
58634.347342854104 smi 3753.0326288760534 1348.3427319728285 27.124716606579664 ab
58637.347342854104 smi 4654.509550263847 693.9056044888112 27.678668802624316 ab
58641.347342854104 smi 2973.44379604206 2335.4282765347652 27.221732555428154 ab
58645.347342854104 smi -201.82299096014845 3059.202321571171 26.70404995901969 ab
58650.347342854104 smi 1613.7558579666343 959.7308153379769 26.02199265799434 ab
58655.347342854104 smi 306.0774417044502 982.3579881915227 26.45304243333144 ab
58658.347342854104 smi -14901.569878867733 7965.096781870727 26.948797876783026 ab
