SN1: c:0.195831833681 t0:57763.6295459 x0:0.098862170632 x1:-0.748057102363 z:0.049285224633 
SN2: c:-0.400620587928 t0:57974.5426047 x0:0.0023388863078 x1:1.01058204655 z:0.0395660307662 
SN3: c:0.0130566701103 t0:57953.6224622 x0:0.015435606545 x1:4.51138619864 z:0.0477708753542 
SN4: c:-0.284703811534 t0:57943.995957 x0:0.00219064874651 x1:-0.197571727415 z:0.0586951047019 
SN5: c:-0.83203535226 t0:57931.721749 x0:0.00523874279736 x1:6.51131225826 z:0.030915053561 
SN6: c:-0.577729927776 t0:58117.0861046 x0:0.000926530716159 x1:-9.03919873932 z:0.065317428847 
SN7: c:-0.602520036477 t0:57796.9470699 x0:0.00434711753299 x1:-0.306316573329 z:0.047048426881 
SN8: c:0.0643950684768 t0:57859.7207153 x0:0.731622425799 x1:-2.99446534374 z:0.0494448924553 
SN9: c:-0.166860465592 t0:58082.948679 x0:0.00203694012813 x1:4.12808058127 z:0.0453878069964 
SN10: c:-0.0906788361453 t0:58084.7746762 x0:0.000983663993588 x1:-2.88810398794 z:0.0654680377027 
SN11: c:-0.481581070008 t0:57917.1183504 x0:0.00503681347542 x1:2.89332894686 z:0.0417173966804 
SN12: c:0.176443562002 t0:57833.2506267 x0:0.000990848963827 x1:1.7543949931 z:0.0642674825168 
SN13: c:0.372484401654 t0:58011.5574943 x0:0.00212548172764 x1:0.432481102585 z:0.0401468038426 
SN14: c:-0.159817496954 t0:57768.3510777 x0:0.00111780236808 x1:5.69763048592 z:0.0439777693082 
SN15: c:0.53156020314 t0:58083.57796 x0:0.0153296010036 x1:-1.94866964424 z:0.0492196907562 
SN16: c:-0.516592814645 t0:57963.6275348 x0:0.0475992150558 x1:0.185904213249 z:0.0479896766259 
SN17: c:-1.14222994101 t0:57951.718101 x0:0.00104437968265 x1:-1.98619207693 z:0.0754791509549 
SN18: c:-2.87580168497 t0:57810.8128749 x0:269.915616741 x1:-2.90580462447 z:0.0503457852689 
SN19: c:0.349564822667 t0:57781.0835305 x0:0.00681349833665 x1:-2.01814295503 z:0.0560067245729 
SN20: c:0.0102355667086 t0:57991.0276809 x0:0.000697579760429 x1:0.169264022851 z:0.0732810497531 
SN21: c:-0.106811855453 t0:57961.3622748 x0:0.000477517873354 x1:-0.832133094269 z:0.0747861543377 
SN22: c:-0.242696805266 t0:57799.5505223 x0:0.00100595654133 x1:2.00744321418 z:0.0669148483017 
SN23: c:-0.38890627405 t0:57935.8190434 x0:0.00281896059943 x1:0.365650217744 z:0.0780162542534 
SN24: c:-0.0804660046874 t0:57837.7235551 x0:0.00101266958966 x1:-0.081438391357 z:0.0503097635657 
SN25: c:-0.153634420927 t0:58014.9098361 x0:0.00157017713369 x1:1.34686955529 z:0.0581145116812 
SN26: c:0.058056079819 t0:58100.9388485 x0:0.0272624252576 x1:-0.42666101614 z:0.0360169733898 
SN27: c:-0.237973885877 t0:57835.2622747 x0:0.000819178848725 x1:-0.39823073018 z:0.0415397272277 
SN28: c:-0.642888496324 t0:57855.4110985 x0:0.00507868628948 x1:4.80468140784 z:0.0567149059278 
SN29: c:-0.291378089935 t0:58009.7252185 x0:0.0025364211908 x1:0.558828742765 z:0.049254612508 
SN30: c:-0.144334605394 t0:57900.5941358 x0:0.00602209147536 x1:0.418673687786 z:0.0341959229438 
