SN1: c:0.0855195968151724 t0:2.9485507451626054 x0:6.75738425802053e-05 x1:0.7212171400428592 
SN2: c:0 t0:0 x0:0 x1:0 
SN3: c:0.07574694612580138 t0:14.814644216899373 x0:0.00047642427298242955 x1:0.7463148615631585 
SN4: c:0.08200614362884767 t0:7.501944437997328 x0:8.597968863344347e-05 x1:0.6908944620570967 
SN5: c:0.0375784944772741 t0:0.9297811673537881 x0:0.0001296844019130789 x1:0.6359201817489255 
SN6: c:0.03995752212369162 t0:0.6039902992792092 x0:7.676241763882223e-05 x1:0.49662720563707136 
SN7: c:0.06953759691363261 t0:5.62003549745623 x0:0.00010662997419278079 x1:0.769188374530267 
SN8: c:0 t0:0 x0:0 x1:0 
SN9: c:0.07351450678934893 t0:6.19150155593406 x0:0.00018171240690192055 x1:0.6715139391829381 
SN10: c:0.043292424719716206 t0:0.7545108499972587 x0:1.3550968305000754e-05 x1:0.6347436881703464 
SN11: c:0.07691576013994648 t0:13.881785985421395 x0:5.3575700040287316e-05 x1:0.6809920374645217 
SN12: c:0.07394193044357347 t0:6.522921801886729 x0:0.00019681148528415718 x1:0.7614626760256634 
SN13: c:0 t0:0 x0:0 x1:0 
SN14: c:0 t0:0 x0:0 x1:0 
SN15: c:0.07653393689960332 t0:3.453178051847234 x0:0.00011670932439280909 x1:0.7598343273071277 
SN16: c:0 t0:0 x0:0 x1:0 
SN17: c:0.06314425937304914 t0:6.930115001629888 x0:0.00012389825762204013 x1:0.6627450623547761 
SN18: c:0 t0:0 x0:0 x1:0 
SN19: c:0.08036518715553566 t0:6.537285729902596 x0:0.00015622732628348888 x1:0.6970584723041355 
SN20: c:0.06768936467063458 t0:3.7621401222466266 x0:7.256269762045164e-05 x1:0.6486733193609547 
SN21: c:0.07251511987676945 t0:0.9678866182623416 x0:8.924199519492475e-05 x1:0.5616123711199992 
SN22: c:0.06927555303487987 t0:5.263509447279725 x0:4.97022131712159e-05 x1:0.7181410921118149 
