SN1: c:0.227317501891 t0:57891.5832075 x0:0.000722921998949 x1:-3.72312237628 z:0.0757038186442 
SN2: c:-0.555308678212 t0:57775.5280996 x0:0.00134697887121 x1:2.44682435022 z:0.0887033520364 
c:0 t0:0 x0:0 x1:0 z:0 SN4: c:-0.201340862428 t0:58009.417 x0:1.48166498324 x1:0.0808689783819 z:0.00343535388772 
SN5: c:0.017565015906 t0:58060.8595747 x0:0.000598733158084 x1:-1.91429230081 z:0.0785772583597 
SN6: c:-0.26678695969 t0:58091.2051302 x0:0.00717391614547 x1:3.17067879578 z:0.0244941071307 
SN7: c:0.175463937527 t0:57953.0675436 x0:0.0198203950054 x1:0.178446718451 z:0.0146928339292 
SN8: c:-0.0231025639276 t0:58110.0770144 x0:0.156981160456 x1:-2.69192516133 z:0.00533899141431 
SN9: c:-0.359521249347 t0:57800.9497299 x0:2.08843903697 x1:0.788789637806 z:0.00144389464275 
SN10: c:-0.261857337519 t0:57989.6668719 x0:0.00219130779783 x1:-5.73732411777 z:0.0510253241514 
SN11: c:2.2804304906 t0:57810.9788769 x0:0.0698496234385 x1:-1.87011207955 z:0.00457266654985 
SN12: c:-0.229120406422 t0:57948.3758864 x0:0.000410086246113 x1:4.7646376487 z:0.0977753723581 
SN13: c:-0.0570515127507 t0:57866.1883849 x0:0.000600139031083 x1:-3.96594718045 z:0.0853484498796 
SN14: c:0.095666956298 t0:58018.1861961 x0:0.0168735793162 x1:1.4150190602 z:0.0199340179177 
SN15: c:0.284966743073 t0:57837.2824049 x0:0.00151372049249 x1:-3.06325217912 z:0.0510322394097 
SN16: c:-0.42935401021 t0:58005.7753342 x0:0.00661452887277 x1:2.03838566241 z:0.0465947794518 
SN17: c:-0.646191114305 t0:57922.3919074 x0:0.0302235460975 x1:0.194543169907 z:0.0300695893696 
SN18: c:-1.17196564298 t0:58007.505374 x0:0.0202697442019 x1:-0.454412537486 z:0.0836699824878 
SN19: c:0.101425344978 t0:58039.6777118 x0:0.000359117375987 x1:-1.19044804951 z:0.0986472596061 
SN20: c:0.0222985040296 t0:58025.9475157 x0:0.000953907713038 x1:1.992308062 z:0.0648489916859 
SN21: c:-0.530633136518 t0:57774.7001189 x0:0.000794220774289 x1:2.11307847442 z:0.0739941595407 
c:0 t0:0 x0:0 x1:0 z:0 SN23: c:0.263839672437 t0:58116.872761 x0:0.00580379954713 x1:0.0623405618114 z:0.0336976396181 
SN24: c:-0.746981787122 t0:58075.2418195 x0:0.00163873554004 x1:-3.09330064703 z:0.0895571928745 
c:0 t0:0 x0:0 x1:0 z:0 SN26: c:0.227244569894 t0:57847.0059797 x0:0.00112469657317 x1:2.53918862112 z:0.085843156035 
SN27: c:0.00622347400036 t0:58015.1230885 x0:0.00429229398018 x1:-0.269136433705 z:0.0360275776981 
SN28: c:0.22257467555 t0:58099.8220401 x0:0.00283572348825 x1:1.44256288797 z:0.0508664439115 
SN29: c:-0.841181612522 t0:57836.0862916 x0:0.00147870237422 x1:-2.73711619976 z:0.0898735525066 
SN30: c:-0.336242496662 t0:58090.6448668 x0:0.00171938419075 x1:-2.32983555989 z:0.0998014450551 
SN31: c:-0.440916976357 t0:57767.2650883 x0:0.00993974977243 x1:2.61212827754 z:0.0210622781927 
SN32: c:-0.0976933464544 t0:58046.192551 x0:0.152001876631 x1:5.7437909102 z:0.005468553629 
SN33: c:-0.531338779398 t0:57877.3357692 x0:0.0119554659402 x1:-1.77827653507 z:0.022074824136 
