+----+-------------------+------------------+-------------------+------------------+
| SN |      c-error      |     t0-error     |      x0-error     |     x1-error     |
| 43 |  0.00385680385488 | 0.0105428904485  | 5.71499214131e-05 | 0.00983532873491 |
| 45 |   0.018735289406  | 0.0509089807544  | 7.05216665782e-06 | 0.0335909571293  |
| 46 |  0.0084039066698  | 0.0303756357889  | 6.99068271646e-06 | 0.0371150071113  |
| 47 |  0.00524331070865 | 0.0244758662103  | 2.37238778974e-05 | 0.0143297166799  |
| 48 |   0.10852841148   | 0.0581763290427  | 7.68122919825e-05 |   0.1114051418   |
| 49 |  0.00609655450057 | 0.0308269303735  | 9.19708756694e-06 | 0.0504099110214  |
| 50 |  0.00655892858171 | 0.0324870303685  |  0.00685418274908 | 0.0373421418473  |
| 51 |  0.00642771345531 | 0.0279807917472  | 1.27780177505e-05 | 0.0352863188608  |
| 52 |  0.00628238873613 | 0.0151931821878  |  0.00021359714138 | 0.0112883154326  |
| 53 |  0.00696748080904 | 0.0178502829593  | 1.67820530235e-05 | 0.0138078450147  |
| 54 |  0.0122072552873  | 0.0507659922523  | 9.97938115771e-06 | 0.0751099023368  |
| 55 |  0.0014248075147  | 0.00697763210011 |  7.2580777387e-05 | 0.0106818457247  |
| 56 |  0.00860723022956 | 0.0423827139137  | 1.04842849031e-05 | 0.0828681461007  |
| 57 |   0.115039024211  |  0.79976591363   | 0.000133246258636 |  0.969973782397  |
| 58 |  0.00486554912578 | 0.0172729015643  |  0.00015591294519 | 0.0194617824354  |
| 59 |   0.015509351519  | 0.0442495880689  | 1.10642004242e-05 | 0.0537959319732  |
| 60 |  0.0115664912322  | 0.0513473760018  | 1.91378339075e-05 |  0.059359454359  |
| 61 |  0.00466708686818 | 0.0137532859818  | 1.77226097546e-05 | 0.0101494217588  |
| 62 |  0.00451343913316 | 0.0232161984629  | 2.09201110316e-05 | 0.0430648201569  |
| 63 |  0.0109778688249  | 0.0250946890368  | 9.20380711696e-06 | 0.0534434623333  |
| 64 |  0.0115507196053  | 0.0412432566861  | 7.07292490625e-06 | 0.0317565369741  |
| 65 |  0.00256062712764 | 0.0115801966523  |  0.00045670617248 | 0.0177222128014  |
| 66 |  0.0129309528817  | 0.0422990396121  | 1.36317680377e-05 | 0.0364445901846  |
| 67 |  0.0035303001341  | 0.0221227696648  | 9.30748240778e-06 | 0.0286795067446  |
| 68 |   0.010743713347  | 0.0468659889563  |  1.0690101076e-05 | 0.0563089236378  |
| 69 |   0.009413097942  | 0.0239946570425  |  8.2528610653e-06 | 0.0181949686034  |
| 70 |  0.00915117493889 | 0.0267028928411  | 9.45552136127e-06 | 0.0203306083339  |
| 71 |  0.00605755307054 |  0.028530126136  | 2.43389531346e-05 | 0.0488771432017  |
| 72 |  0.00139924152627 | 0.00560204999166 | 6.94631653392e-05 | 0.00636734031565 |
| 73 |  0.00432365047887 | 0.0150386206438  | 3.52718180502e-05 | 0.0185128928423  |
| 75 |  0.0129937772117  |  0.120149627878  | 0.000111900951219 |  0.011619152294  |
| 76 |   0.004232861215  | 0.0107116754774  |  4.3278057473e-05 | 0.00843576694226 |
| 77 |   0.012872552784  |  0.038374480556  | 1.12302039193e-05 | 0.0321925305443  |
| 78 |  0.00974427128835 | 0.0304013621991  | 6.64280324381e-06 | 0.0305862251947  |
| 79 |  0.00573683886703 | 0.0169263127792  | 1.51120125188e-05 |  0.01336303339   |
| 80 |  0.0119470978007  | 0.0482662660187  | 5.40132702073e-06 | 0.0610399507144  |
| 81 |  0.00847222140308 |  0.022522235325  | 6.75144266711e-06 | 0.0349100055704  |
| 82 |  0.00448407454346 | 0.0210908059654  | 1.48741419187e-05 | 0.0173416699102  |
| 83 |  0.00384885454662 | 0.0162661917878  | 2.88332085441e-05 | 0.0242292356366  |
| 85 |  0.00448697155377 | 0.0276212393869  | 1.37051504456e-05 | 0.0441034546313  |
| 86 |  0.0056507494052  | 0.0139839501127  | 1.60303195266e-05 | 0.0113172837622  |
| 87 |  0.00900707916862 | 0.0360220984651  | 7.75971971537e-06 | 0.0282337769261  |
| 88 |  0.00845398854783 | 0.0249789527189  | 6.73677072397e-06 | 0.0501556651026  |
| 89 |  0.00416910510037 | 0.0218530437616  | 2.73506425704e-05 | 0.0311922334555  |
| 90 |  0.0038261523452  | 0.0152203480614  | 2.19046366768e-05 | 0.0239421035846  |
| 91 |  0.00409325525035 | 0.0175499624839  | 2.35691834691e-05 | 0.0423664647674  |
| 92 |  0.0385147657655  |  0.203817312775  |  0.00966598964121 |  1.09334197795   |
| 94 |  0.00566370662464 | 0.0161806125693  | 1.96960818462e-05 |  0.011554761805  |
| 95 | 0.000601332300494 | 0.00241694390666 | 0.000136952999283 | 0.00312308999252 |
| 96 |  0.00595374126991 | 0.0218308229852  | 1.94817820447e-05 | 0.0149428871905  |
| 97 |  0.00403278889593 | 0.0238284787829  | 8.28377181056e-05 | 0.0329697039734  |
| 98 |  0.00904565572511 |  0.029575448928  |  1.4376144351e-05 | 0.0216694485423  |
+----+-------------------+------------------+-------------------+------------------+
