+-------------------------------------------------------------------------------------------------------------+
|                                               both_bad_seeing                                               |
|    SN   |      c-diff      |      t0-diff       |      x0-diff       |      x1-diff       |      z-diff     |
|    1    |  0.033999747388  |  0.0184558999972   | -8.0470787952e-05  |   0.02191120092    |       0.0       |
|    2    |  0.285962997623  |  -0.0109175000034  | -0.000897346387864 |   -0.10301085505   |       0.0       |
|    3    |  0.017472651728  |     0.0157024      | -6.4226326502e-05  |   0.009665447285   |       0.0       |
|    4    |  0.396762096996  | -0.00949310000578  |   -1.10953882687   |  -0.0159611330671  |       0.0       |
|    5    | 0.00760266658602 |  -0.0183086000034  | -2.8313659254e-05  |   0.02501584345    |       0.0       |
|    6    | -0.060343559713  |  0.0520718999978   | -0.00031470257634  |   0.35657806351    |       0.0       |
|    7    |  0.020084316387  |  0.0144871000011   |  -0.0013958984969  |  -0.006073250225   |       0.0       |
|    8    | 0.0266317202276  | -0.000844200003485 |  -0.014269208567   |   -0.00426245383   |       0.0       |
|    9    |  0.017802940106  | -0.00146210000094  |   -0.13019563781   |  -0.001677906192   |       0.0       |
|    10   |  0.110357605989  |  0.00748659999954  | -0.00072887234945  |   -0.00084389873   |       0.0       |
|    11   |  0.117341923376  |   0.175904700001   |  -0.162459251691   |   0.24456801076    |       0.0       |
| error12 |  -0.19523859978  |   57948.2964289    | 0.000372302423283  |   4.66354326818    | 0.0977753723581 |
|    13   |  0.058707100398  |  -0.0332893000013  | -8.9946989505e-05  |   -0.04730749063   |       0.0       |
|    14   |  0.145692879343  |  -0.0224073999998  |  -0.0066757409156  |   -0.03999947401   |       0.0       |
|    15   |  0.021090079147  |  -0.0191245999958  | -0.00013508765915  |   -0.00298943857   |       0.0       |
|    16   |  0.358092209528  |     -0.0491941     |  -0.0048946302673  |   -0.02775467549   |       0.0       |
|    17   |  0.526852560497  |  -0.0194176000005  |  -0.0252708234764  |  -0.071742496156   |       0.0       |
|    18   |  1.00820230321   |  0.00248309999733  |  -0.0198611160643  |   0.055001716895   |       0.0       |
|    19   | 0.0199494274513  |  0.0467984999996   | -1.6172980236e-05  |   0.00733244188    |       0.0       |
|    20   | 0.0327035207901  |  0.0311784000005   | -0.000104010306653 |   0.00657678049    |       0.0       |
|    21   |  0.058121763014  |  0.0438111999974   | -0.00011287205687  |   -0.07788437571   |       0.0       |
|    22   | 0.0403855708047  |  0.0073360000024   | -0.00070725237792  |   0.00426579563    |       0.0       |
|    23   |  0.153225010526  |  -0.0176423999947  | -0.00253461861914  |  -0.0253158892538  |       0.0       |
|    24   |  0.385358331256  |  0.0205527999933   | -0.00132688761201  |   0.06220604077    |       0.0       |
|    25   |  0.100788967303  | -0.000587700000324 |  -0.0320380211202  |   -0.00499913579   |       0.0       |
|    26   |  0.185889662854  |  0.00231809999968  | -0.000526019956199 |   0.02738770246    |       0.0       |
|    27   |  0.104489816483  |  -0.0023927000002  | -0.00139573246327  |    0.0263358839    |       0.0       |
|    28   |  0.171906502937  |  0.0212997999988   | -0.00128072689425  |   -0.05404737866   |       0.0       |
|    29   |  0.332135888258  |  0.0587449000013   | -0.00107032277854  |   0.00168772109    |       0.0       |
|    30   |  -48.8751586763  | -0.00235740000062  |  0.0003563299587   |   -1.06243914279   |       0.0       |
|    31   |  0.023848603002  |  -0.0334464999978  | -0.00082992397257  |   -0.03725338479   |       0.0       |
|    32   | 0.0311716678633  | -0.000941499994951 |  -0.016198308626   |   -0.00677920481   |       0.0       |
|    33   |  0.101390319717  |  -0.0278503000009  | -0.00375481170778  |   -0.00391667777   |       0.0       |
|    34   |  0.008917463405  |  -0.0209571000014  | -3.4930603039e-05  |   -0.00650729034   |       0.0       |
|    35   |  0.25629394101   |  -0.0309549999947  | -0.00113722318867  |   -0.0748941629    |       0.0       |
|    36   |  0.492055309751  |  -0.0244356999974  | -0.00768758080031  |  -0.054807149081   |       0.0       |
|    37   | 0.0272779187854  |  0.00249219999387  |  -0.0094222289495  |   0.00120512309    |       0.0       |
|    38   |  0.124901521419  |  0.0102210000041   |  -0.0080170502386  |   0.00662633912    |       0.0       |
|    39   |  0.568816167757  |  -0.0188006000026  |  -0.242015434363   |   -0.06542736387   |       0.0       |
|    40   |  0.105815822584  |  -0.0155348000044  | -0.000377003014948 |   0.001479723008   |       0.0       |
|    41   |  0.035999929797  |  0.0399875000003   | -0.00033757301038  |   0.00115971094    |       0.0       |
|    42   | 0.0343637183041  | -0.00360779999755  |  -0.002710065827   |   -0.00412498982   |       0.0       |
|    43   |  0.060152039115  |  -0.0296783000013  | -0.000111414080755 |    0.0056158347    |       0.0       |
|    44   |  0.058570596074  |  0.00257279999641  | -0.00087713303178  | -0.000424295349999 |       0.0       |
|    45   |  0.266042470041  |  0.00680480000301  | -0.00476629749909  |   0.00169849533    |       0.0       |
|    46   |  0.072673417206  | -0.000151899999764 | -0.00263116643505  |   0.00171830942    |       0.0       |
|    47   |  0.945524949918  |  -0.0220285000032  |  -0.455108574688   |  -0.080006082233   |       0.0       |
|    48   |  0.055919050748  |  0.0172579999999   | -0.00121542896512  |   0.02242614137    |       0.0       |
|    49   |  0.122731065115  | -0.00909110000066  | -0.00134066122217  |   0.00742708113    |       0.0       |
|    50   | 0.0496150619507  |  -0.0114290999991  | -8.0976444058e-05  |   -0.01816108941   |       0.0       |
|    51   |  0.142774380818  |  -0.0109205999979  | -0.000357531658381 |   -0.11955504683   |       0.0       |
|    52   |  0.400041072828  |  -0.0270333000008  | -0.00152124248496  |  -0.069440001882   |       0.0       |
|    53   |  0.288748641009  |  0.0269215000008   | -0.00115195076715  |  -0.066080656045   |       0.0       |
|    54   | -0.415064776064  |   0.526488199997   |  0.00219887254211  |   0.18624089563    |       0.0       |
|    55   | 0.0386220546448  |  -0.018303900004   | -0.000161090065867 |   -0.01311804536   |       0.0       |
|    56   | 0.0704170587673  |  0.00884060000681  |  -0.003431348855   |   0.02994572065    |       0.0       |
|    57   |  0.156444407112  |  0.0105365999989   |  -0.0079478877029  |   -0.00258045989   |       0.0       |
|    58   | -0.942269762745  |   0.119415599998   |  0.00650233642183  |   -0.09511106701   |       0.0       |
|    59   |   1.088484975    |  -0.0424643000006  |  -0.0266836487622  |   -0.02491785062   |       0.0       |
|    60   |  0.110383219901  |  -0.0154331000012  |  -0.0132891989506  |   -0.0025763739    |       0.0       |
|    61   | 0.0366293407362  | -0.00518320000265  | -0.00032007720228  |   -0.00509066974   |       0.0       |
|    62   |  0.122048609934  |  0.0357082999981   | -0.000268345529188 |   -0.01119080248   |       0.0       |
|    63   | 0.0344713897725  |  0.0104112999979   |  -0.0035056918611  |   0.01723839518    |       0.0       |
|    64   |  0.049218015999  | -0.000146200000017 | -0.00060047620144  |   0.00567817395    |       0.0       |
|    65   |  0.047848924772  |  0.0174887999965   | -0.00175255013598  |   0.001923142095   |       0.0       |
| error66 | -0.501473110387  |   58008.5219972    | 0.000713167167929  |   3.16771503924    | 0.0719436440551 |
|    67   | 0.0195998506341  |  0.0315020999988   | -5.1876692427e-05  |   0.084396121839   |       0.0       |
|    68   |  0.010609923753  |  -0.0188647999967  | -2.6208171465e-05  |   0.00669708135    |       0.0       |
|    69   |  0.03746635787   | -0.00531069999852  | -0.00020949766391  |   -0.01628309357   |       0.0       |
|    70   |  -1.38212276388  |     0.5409067      |  0.00167224396319  |   2.19456490394    |       0.0       |
|    71   | 0.0285066686649  |  0.0344616000002   | -4.3874791611e-05  |   0.02049567603    |       0.0       |
|    72   |  0.07273174409   |  -0.011591100003   |  -0.0161887590025  |   -0.01597043534   |       0.0       |
|    73   | 0.0690652456253  |  -0.021530799997   | -0.00079520641472  |   -0.03186222856   |       0.0       |
|    74   |  0.154453470004  |  -0.0149391999948  |  -0.0108508475625  |   -0.01522247198   |       0.0       |
|    75   | 0.0118359175015  | -0.000231099998928 |  -0.020234178035   |   -0.00108582264   |       0.0       |
|    76   |  0.24895203896   |  -0.0293577999983  | -0.00159725676647  |   -0.02337436955   |       0.0       |
|    77   | -0.002795208697  |  -0.0430637999962  |   4.72589761e-07   |   0.11009253813    |       0.0       |
|    78   |  0.601146070865  |  0.0875645999986   | -0.00333062841158  |   0.04097719275    |       0.0       |
|    79   |  0.064043913896  |  0.00805090000358  |  -0.0028098341056  |   0.02048120043    |       0.0       |
|    80   |  0.093161672247  |  -0.018948799996   | -0.000169800032724 |   -0.00523739952   |       0.0       |
|    81   | 0.0610065160219  | -0.00331039999583  | -0.00025161142003  |   0.07221864265    |       0.0       |
|    82   |   1.0495919218   |  0.0191598999954   |  -0.0240491298685  |   0.08353402423    |       0.0       |
|    83   | 0.0668316329714  |  0.0187097000016   | -0.000195910672521 |    0.0101780611    |       0.0       |
