+-----+------------------+------------------+-------------------+------------------+
|  SN |     c-error      |     t0-error     |      x0-error     |     x1-error     |
+-----+------------------+------------------+-------------------+------------------+
|  1  | 0.00508703363319 | 0.00598077732275 |  0.0013073055054  | 0.0101481264459  |
|  2  | 0.0118905167227  | 0.00964576664904 | 0.000242858959467 | 0.0245887091573  |
|  3  | 0.0140382210734  | 0.0133958124173  | 5.46042777459e-05 | 0.0114782235158  |
|  4  | 0.0514687490099  | 0.0555912759807  | 2.05187789595e-05 | 0.0486884724278  |
|  8  | 0.0159486178588  | 0.00976462161076 | 7.91462770035e-05 | 0.0116325674977  |
|  10 | 0.0548273210882  |  0.231911637746  | 0.000169858770764 |  1.54092905804   |
|  11 | 0.0299769117105  | 0.0264569861788  | 9.62170746059e-05 | 0.0308776502972  |
|  12 | 0.0211866829801  | 0.0250147308731  |  0.00064675485217 | 0.0614684101548  |
|  14 | 0.0473005099413  | 0.0525769552407  | 8.40369406312e-05 | 0.0802015624203  |
|  15 | 0.0479484629374  | 0.0478945061213  |  5.2049907463e-05 | 0.0507724793863  |
|  16 | 0.0477557026463  |  0.05602515764   | 4.57461199263e-05 |  0.102066507282  |
|  18 | 0.0420316889787  | 0.0292190288941  | 3.17895423445e-05 | 0.0311654813242  |
|  19 | 0.0528976140206  | 0.0561998214095  | 3.26853937303e-05 | 0.0910549972772  |
|  20 | 0.00229963042163 | 0.00262594080308 |  0.00377501593967 | 0.00391148149802 |
|  21 | 0.0415095458276  | 0.0660151094567  | 0.000212414891785 |  0.165279040225  |
|  22 | 0.0460834548118  |  0.104951740336  |  0.00064149937094 |  0.143802955142  |
|  23 | 0.0191151279085  | 0.0211705919207  | 0.000448231505822 | 0.0440370766608  |
|  24 | 0.0142131088338  | 0.0128695473326  | 3.39572442699e-05 | 0.00925892693497 |
|  25 | 0.0332439235564  |  0.032410461324  | 9.76888976759e-05 |  0.045766165012  |
|  26 | 0.0572330109306  | 0.0667940895257  | 2.47313473333e-05 |  0.111666387653  |
|  27 | 0.0448767616386  | 0.0539090789505  | 3.29687904674e-05 | 0.0491550508803  |
|  30 | 0.0513649526079  | 0.0573244960558  | 2.39631171759e-05 |  0.109289677206  |
|  32 | 0.0496458155979  | 0.0659384647325  | 2.80532295707e-05 |  0.124459635367  |
|  33 | 0.0242010064532  | 0.0203939193284  | 0.000174295592247 | 0.0305407932726  |
|  34 | 0.00742518533908 | 0.00843754106949 | 0.000277597577762 | 0.0251118806455  |
|  35 | 0.0118093295291  | 0.0107024620846  | 0.000198090749658 | 0.00869632769105 |
|  36 | 0.0395998715715  | 0.0426983283335  | 0.000232788231314 | 0.0374153258188  |
|  37 | 0.0445663351468  | 0.0495273303311  | 0.000113316287533 | 0.0688809412287  |
|  38 | 0.0306157117427  | 0.0264331184942  | 3.99593958844e-05 | 0.0216903981115  |
|  39 | 0.00906776072409 | 0.0081547774856  | 2.62383511003e-05 | 0.0178907405961  |
|  40 | 0.0387099365448  | 0.0318662449477  | 2.78762416996e-05 | 0.0329660131982  |
|  42 | 0.0161986152857  | 0.0120020544615  | 7.71684943101e-05 | 0.0109094186296  |
|  43 | 0.0131671609136  | 0.0116257809517  | 0.000198759277119 | 0.0110312554585  |
