SN1: c:0.119157679274 t0:3.82035214244 x0:0.000726395420324 x1:0.74825823282 
SN2: c:0.180780767963 t0:4.83951532496 x0:7.04931039321e-05 x1:3.39325686494 
SN3: c:0.0626007301895 t0:1.48413218571 x0:0.000372132391186 x1:0.556420822768 
SN4: c:0.232171867147 t0:4.35073947949 x0:0.00014842321523 x1:5.72185389511 
SN5: c:0.157871341801 t0:6.90499691049 x0:7.46750250232e-05 x1:6.35871413865 
SN6: c:0.0402442532693 t0:1.11267857739 x0:2.21593453756e-05 x1:1.29986909333 
SN7: c:0.0814415858261 t0:2.54534019034 x0:1.9966042206e-05 x1:1.93385424084 
SN8: c:0.0114190565173 t0:0.289231695991 x0:0.000134249481316 x1:0.144569092367 
SN9: c:0.186736059362 t0:3.70821358827 x0:0.000156706822834 x1:2.59247276036 
SN10: c:0.186660290901 t0:3.18529628076 x0:2.78092499703 x1:3.03675772459 
SN11: c:0.0337139734818 t0:0.391431079237 x0:0.0160928124299 x1:0.498534254814 
SN12: c:0.0977937843453 t0:3.94994121131 x0:0.000126910331484 x1:19.42878494 
SN13: c:0.000563941958911 t0:0.00536478688048 x0:0.00200745848958 x1:0.00626360427053 
SN14: c:1.13401258199 t0:3.84279137158 x0:0.00942529467786 x1:17.2501339299 
SN15: c:0.0015007128831 t0:0.013083771256 x0:8.60041686344e-05 x1:0.0196498950699 
SN16: c:0.0961645874621 t0:0.699343164281 x0:5.90724663837e-05 x1:1.28209571093 
SN17: c:0.227019747583 t0:6.2710955999 x0:7.9123647706e-05 x1:2.73386564771 
SN18: c:0.00246416722902 t0:0.0425626377359 x0:0.000112059479379 x1:0.0333370546557 
SN19: c:0.0411742937746 t0:0.257202181032 x0:2.82825554952e-05 x1:0.590095007301 
SN20: c:0.0622790091656 t0:1.73368434167 x0:0.000132022311219 x1:1.40939524272 
SN21: c:0.0551900705443 t0:0.259449156085 x0:2.42738198351e-05 x1:0.146453747769 
SN22: c:0.00213372974247 t0:0.0266106490589 x0:0.000131792765625 x1:0.0398176807637 
SN23: c:0.0273742317403 t0:0.157896774923 x0:9.75687207635e-05 x1:0.337576029305 
SN24: c:0.000836349360368 t0:0.0163707919066 x0:0.000198288537034 x1:0.0128612549022 
SN25: c:0.0293796930479 t0:0.15089139858 x0:1.46960723789e-05 x1:0.334194650755 
SN26: c:0.0314006176199 t0:1.69749292755 x0:0.000349601200163 x1:0.302212114054 
SN27: c:0.20081775252 t0:2.73398221524 x0:5.24891064262e-05 x1:3.70959911156 
SN28: c:0.0520903111334 t0:2.09713366468 x0:3.34000373517e-05 x1:3.69436317621 
SN29: c:0.472412469385 t0:15.317623016 x0:0.00026304790275 x1:9.91192702598 
SN30: c:0.00534450109453 t0:0.0506772464962 x0:0.000154368677553 x1:0.0365606316383 
SN31: c:0.281360786314 t0:8.98693877637 x0:0.000470820155069 x1:3.60110827925 
SN32: c:0.152943349768 t0:2.53549334979 x0:5.99808091827e-05 x1:2.82213047725 
SN33: c:0.00279713278585 t0:0.0353787936931 x0:5.23552899085e-05 x1:0.0312268580602 
SN34: c:0.0222256191279 t0:0.43486533231 x0:1.9218499862e-05 x1:0.350861508319 
SN35: c:0.0159110636454 t0:0.703260461116 x0:7.02854734952e-05 x1:0.323955933919 
SN36: c:0.000469643020259 t0:0.00646155097542 x0:0.000248735593348 x1:0.00447843590234 
SN37: c:0.0251219384586 t0:0.804782560677 x0:4.41168535958e-05 x1:0.242237796832 
SN38: c:0.778356813267 t0:6.20888066621 x0:0.000406126382756 x1:16.5791546285 
SN39: c:0.0207200290814 t0:0.321060497323 x0:6.07452827312e-05 x1:0.250748526338 
SN40: c:0.17412672329 t0:3.08109103209 x0:3.20733879573e-05 x1:3.27549188131 
SN41: c:0.118108629739 t0:1.70020123862 x0:1.00038928653e-05 x1:2.2023224967 
SN42: c:0.0514662192045 t0:0.74320489514 x0:3.52119324369e-05 x1:1.18661815473 
SN43: c:0.117540215114 t0:2.02847612655 x0:0.00116742940866 x1:1.92198552065 
SN44: c:0.000273428321893 t0:0.00442193736211 x0:0.000397588849474 x1:0.00267444048518 
SN45: c:0.526741450189 t0:4.39113064679 x0:0.000166639998167 x1:4.73090726078 
SN46: c:0.0245887800712 t0:0.221046476174 x0:7.18179017095e-05 x1:0.148509133441 
SN47: c:0.0257114676024 t0:0.307150701261 x0:0.000375522321949 x1:0.501811531593 
SN48: c:0.00116958799764 t0:0.0225336469754 x0:0.000182434594636 x1:0.0228247556896 
SN49: c:0 t0:0 x0:0 x1:0
SN50: c:0.0287863824104 t0:0.144761861001 x0:0.000113173708964 x1:0.12346969559 
SN51: c:0.0298278236278 t0:0.387725122135 x0:9.17707001227e-05 x1:0.448993455859 
SN52: c:0.211949106588 t0:3.91591399819 x0:4.23423000266e-05 x1:3.13144141137 
SN53: c:0.0104552270074 t0:0.102557071188 x0:0.000208035323865 x1:0.10539354648 
SN54: c:0.000706072131391 t0:0.00863318206097 x0:0.000319474153609 x1:0.00546359596873 
SN55: c:0.985024884384 t0:0.408236812229 x0:2.03684605865e-22 x1:122100.811931 
SN56: c:0.0521746631736 t0:0.381426924198 x0:6.69866418861e-05 x1:0.6604582187 
SN57: c:0.102748735416 t0:0.818517152772 x0:7.70498306516e-05 x1:0.662459748452 
SN58: c:0.110710782185 t0:1.25895289946 x0:3.04373815121e-05 x1:1.61110406457 
SN59: c:0.122755180213 t0:3.19292401238 x0:4.10275617319e-05 x1:3.04521881466 
SN60: c:0.093815633342 t0:0.691664140425 x0:3.95385557781e-05 x1:1.33204080024 
SN61: c:0.0622269582719 t0:0.811661820859 x0:0.000243073002556 x1:0.968141582015 
SN62: c:0.0749275634319 t0:1.16586658245 x0:4.63823425707e-05 x1:1.43111209027 
SN63: c:0.0324689143682 t0:0.713636799048 x0:5.80776494317e-05 x1:0.612974054526 
SN64: c:0.000401967609203 t0:0.00270281835392 x0:0.000642356326737 x1:0.00391921998565 
SN65: c:0.255103166768 t0:8.61052233891 x0:0.000298480356207 x1:3.89110986818 
SN66: c:0.00523039772723 t0:0.0554346638207 x0:0.000133541026627 x1:0.0647572940254 
SN67: c:0.00686200096763 t0:0.0765201527073 x0:0.000758961463446 x1:0.159546861476 
SN68: c:0 t0:0 x0:0 x1:0
