SN1: c:0.543058330037 t0:57838.174929 x0:0.00118729284008 x1:-1.76327609915 z:0.0624503959213 
SN2: c:0.160292477603 t0:57858.5926316 x0:0.00423280811237 x1:-1.16130095923 z:0.0352377816457 
SN3: c:-0.224085903018 t0:57906.3234489 x0:0.13629660449 x1:1.81911814552 z:0.00601053339488 
SN4: c:-0.626225643894 t0:57921.0823517 x0:0.00366430535953 x1:-1.94945622765 z:0.0738738687132 
SN5: c:0.350746347928 t0:58077.11179 x0:0.00281354790869 x1:-2.81280965219 z:0.042235951485 
SN6: c:-0.269638826137 t0:57833.660479 x0:0.00247323035373 x1:4.2349884812 z:0.0655865129925 
SN7: c:-0.192732756659 t0:57951.2373643 x0:0.000918348065426 x1:-3.93645884843 z:0.0640497502861 
SN8: c:0.00287418689412 t0:58083.7636273 x0:0.00190657210043 x1:1.28268811245 z:0.0514120512915 
SN9: c:-0.211545829894 t0:58044.5278441 x0:0.000640075290373 x1:0.852325641738 z:0.0813740400169 
SN10: c:-0.131423177928 t0:58073.2441661 x0:0.0138425129346 x1:-5.25942947117 z:0.0179030239184 
SN11: c:-0.309825301881 t0:57956.4780447 x0:0.0294248465269 x1:-1.60890971473 z:0.0423581038397 
SN12: c:-0.231878528869 t0:57843.6999871 x0:0.00318403550595 x1:-2.18484790898 z:0.0807061605074 
SN13: c:-0.0902770515732 t0:58041.3999243 x0:0.00109634237642 x1:1.19952888459 z:0.0666873235914 
SN14: c:0.062466772448 t0:57877.5849389 x0:0.000624832194378 x1:-5.451157478 z:0.0821961328092 
SN15: c:-0.124436072468 t0:58085.1725884 x0:0.0253574311597 x1:3.42394457698 z:0.0168534263108 
SN16: c:0.00482551754034 t0:57903.541089 x0:0.00107224840709 x1:1.03700420439 z:0.0760793718514 
SN17: c:-0.165909053159 t0:57980.6808801 x0:0.0460828881381 x1:6.41185315112 z:0.0101324600204 
SN18: c:0.275824663647 t0:57876.7791744 x0:0.000842023300772 x1:-2.82523974887 z:0.0693791265284 
SN19: c:-1.37036000839 t0:58030.7159414 x0:0.046820221753 x1:1.90743793484 z:0.0399626160701 
SN20: c:0.427423965555 t0:57930.9533036 x0:0.00426139027379 x1:-3.68787129985 z:0.0335056313967 
SN21: c:-0.592622280001 t0:57766.0117756 x0:0.00343005232753 x1:-0.930635623949 z:0.0512990146728 
SN22: c:0.269152825107 t0:57931.1505381 x0:0.00151924307307 x1:-2.82531161718 z:0.0512290440886 
SN23: c:0.00740165847079 t0:57969.208883 x0:0.0136633712356 x1:1.83279950622 z:0.0183927769718 
SN24: c:0.0241046929345 t0:58098.8726807 x0:0.00269559616978 x1:-1.92772947876 z:0.0393558065529 
SN25: c:0.358612115441 t0:57847.7994114 x0:0.00220274169974 x1:1.22976418828 z:0.0504553013124 
SN26: c:-0.338451833367 t0:58019.9561498 x0:0.0150106086764 x1:-2.53724690692 z:0.0184246146345 
SN27: c:0.170637304808 t0:58019.8935716 x0:0.959044803179 x1:0.579767512593 z:0.0021746516461 
SN28: c:0.553977264478 t0:58099.1012427 x0:0.00190648036034 x1:-1.51432872925 z:0.0474147039112 
SN29: c:0.0724864016369 t0:57760.4582289 x0:0.000804472363773 x1:2.76902854632 z:0.0725958977089 
SN30: c:-0.212153591293 t0:57881.6942133 x0:0.000408630163427 x1:5.00337399769 z:0.098368679256 
SN31: c:-0.125321377849 t0:57932.9513592 x0:0.00158379610879 x1:-0.348912747976 z:0.0828820126817 
SN32: c:-0.507902634615 t0:57963.9266225 x0:0.0043327660074 x1:0.947088521456 z:0.0590998495697 
SN33: c:-0.180215406031 t0:57975.4956587 x0:0.0025817219351 x1:5.1852840057 z:0.0440294921603 
SN34: c:-0.0893515596078 t0:57867.3082085 x0:0.00228453437115 x1:3.3080750237 z:0.0490505964515 
SN35: c:0.0101085444095 t0:57999.6338892 x0:0.000675460803707 x1:-3.03645952406 z:0.084412156213 
SN36: c:-0.366913438608 t0:57836.4060499 x0:0.00162038981208 x1:3.68053562697 z:0.0527758452501 
SN37: c:-0.798232871398 t0:57989.7328172 x0:0.130641091762 x1:-0.73479837296 z:0.0226784415163 
SN38: c:-0.594848782482 t0:58110.9420649 x0:0.0132003879928 x1:1.01011274001 z:0.0444409046758 
SN39: c:-0.285710486296 t0:57944.2762946 x0:0.00232579481249 x1:0.793406204148 z:0.0423627983549 
