SN1: c:0.18318653364593018 mwebv:0.08303448713757162 t0:58579.672628403154 x0:0.0003359882175861617 x1:0.274467200719743 z:0.10934182943223578 
SN2: c:0.03941404047290388 mwebv:0.12633430783820754 t0:58884.44200152416 x0:0.00019300631473761015 x1:-0.734474600723563 z:0.14369413622828456 
SN3: c:-0.053316237858668854 mwebv:0.2629791708849671 t0:58799.25147905234 x0:0.00033615106921182234 x1:-1.7257535813180185 z:0.13675396875398496 
SN4: c:0.1209283321302542 mwebv:0.0890875535126168 t0:58864.414678101195 x0:0.0005689167940577638 x1:-1.794870644214596 z:0.10026749330202092 
SN5: c:-0.007979614241856772 mwebv:0.05778120400872569 t0:58691.08181864277 x0:0.0007978617462928216 x1:-1.554772470577543 z:0.07032776043031394 
SN6: c:-0.05165764486386806 mwebv:0.06260603176780129 t0:58596.55780896048 x0:0.00015786594123655658 x1:-2.2920005204171288 z:0.1451718622499919 
SN7: c:0.05633148867657719 mwebv:0.14637433216787263 t0:58617.279471161746 x0:0.00026627678311302156 x1:0.8289467143354368 z:0.12394550481929159 
SN8: c:0.007510954848645677 mwebv:0.05813304526360084 t0:58631.40770265787 x0:0.0002096678602229315 x1:-0.44904410944018464 z:0.12032138356938579 
SN9: c:0.0974130370368286 mwebv:0.08688626587299814 t0:58560.20628178252 x0:0.0004173803666651649 x1:-0.2424369516840546 z:0.10960091610409399 
SN10: c:0.10412022138595618 mwebv:0.9357156339783652 t0:58864.91820129666 x0:0.00018143088346051606 x1:1.6081689300472282 z:0.1308268827968477 
SN11: c:0.13731743490256104 mwebv:0.015423750075406261 t0:58711.669266776225 x0:0.00023290779105627224 x1:-2.813230025230176 z:0.12982486881008737 
SN12: c:-0.02028049683569095 mwebv:0.07037036331696313 t0:58776.8084042294 x0:0.00027620358606141883 x1:-1.0718382280161485 z:0.1402391920024997 
SN13: c:0.08959573912955157 mwebv:0.15806088662619794 t0:58796.226121611704 x0:0.0002617411884390126 x1:1.2708534485539262 z:0.11757186176169895 
SN14: c:-0.004351626558202265 mwebv:0.025004930737634993 t0:58569.96762426291 x0:0.00018791812608438593 x1:-0.1294157561112276 z:0.1407358056832627 
SN15: c:-0.04332807145893375 mwebv:0.04102846486990216 t0:58786.63597253626 x0:0.00032841055825863654 x1:-0.3894239258728287 z:0.11058961064435999 
SN16: c:0.00412375116625082 mwebv:0.30568505969595106 t0:58594.85163250362 x0:0.0002479925041328167 x1:-0.019985914239790188 z:0.1481476821248488 
SN17: c:-0.19313180479835992 mwebv:0.33724203560487265 t0:58882.376147178235 x0:0.000868745868359148 x1:-2.5699489896246925 z:0.08973233502598685 
SN18: c:-0.1728421195865833 mwebv:0.039476542562622556 t0:58618.37424951355 x0:0.00023807284113971233 x1:-2.6124266617895664 z:0.13471635878644328 
SN19: c:-0.008597614691395894 mwebv:0.22776084527410315 t0:58575.8899534802 x0:0.0005288621441787872 x1:0.04950600408422883 z:0.08607242429196635 
SN20: c:0.14680790400412014 mwebv:0.05130174250782822 t0:58906.898278634784 x0:0.0012479317312743552 x1:0.3540749600580721 z:0.05309672929560958 
SN21: c:0.07235921868051765 mwebv:0.10517955157364065 t0:58740.688216299095 x0:0.0002580702554887747 x1:0.7571547652174616 z:0.12464024306737666 
SN22: c:0.13362868060531155 mwebv:0.0403101348085402 t0:58577.485911323834 x0:0.00017716596380160934 x1:0.3967691156541844 z:0.13802828744176288 
SN23: c:0.16479261300639303 mwebv:0.03256682390337403 t0:58792.488740203735 x0:0.00025316896895922916 x1:-0.5136909057059381 z:0.13256928339047083 
SN24: c:0.10365624744860272 mwebv:0.008119417773807022 t0:58781.54029263308 x0:0.00038474058369696815 x1:-0.7140358654139877 z:0.08452477500755032 
SN25: c:-0.012748199808153905 mwebv:0.03349405484340438 t0:58794.92574787226 x0:0.0010311949971952585 x1:-2.334855320167442 z:0.07348834520409918 
SN26: c:-0.026920778781856756 mwebv:0.18945556518992435 t0:58587.508469560504 x0:0.0002921225629358133 x1:-2.4382750609115833 z:0.12748282090654997 
SN27: c:0.1316771809179464 mwebv:0.0350441669289463 t0:58615.26359785143 x0:0.0002189531921669455 x1:-1.5164267184481708 z:0.14431995086432103 
SN28: c:0.03526483235245151 mwebv:1.012514878239107 t0:58629.25132303853 x0:0.00016470362921292868 x1:-0.01323430217569545 z:0.13659664633675733 
SN29: c:-0.014160807187832233 mwebv:0.08016040917928052 t0:58723.3456262957 x0:0.0002166168471850765 x1:0.12438857099838314 z:0.14286386243193078 
SN30: c:-0.021309816350412073 mwebv:0.11417020978375056 t0:58630.215021905315 x0:0.00031453592693707843 x1:1.1927709432178095 z:0.10106374911785584 
SN31: c:-0.006322150952467419 mwebv:0.22536600049337724 t0:58751.18567078161 x0:0.0002796293556617103 x1:0.9694946929574089 z:0.10525316743781012 
SN32: c:0.01010455149534749 mwebv:0.016169150545555743 t0:58616.14008592627 x0:0.001008601014933171 x1:-0.20168421501876255 z:0.07256655605759546 
SN33: c:0.05135355653569652 mwebv:0.04637339246451161 t0:58758.14488589952 x0:0.000476975481983437 x1:1.5610868329710983 z:0.11094394712164923 
SN34: c:0.019891390853345722 mwebv:0.05600923877879805 t0:58848.33340346004 x0:0.0019252824217060847 x1:-0.6207175207418237 z:0.05743227154173601 
SN35: c:0.10289967082828776 mwebv:0.04310770212555469 t0:58737.40262270237 x0:0.00014945043351656287 x1:-2.435348062379838 z:0.14889211720683776 
SN36: c:0.18008148394535783 mwebv:0.02178770965907455 t0:58647.43258602134 x0:0.0004020656711126524 x1:-1.2679068698239853 z:0.09273938400147694 
SN37: c:-0.03523725501279123 mwebv:0.06778376240851841 t0:58774.9360654493 x0:0.0002762731458361333 x1:-1.8723625557015857 z:0.1370091626905927 
SN38: c:-0.0308921627192795 mwebv:0.07396960252566724 t0:58713.627310021555 x0:0.00018552119598908153 x1:-2.5800345724720244 z:0.1276186160450598 
SN39: c:0.08193976863598193 mwebv:0.010788258409640166 t0:58578.48926061802 x0:0.0004107646135842153 x1:0.09546639304611172 z:0.1099210382166728 
SN40: c:-0.01737608673115322 mwebv:0.13479941527496303 t0:58571.02972435963 x0:0.00022370620733370479 x1:0.39292878566953393 z:0.13690552327267197 
SN41: c:-0.0022406784137865227 mwebv:0.06351685236477413 t0:58800.16283643953 x0:0.00019525386602688532 x1:1.0295416543972808 z:0.12477837134627144 
SN42: c:-0.02854932599455576 mwebv:0.007479050231944536 t0:58764.15203792353 x0:0.0002570926099174196 x1:-0.14985504454875437 z:0.12844398974698643 
SN43: c:0.16873356708139914 mwebv:0.032664096330965266 t0:58701.9375848521 x0:0.0006775116262267834 x1:0.9305148080957246 z:0.0988083673703257 
SN44: c:-0.05993962293624703 mwebv:0.06526937758414406 t0:58681.685993614985 x0:0.0004138290489809021 x1:0.9357257962834284 z:0.10672821334021282 
SN45: c:-0.01361891980353211 mwebv:0.178289987107004 t0:58833.00514219334 x0:0.0005410366732538526 x1:-0.32357832557795657 z:0.0964039041767551 
SN46: c:0.030066023067278035 mwebv:0.10067881673330849 t0:58849.11175129973 x0:0.00017303661833900177 x1:-0.5046116474120145 z:0.12970365107278162 
SN47: c:0.13418945014810935 mwebv:0.21683791466794952 t0:58735.201503321776 x0:0.00013057444522987939 x1:0.30710862399218897 z:0.1486586415459325 
SN48: c:0.18965772703551526 mwebv:0.024388728411402813 t0:58902.69885342046 x0:0.00013735553489236546 x1:-1.8561829795354565 z:0.13914896133777852 
SN49: c:0.012858577765870306 mwebv:0.05383008463453445 t0:58711.449687403954 x0:0.0002811314080299381 x1:-1.8493303769618321 z:0.13659100525706308 
SN50: c:0.05851837932202535 mwebv:0.019377160750087233 t0:58734.28136682585 x0:0.0002673869544705686 x1:-2.8066321881290643 z:0.11677698513513027 
SN51: c:-0.008353652517390656 mwebv:0.17878349796023094 t0:58832.24052548084 x0:0.00018449330950985295 x1:0.8138619666517077 z:0.12363815345925411 
SN52: c:0.06427881412699336 mwebv:0.014344873233280769 t0:58861.94480195992 x0:0.00020570582387302027 x1:-0.532251006950504 z:0.14080131931672804 
SN53: c:0.20564881834607396 mwebv:0.037051199584267905 t0:58646.94299602518 x0:0.0003488739842144223 x1:-0.12834288834366017 z:0.10926352374868414 
SN54: c:0.07229124372546868 mwebv:0.0932218074692948 t0:58809.331583284344 x0:0.00018966685830828866 x1:-1.3835333419671478 z:0.14824318596238517 
