@c -0.0671410249188
@x1 -1.35684060936
@mwebv 0.0202368845496
@t0 58596.3014414
@x0 0.000273918291388
@z 0.109541885456
time band flux fluxerr zp zpsys
58582.30144136709 smg -678.8539918437314 753.9406057066294 27.69084718889091 ab
58583.30144136709 smg 403.31690488599565 230.8874173092824 26.733578686575548 ab
58584.30144136709 smg 423.4505141242384 383.6245401008735 25.76465908974557 ab
58585.30144136709 smg -11107.842076132805 6909.818814285891 28.331751701395074 ab
58587.30144136709 smg -115.61331448489852 1175.636738645988 26.50657643772728 ab
58588.30144136709 smg -798.5981038368561 3066.050698236718 27.06076806605523 ab
58589.30144136709 smg -660.5601094269898 1061.155765546707 27.250097819951925 ab
58590.30144136709 smg -1258.0973622589363 5362.4050741339115 27.10454530542237 ab
58592.30144136709 smg -583.5642395900027 2123.491726201087 25.618133334810388 ab
58593.30144136709 smg 937.6270316025528 883.6651102537132 26.31281662166961 ab
58594.30144136709 smg 1236.7648701090554 946.7407303541211 26.954722951887362 ab
58595.30144136709 smg 173.69949819109883 1192.5534375173545 26.189705785956555 ab
58596.30144136709 smg -1288.1738565226938 4258.08189666268 26.299813712981805 ab
58597.30144136709 smg -479.94358887364456 971.9927260201799 27.244680361589968 ab
58598.30144136709 smg 3625.765224255062 2576.76728266355 27.105440521671778 ab
58599.30144136709 smg 684.8409764756441 324.3613874872891 26.147529980997962 ab
58601.30144136709 smg -955.0043581411592 3723.5439660241395 27.466403522211078 ab
58602.30144136709 smg 494.55467343323613 38.60216298352072 26.293510382888325 ab
58603.30144136709 smg -662.6522021733641 2985.9339863622804 26.628101798758436 ab
58605.30144136709 smg 214.95860568414872 1135.2469045045143 26.681247150386035 ab
58606.30144136709 smg 1220.9977174629303 1625.2162978135395 26.838551117256788 ab
58608.30144136709 smg 284.58278560362754 860.8729880794299 27.44500145058303 ab
58610.30144136709 smg 1187.414268164568 1313.9873355794325 26.62438342376095 ab
58612.30144136709 smg -205.08483516798424 662.1626374985631 26.85873607723858 ab
58613.30144136709 smg 502.3111865707515 273.63269168665613 26.957970411259755 ab
58615.30144136709 smg 5419.951235651096 4664.954293497622 26.00553901444905 ab
58616.30144136709 smg 5.735753633940988 440.6537033066354 26.633715586344426 ab
58618.30144136709 smg 2563.660252464019 2680.1318363926257 26.804977495242714 ab
58582.30158025597 smr 890.2057881145597 753.8156150928176 25.286956488103606 ab
58583.30158025597 smr -117.21015825548288 230.64296783368115 24.732421762249523 ab
58584.30158025597 smr -123.68490984529886 383.60424126097604 25.53648152809155 ab
58585.30158025597 smr 9691.331248260105 6909.742920896352 25.189170773159525 ab
58587.30158025597 smr -2239.3958099871243 1175.5205347193846 24.78033078869753 ab
58588.30158025597 smr -1275.386005865394 3065.970619482468 25.75967227749954 ab
58589.30158025597 smr -1325.6668100882384 1060.7855538277893 25.314684613684587 ab
58590.30158025597 smr 1111.220884533993 5362.328783538127 24.66816316960148 ab
58592.30158025597 smr 2201.0397352728223 2123.455722324614 24.84055961733599 ab
58593.30158025597 smr -316.46967276066346 883.4535289947111 25.135290355576945 ab
58594.30158025597 smr 2802.672063893363 946.4401580307839 26.159879162170323 ab
58595.30158025597 smr 1799.7668323757384 1192.403203877091 24.928748724393017 ab
58596.30158025597 smr 5032.93774456209 4258.040279166366 25.278869298836966 ab
