time flux flux_err zp zpsys filter
58094.989896 62.99208400000043 22.656345 25.47 ab kst
58095.01033 79.99354799999946 22.646254000000003 25.47 ab kst
58095.051197 80.01957099999981 22.623291000000002 25.47 ab kst
58095.071631 50.695574999999735 22.620419000000002 25.47 ab kst
58095.092064 83.43431099999998 22.617756 25.47 ab kst
58095.112498 65.66897199999948 22.614939 25.47 ab kst
58095.132931 49.17986199999996 22.62586 25.47 ab kst
58095.153365 59.73676599999999 22.618362 25.47 ab kst
58095.173798 58.05648999999994 22.631289000000002 25.47 ab kst
58095.194232 86.04811100000006 22.640284 25.47 ab kst
58095.214666 75.93734200000017 22.648144 25.47 ab kst
58095.275967 33.12071899999955 22.403605 25.47 ab kst
58095.2964 42.57891000000018 22.405529 25.47 ab kst
58095.316834 46.26728800000001 22.370153 25.47 ab kst
58095.337267 36.44173299999966 22.301632 25.47 ab kst
58095.357701 37.24968499999977 22.287971 25.47 ab kst
58095.378135 30.037978000000294 22.292284 25.47 ab kst
58095.419002 47.27025499999945 22.286753 25.47 ab kst
58095.439435 48.655634000000646 22.279726 25.47 ab kst
58095.459869 48.69502400000056 22.259783 25.47 ab kst
58095.480303000004 60.07022899999993 22.315235 25.47 ab kst
58095.500736 35.09002899999996 22.333338 25.47 ab kst
58095.52117 62.42118500000015 22.330917000000003 25.47 ab kst
58095.541603 41.64800600000035 22.309995999999998 25.47 ab kst
58095.562037 43.85953999999947 22.325552 25.47 ab kst
58095.582471 47.183492999999544 22.277281 25.47 ab kst
58095.602904 24.95594699999947 22.272654 25.47 ab kst
58095.623338 39.97699099999954 22.256315 25.47 ab kst
58095.643771 33.51461500000005 22.212965 25.47 ab kst
58095.664205 18.29015100000015 22.199604 25.47 ab kst
58095.684639 43.04462700000022 22.188408 25.47 ab kst
58095.705072 49.78406599999926 22.183292 25.47 ab kst
58095.725506 32.11214699999982 22.212 25.47 ab kst
58095.786807 45.64509699999962 22.390116 25.47 ab kst
58095.80724 17.39886000000024 22.384912 25.47 ab kst
58095.827674 -2.328190999999606 22.377167 25.47 ab kst
58095.848107 -9.537820999999894 22.363329 25.47 ab kst
58095.868541 10.673431000000164 22.358412 25.47 ab kst
58095.909408 53.997715999999855 22.337193 25.47 ab kst
58095.929842 29.71621899999991 22.328182 25.47 ab kst
58095.950276 37.36357700000008 22.329214 25.47 ab kst
58095.970709 39.82409699999971 22.320152 25.47 ab kst
58095.991143 64.95099699999992 22.310619 25.47 ab kst
58096.011576 65.064754 22.311144 25.47 ab kst
58096.03201 39.41916399999991 22.297895 25.47 ab kst
58096.052443 51.664834000000155 22.298473 25.47 ab kst
58096.072877 31.474725000000035 22.291882 25.47 ab kst
58096.093311 38.87622999999985 22.290077 25.47 ab kst
58096.113744 27.111695999999938 22.285982 25.47 ab kst
58096.134178 25.045388999999886 22.273811 25.47 ab kst
58096.154611 33.81382200000007 22.27754 25.47 ab kst
58096.175044999996 27.921731999999793 22.277739 25.47 ab kst
58096.195479 25.99688200000037 22.271563 25.47 ab kst
58096.215912 14.859011999999893 22.253204 25.47 ab kst
58096.236346 -17.334093000000394 22.245903 25.47 ab kst
58096.256779 -3.2149499999995896 22.235291 25.47 ab kst
58096.277213 8.29888100000062 22.235338 25.47 ab kst
58096.297647 16.561227000000144 22.213463 25.47 ab kst
58096.31808 18.58777800000007 22.214758 25.47 ab kst
58096.338514 -8.348027000000002 22.19799 25.47 ab kst
58096.358948 -6.086138000000574 22.185454999999997 25.47 ab kst
58096.399815 8.007993999999599 22.168709 25.47 ab kst
58096.420248 18.36235399999987 22.138573 25.47 ab kst
58096.440682 7.782390999999734 22.131454 25.47 ab kst
58096.461116 -6.030811999999969 22.104187 25.47 ab kst
58096.481549 -29.664959000000636 22.094255 25.47 ab kst
58096.522416 -25.221778999999515 22.049473000000003 25.47 ab kst
58096.54285 -31.669264000000112 22.013531 25.47 ab kst
58096.563284 -31.344317000000046 21.990763 25.47 ab kst
58096.583717 -42.24901399999999 21.961189 25.47 ab kst
58096.604151 -45.882368999999926 21.931112 25.47 ab kst
58096.645018 37.185717999999724 21.897717999999998 25.47 ab kst
58096.665452 47.056243999999424 21.872856 25.47 ab kst
58096.685885 31.667334000000665 21.852493 25.47 ab kst
58096.706319 38.9206920000006 21.841866 25.47 ab kst
58096.726752 48.510935000000245 21.831856 25.47 ab kst
58096.747186 10.847359999999753 21.836464000000003 25.47 ab kst
58096.76762 33.88587800000005 21.833143 25.47 ab kst
58096.788053 19.87084700000014 21.842331 25.47 ab kst
58096.808487 27.023541999999907 21.855566 25.47 ab kst
58096.82892 33.25538299999971 21.886673000000002 25.47 ab kst
58096.849354 10.663456000000224 21.900864000000002 25.47 ab kst
58096.890221 12.486574999999903 21.903257 25.47 ab kst
58096.910655 21.546924000000217 21.890214999999998 25.47 ab kst
58096.931088 37.01762500000041 21.891333 25.47 ab kst
58096.951522 33.03635000000031 21.894156 25.47 ab kst
58097.05369 31.915885000000344 21.873251 25.47 ab kst
58097.074124 2.4899310000000696 21.862427 25.47 ab kst
58097.094557 33.27403500000037 21.860699 25.47 ab kst
58097.114991 14.546661000000313 21.918936 25.47 ab kst
58097.135425 1.372679999999491 21.84594 25.47 ab kst
58097.155858 19.871032999999443 21.845260999999997 25.47 ab kst
58097.176292000004 -15.041903999999704 21.843493 25.47 ab kst
58097.196725 4.915971000000354 21.831099 25.47 ab kst
58097.217159 -17.50579799999923 21.820917 25.47 ab kst
58097.237592 -2.964856000000509 21.831375 25.47 ab kst
58097.258026 12.56794600000012 21.829584 25.47 ab kst
58097.27846 -5.25940300000002 21.841213 25.47 ab kst
58097.298893 2.988549000000603 21.84733 25.47 ab kst
58097.319327 0.41333400000075926 21.860279000000002 25.47 ab kst
58097.339761 -5.078778999999486 21.876131 25.47 ab kst
58097.380628 -11.188838000000032 21.923197000000002 25.47 ab kst
58097.401061 1.1996420000004946 21.938341 25.47 ab kst
58097.421495 0.34977299999991374 21.947477 25.47 ab kst
58097.441929 -12.865372000000207 21.963842 25.47 ab kst
58097.462362 -11.979193999999552 21.973143 25.47 ab kst
58097.482796 -5.105045999999675 21.97938 25.47 ab kst
58097.503229 -7.730004000000008 21.987589 25.47 ab kst
