time flux flux_err zp zpsys filter
58094.989914 693.1456870000002 225.37858500000002 25.47 ab kst
58095.010348 717.7362039999998 225.406644 25.47 ab kst
58095.030781 712.7387319999998 225.239679 25.47 ab kst
58095.051215 706.0985920000003 225.119406 25.47 ab kst
58095.071649 720.2318999999998 225.111042 25.47 ab kst
58095.092082 692.8841830000001 224.94791899999998 25.47 ab kst
58095.112516 724.8535060000004 224.954498 25.47 ab kst
58095.132949 742.5508460000001 224.93261600000002 25.47 ab kst
58095.153383 747.7861810000004 224.931425 25.47 ab kst
58095.173816 739.3362820000002 224.816817 25.47 ab kst
58095.19425 730.4459930000003 224.70587200000003 25.47 ab kst
58095.214684 766.990444 224.59165099999998 25.47 ab kst
58095.235117000004 698.6666770000002 224.902599 25.47 ab kst
58095.255551 731.2834219999995 224.49139300000002 25.47 ab kst
58095.275985 723.8869460000005 224.26427200000003 25.47 ab kst
58095.296418 724.6639770000002 224.280385 25.47 ab kst
58095.316852 720.0692429999999 223.523677 25.47 ab kst
58095.337285 738.1093469999996 223.33114500000002 25.47 ab kst
58095.357719 724.7812409999997 223.262333 25.47 ab kst
58095.378153 722.548119 223.380289 25.47 ab kst
58095.41902 726.9695000000002 223.16256600000003 25.47 ab kst
58095.439453 742.618383 223.16309700000002 25.47 ab kst
58095.459887 786.7713909999993 223.209715 25.47 ab kst
58095.480321 756.6883909999997 223.05776600000002 25.47 ab kst
58095.500754 749.3286639999997 223.29359700000003 25.47 ab kst
58095.521188 727.1211969999995 223.674273 25.47 ab kst
58095.541621 782.3389200000001 223.824756 25.47 ab kst
58095.562055 765.1330479999997 223.652177 25.47 ab kst
58095.582489 792.214199 223.345873 25.47 ab kst
58095.602922 766.9383390000003 223.456428 25.47 ab kst
58095.623356 750.472925 223.150554 25.47 ab kst
58095.643789 733.9281700000001 222.570624 25.47 ab kst
58095.664223 765.4260799999993 223.44425 25.47 ab kst
58095.684657 767.2814790000002 223.469389 25.47 ab kst
58095.70509 760.6524740000004 223.45909 25.47 ab kst
58095.725524 759.752872 223.564944 25.47 ab kst
58095.786825 740.8866130000006 225.73589500000003 25.47 ab kst
58095.807258 729.1972159999996 225.801254 25.47 ab kst
58095.827692 732.6572689999994 225.72935800000002 25.47 ab kst
58095.848125 719.7174780000005 225.64018399999998 25.47 ab kst
58095.868559 723.1319320000002 225.49116 25.47 ab kst
58095.909426 776.7812810000005 225.41796200000002 25.47 ab kst
58095.929860000004 774.3569210000005 225.36885 25.47 ab kst
58095.950294 757.3348810000007 225.28841699999998 25.47 ab kst
58095.970727 770.6286409999993 225.21293500000002 25.47 ab kst
58095.991161 767.863542 225.178108 25.47 ab kst
58096.011594 765.9787040000001 225.09843500000002 25.47 ab kst
58096.032028 770.8241429999998 225.062365 25.47 ab kst
58096.052461 776.5852729999997 224.92837200000002 25.47 ab kst
58096.072895 788.4381229999999 224.870402 25.47 ab kst
58096.093329 775.1714310000007 224.89418700000002 25.47 ab kst
58096.113762 759.9022199999999 224.82260899999997 25.47 ab kst
58096.134196 740.6192810000002 224.753575 25.47 ab kst
58096.154629 772.7009229999994 224.768598 25.47 ab kst
58096.175063 754.5057710000001 224.74164700000003 25.47 ab kst
58096.195497 733.8933710000001 224.65839900000003 25.47 ab kst
58096.21593 750.62212 224.634383 25.47 ab kst
58096.236364 744.5939170000001 224.666706 25.47 ab kst
58096.256797 718.1737969999995 224.543339 25.47 ab kst
58096.277231 733.9240570000002 224.42509700000002 25.47 ab kst
58096.297665 689.6792560000004 224.26002000000003 25.47 ab kst
58096.318098 683.5355749999999 224.178071 25.47 ab kst
58096.338532 709.5641260000002 224.19755800000001 25.47 ab kst
58096.358966 686.368802 224.035848 25.47 ab kst
58096.420266 755.141584 224.024081 25.47 ab kst
58096.4407 715.825562 224.002084 25.47 ab kst
58096.461134 710.2298970000002 224.062239 25.47 ab kst
58096.481567 730.1199799999995 224.180971 25.47 ab kst
58096.522434 684.769397 224.22231200000002 25.47 ab kst
58096.542868 686.5185549999997 224.23100899999997 25.47 ab kst
58096.563302 691.9240609999997 224.199471 25.47 ab kst
58096.583735 661.9819319999997 224.101135 25.47 ab kst
58096.604169 654.8214979999993 224.013152 25.47 ab kst
58096.645036 765.66662 224.030276 25.47 ab kst
58096.66547 761.0217050000001 223.849254 25.47 ab kst
58096.685903 757.9351379999998 223.778123 25.47 ab kst
58096.706337 764.0650500000002 223.73876099999998 25.47 ab kst
58096.72677 757.9896859999999 223.64280899999997 25.47 ab kst
58096.747204 801.5232799999994 223.66022400000003 25.47 ab kst
58096.767638 817.0259459999997 223.61579300000002 25.47 ab kst
58096.788071 787.5939820000003 223.450709 25.47 ab kst
58096.808505 788.941519 223.315848 25.47 ab kst
58096.828938 769.5606250000001 223.07794199999998 25.47 ab kst
58096.849372 808.3271159999995 223.1131 25.47 ab kst
58096.890239 798.1136509999997 222.890612 25.47 ab kst
58096.910673 781.9100820000003 222.71151600000002 25.47 ab kst
58096.931106 806.6541649999999 222.64500800000002 25.47 ab kst
58096.95154 799.9507240000003 222.535921 25.47 ab kst
58097.053708 789.0453509999998 222.217775 25.47 ab kst
58097.074142 804.8376450000005 222.248583 25.47 ab kst
58097.094575 793.6215840000004 222.14111400000002 25.47 ab kst
58097.115009 752.0403580000002 222.58795099999998 25.47 ab kst
58097.135443 791.1189109999996 222.14223700000002 25.47 ab kst
58097.155876 766.8526940000002 222.052566 25.47 ab kst
58097.17631 753.8326240000006 221.968244 25.47 ab kst
58097.196743 770.6892749999997 221.923802 25.47 ab kst
58097.217177 765.1596639999998 221.827792 25.47 ab kst
58097.23761 764.613977 221.748668 25.47 ab kst
58097.258044 736.4401590000007 221.620355 25.47 ab kst
58097.278478 745.8848130000006 221.62839300000002 25.47 ab kst
58097.298911 744.7965060000006 221.55316499999998 25.47 ab kst
58097.319344999996 739.1912819999998 221.45216200000002 25.47 ab kst
58097.339779 740.9801399999997 221.403274 25.47 ab kst
58097.380646 812.4110409999994 221.3525 25.47 ab kst
58097.401079 775.8661520000005 221.282574 25.47 ab kst
58097.421513 775.0735599999998 221.33045099999998 25.47 ab kst
58097.441947 777.683325 221.383526 25.47 ab kst
58097.46238 799.980536 221.580416 25.47 ab kst
58097.482814 790.5202009999994 221.58206600000003 25.47 ab kst
58097.503247 752.5917740000004 221.63034199999998 25.47 ab kst
58097.523681 772.3220869999996 221.68429500000002 25.47 ab kst
58097.544115 751.9926369999994 221.631421 25.47 ab kst
58097.564548 745.7566180000003 221.630331 25.47 ab kst
58097.584982 746.1522439999999 221.539977 25.47 ab kst
58097.625849000004 819.0792280000005 221.306042 25.47 ab kst
58097.646283 836.2791070000003 221.385744 25.47 ab kst
58097.666716 811.5352290000001 221.18784100000002 25.47 ab kst
58097.68715 786.8599400000003 221.10564399999998 25.47 ab kst
58097.707583 824.3329860000003 221.07355800000002 25.47 ab kst
58097.728017 784.3882530000001 220.94721600000003 25.47 ab kst
58097.748451 791.6129559999999 220.867065 25.47 ab kst
58097.768884 849.0033590000003 220.96376899999998 25.47 ab kst
58097.789318 781.8556579999995 220.739036 25.47 ab kst
58097.809751 750.6525019999999 220.513534 25.47 ab kst
58097.830185 784.2842099999998 220.512554 25.47 ab kst
58097.871052 848.8633069999996 220.343329 25.47 ab kst
58097.952787 849.993426 219.974104 25.47 ab kst
58097.97322 839.367749 219.785926 25.47 ab kst
58097.993654 825.2511709999999 219.70719900000003 25.47 ab kst
58098.014087999996 812.5825249999998 219.67517599999996 25.47 ab kst
58098.034521 814.5840630000002 219.571366 25.47 ab kst
58098.054955 829.2091759999994 219.71530800000002 25.47 ab kst
58098.075388 808.9557380000006 219.53814100000002 25.47 ab kst
58098.116256 857.4086349999998 219.53898900000002 25.47 ab kst
58098.136689 876.0847709999998 219.836735 25.47 ab kst
58098.157123 836.4519479999999 219.59323700000002 25.47 ab kst
58098.177556 859.1236079999999 219.43844900000002 25.47 ab kst
58098.19799 848.1021340000007 219.326625 25.47 ab kst
58098.218424 850.721665 219.312981 25.47 ab kst
58098.259291 810.5142670000005 216.73826699999998 25.47 ab kst
58098.279724 837.4859299999998 216.581042 25.47 ab kst
58098.300158 813.3756880000001 216.486248 25.47 ab kst
58098.320592000004 822.6176230000001 215.712071 25.47 ab kst
58098.361459 843.504304 215.856772 25.47 ab kst
58098.381892 853.324372 215.96405499999997 25.47 ab kst
58098.402326 839.834989 215.919807 25.47 ab kst
58098.42276 862.3402679999999 216.26115299999998 25.47 ab kst
58098.443193 823.8294240000005 215.97266299999998 25.47 ab kst
58098.463627 872.1633019999999 215.498206 25.47 ab kst
58098.48406 854.549599 215.23990899999998 25.47 ab kst
58098.504494 849.125078 215.08427999999998 25.47 ab kst
58098.524928 819.3422149999997 214.991592 25.47 ab kst
58098.545361 855.9458139999997 215.11976 25.47 ab kst
58098.565795 853.7614460000004 215.07805 25.47 ab kst
58098.586228 819.198864 214.95686899999998 25.47 ab kst
58098.606662 836.4032569999999 214.930367 25.47 ab kst
58098.627096 809.9732679999997 214.87920499999998 25.47 ab kst
58098.647529 829.5341619999999 214.862205 25.47 ab kst
58098.667963 793.8314119999995 214.70725099999999 25.47 ab kst
58098.688396 803.6941530000004 214.634505 25.47 ab kst
58098.70883 813.0176119999996 214.690946 25.47 ab kst
58098.729264 797.2380830000002 214.735886 25.47 ab kst
58098.749697 789.0513080000001 214.61672799999997 25.47 ab kst
58098.770131 782.4993109999996 214.538472 25.47 ab kst
58098.790565 772.0038889999996 214.421475 25.47 ab kst
58098.810998 748.0675600000004 214.379693 25.47 ab kst
58098.872299 864.2019259999997 214.267579 25.47 ab kst
58098.892733 880.5670810000001 214.32911299999998 25.47 ab kst
58098.913166 875.5902799999994 214.17896499999998 25.47 ab kst
58098.9336 839.8249930000002 213.99704 25.47 ab kst
58098.954033 843.6842740000002 214.08857000000003 25.47 ab kst
58098.974467 842.6737709999998 213.916694 25.47 ab kst
58098.994901 853.5751700000001 213.940987 25.47 ab kst
58099.015334 823.3396849999999 213.85786000000002 25.47 ab kst
58099.035768 835.780581 213.812209 25.47 ab kst
58099.056201 843.6230249999999 213.83261000000002 25.47 ab kst
58099.097069 838.9656169999998 213.705094 25.47 ab kst
58099.117502 866.2654579999999 213.62556800000002 25.47 ab kst
58099.137936 824.9145159999998 213.473756 25.47 ab kst
58099.158369 878.4985020000004 213.58081600000003 25.47 ab kst
58099.178803 909.2619260000001 213.56392000000002 25.47 ab kst
58099.199237 887.0882350000002 213.497104 25.47 ab kst
58099.21967 882.287534 213.447956 25.47 ab kst
58099.240104 891.5196719999994 213.46910400000002 25.47 ab kst
58099.260537 887.7422210000004 213.448914 25.47 ab kst
58099.280971 826.4454139999998 213.20736000000002 25.47 ab kst
58099.321838 867.6852490000001 213.16998399999997 25.47 ab kst
58099.342272 858.6591330000001 213.05044300000003 25.47 ab kst
58099.362705 859.3619399999998 213.06493500000002 25.47 ab kst
58099.383139 841.1784369999996 213.031781 25.47 ab kst
58099.403573 852.1492900000003 212.98713199999997 25.47 ab kst
58099.424006 835.0886929999997 212.852082 25.47 ab kst
58099.44444 829.7374659999996 212.906188 25.47 ab kst
58099.464873 812.901441 212.776896 25.47 ab kst
58099.485307 818.3250109999999 212.79715699999997 25.47 ab kst
58099.505741 830.1531260000002 212.85922999999997 25.47 ab kst
