K2_Time,Counts,Raw,Sky,Sigma
3283.516075,NaN,NaN,11922.764648,17.648031
3283.536509,5054.301906,5046.989512,11925.600586,17.650129
3283.556943,5040.873416,5028.393262,11913.015625,17.640816
3283.577376,NaN,NaN,11911.161133,17.639442
3283.597810,5032.722650,5015.531229,11939.841797,17.660667
3283.618243,5030.202807,5005.943533,11908.293945,17.637318
3283.638677,5022.109179,4992.544334,11893.091797,17.626057
3283.659111,5039.386670,5005.364478,11894.785156,17.627312
3283.679544,5052.871073,5013.931219,11893.195312,17.626135
3283.699978,5040.287900,4994.891715,11885.315430,17.620293
3283.720411,5052.376673,5002.596733,11874.935547,17.612598
3283.740845,NaN,NaN,11866.109375,17.606050
3283.761279,5026.909475,5031.234047,11866.759766,17.606533
3283.781712,5039.034381,5039.857170,11851.124023,17.594929
3283.802146,5023.522070,5021.632664,11859.594727,17.601217
3283.822579,5041.247828,5034.191819,11964.419922,17.678833
3283.843013,5034.692944,5025.343984,11844.409180,17.589945
3283.863447,5041.530669,5028.743615,11859.837891,17.601397
3283.883880,5044.130069,5026.599089,11850.599609,17.594542
3283.904314,5006.896035,4984.936893,11843.814453,17.589504
3283.924747,5002.350233,4977.971040,11822.831055,17.573915
3283.945181,5035.863505,5004.413814,11832.924805,17.581415
3283.965615,5041.605553,5002.004248,11822.568359,17.573721
3283.986048,NaN,NaN,11823.378906,17.574322
3284.006482,5033.117873,5023.505234,11824.190430,17.574924
3284.026915,5037.656258,5027.285166,11817.637695,17.570055
3284.047349,5062.026754,5048.602827,11803.664062,17.559664
3284.067783,5023.138891,5009.679077,11794.875000,17.553125
3284.088216,5040.950209,5022.846056,11821.023438,17.572571
3284.108650,5074.691989,5053.467817,11793.945312,17.552435
3284.129084,5016.086929,4994.386051,11777.801758,17.540417
3284.149517,5056.199774,5032.513639,11785.017578,17.545790
3284.169951,5044.435589,5014.224914,11789.166016,17.548878
3284.190384,5053.148933,5019.983976,11783.144531,17.544394
3284.210818,5019.075366,4985.300252,11773.187500,17.536980
3284.231251,NaN,NaN,11762.523438,17.529036
3284.251685,5025.944242,5028.135696,11756.375977,17.524454
3284.272119,5037.314977,5040.138806,11756.539062,17.524576
3284.292552,5065.502067,5062.375813,11755.921875,17.524117
3284.312986,5025.980194,5021.860248,11758.021484,17.525682
3284.333420,5027.166651,5020.448616,11758.851562,17.526300
3284.353853,5040.149606,5031.763389,11746.534180,17.517117
3284.374287,5048.861399,5038.600371,11737.807617,17.510611
3284.394720,5048.897907,5036.115642,11732.227539,17.506449
3284.415154,5023.654315,5009.238607,11723.708984,17.500090
3284.435588,5059.859913,5042.983063,11729.169922,17.504166
3284.456021,5029.470872,5007.523784,11723.006836,17.499567
3284.476455,NaN,NaN,11723.486328,17.499926
3284.496888,5034.048739,5024.952300,11711.969727,17.491327
3284.517322,5030.545325,5020.274679,11707.343750,17.487873
3284.537756,5038.944326,5025.396197,11710.660156,17.490349
3284.558189,5016.256939,5000.731180,11698.881836,17.481550
3284.578623,5038.595354,5020.724370,11709.811523,17.489716
3284.599056,5035.454125,5014.651229,11697.500977,17.480518
3284.619490,5046.045738,5019.763361,11695.060547,17.478697
3284.639924,5039.652013,5010.270420,11692.525391,17.476801
3284.660357,5049.586989,5015.360156,11677.457031,17.465538
3284.680791,5036.588152,5000.216259,11678.112305,17.466026
3284.701224,5032.435896,4989.231609,11675.136719,17.463802
3284.721658,NaN,NaN,11671.566406,17.461130
3284.742092,5063.417055,5054.487001,11665.761719,17.456787
3284.762525,5047.440169,5035.956565,11662.083984,17.454037
3284.782959,5040.521636,5028.314767,11654.487305,17.448351
3284.803392,5032.301756,5018.272681,11648.169922,17.443621
3284.823826,5020.016425,5001.565648,11651.724609,17.446283
3284.844260,5068.440916,5048.587743,11640.369141,17.437778
3284.864693,5020.526743,4996.839532,11649.571289,17.444672
3284.885127,5028.545342,5001.393482,11629.495117,17.429632
3284.905560,5042.138148,5010.314049,11635.193359,17.433901
3284.925994,5041.352393,5009.141179,11619.044922,17.421799
3284.946428,5017.592589,4978.607803,11630.294922,17.430231
3284.966861,NaN,NaN,11619.315430,17.422003
3284.987295,5043.433612,5040.194310,11603.743164,17.410322
3285.007728,5007.946969,4999.559199,11614.315430,17.418253
3285.028162,5061.000325,5050.817044,11606.585938,17.412455
3285.048596,5016.825308,5001.941698,11601.888672,17.408932
3285.069029,5013.824061,4999.859075,11591.161133,17.400881
3285.089463,5034.476981,5015.189031,11593.108398,17.402344
3285.109897,5039.577693,5020.668416,11596.764648,17.405088
3285.130330,5049.090164,5024.701775,11584.311523,17.395741
3285.150764,5045.346226,5016.059095,11601.845703,17.408899
3285.171197,5028.735195,4992.163251,11585.310547,17.396490
3285.191631,5055.430434,5014.545474,11578.626953,17.391470
3285.212065,NaN,NaN,11569.738281,17.384794
3285.232498,5080.061999,5077.144535,11565.523438,17.381628
3285.252932,5026.338039,5022.027787,11556.959961,17.375193
3285.273365,5006.156573,4998.672222,11565.101562,17.381311
3285.293799,5042.188690,5031.867880,11550.346680,17.370220
3285.314232,5022.089786,5011.238306,11554.864258,17.373617
3285.334666,5042.094482,5024.260634,11541.941406,17.363897
3285.355100,5036.122473,5015.189007,11538.212891,17.361092
3285.375533,5042.433956,5018.419891,11549.250000,17.369394
3285.395967,5053.019805,5025.826898,11538.238281,17.361111
3285.416401,5036.463635,5000.423910,11535.618164,17.359140
3285.436834,5041.196255,4999.649226,11533.741211,17.357729
3285.457268,NaN,NaN,11508.927734,17.339046
3285.477701,5059.591271,5044.727109,11518.871094,17.346535
3285.498135,5051.427197,5033.928252,11511.991211,17.341354
3285.518569,5085.130450,5063.110609,11512.748047,17.341925
3285.539002,5025.439528,4998.947606,11506.705078,17.337372
3285.559436,5035.176390,5005.429048,11490.242188,17.324966
3285.579869,5026.717819,4990.641243,11505.028320,17.336109
3285.600303,5038.072442,4995.868469,11491.001953,17.325539
3285.620737,5056.099752,5006.053215,11494.714844,17.328337
3285.641170,5028.843286,4975.722021,11484.265625,17.320459
3285.661604,5026.793986,4966.240352,11478.083984,17.315798
3285.682037,5034.676490,4965.078994,11475.277344,17.313681
3285.702471,NaN,NaN,11483.411133,17.319817
3285.722905,5023.632645,5002.607770,11473.629883,17.312437
3285.743338,5056.458049,5030.399671,11471.035156,17.310480
3285.763772,5038.557192,5007.806638,11456.806641,17.299740
3285.784205,5069.113204,5030.087548,11469.870117,17.309599
3285.804639,5040.133069,4999.205159,11465.985352,17.306667
3285.825073,5048.333730,4996.733665,11452.432617,17.296438
3285.845506,NaN,NaN,11447.418945,17.292650
3285.865940,NaN,NaN,11443.912109,17.290001
3285.886373,NaN,NaN,11440.169922,17.287174
3285.906807,NaN,NaN,11437.054688,17.284822
3285.927241,NaN,NaN,11427.468750,17.277576
3285.947674,NaN,NaN,11424.868164,17.275610
3285.968108,5036.765364,5040.647290,11422.265625,17.273642
3285.988541,5026.575294,5030.446017,11417.573242,17.270092
3286.008975,5025.944077,5028.059558,11411.080078,17.265181
3286.029409,5024.208668,5027.402947,11412.232422,17.266054
3286.049842,5049.600193,5054.029491,11408.384766,17.263144
3286.070276,5035.269265,5039.175099,11402.130859,17.258411
3286.090709,5031.634004,5033.335830,11394.903320,17.252941
3286.111143,5057.618229,5061.094651,11393.523438,17.251896
3286.131577,5026.858260,5029.350785,11405.659180,17.261080
3286.152010,5030.367270,5034.602092,11378.562500,17.240566
3286.172444,5047.228278,5048.640623,11390.478516,17.249590
3286.192878,5035.543471,5035.359084,11373.380859,17.236639
3286.213311,5060.564260,5057.391609,11377.353516,17.239649
3286.233745,5052.120566,5047.135525,11367.904297,17.232489
3286.254178,5035.268489,5029.690235,11364.758789,17.230104
3286.274612,5064.241976,5055.318835,11367.644531,17.232292
3286.295046,5044.828338,5037.392787,11370.760742,17.234653
3286.315479,5041.095808,5030.223121,11351.027344,17.219692
3286.335913,5023.645036,5010.706672,11355.798828,17.223310
3286.356346,5019.766762,5002.098087,11353.465820,17.221540
3286.376780,5050.633385,5032.935288,11344.407227,17.214670
3286.397214,5052.016203,5032.169238,11344.525391,17.214760
3286.417647,5045.655311,5023.532066,11339.018555,17.210581
3286.438081,NaN,NaN,11335.365234,17.207808
3286.458514,5038.466153,5038.438924,11326.425781,17.201021
3286.478948,5045.501597,5044.310813,11321.016602,17.196913
3286.499382,5024.108345,5020.083998,11333.496094,17.206388
3286.519815,5024.919980,5019.395642,11322.103516,17.197739
3286.540249,5037.862906,5028.343828,11317.018555,17.193876
3286.560682,5037.523700,5027.814307,11322.607422,17.198122
3286.581116,5037.026363,5026.867159,11302.675781,17.182978
3286.601550,5023.547134,5007.355640,11299.024414,17.180202
3286.621983,5066.260039,5048.886170,11297.500000,17.179043
3286.642417,5034.740165,5017.851263,11298.378906,17.179710
3286.662850,5007.289677,4981.642048,11302.941406,17.183180
3286.683284,NaN,NaN,11282.658203,17.167755
3286.703718,5043.668305,5035.055949,11286.818359,17.170919
3286.724151,5048.974014,5036.598214,11272.738281,17.160206
3286.744585,5059.541386,5042.921552,11273.166992,17.160532
3286.765018,5061.243233,5044.312385,11270.662109,17.158625
3286.785452,5049.702174,5028.172366,11267.365234,17.156115
3286.805886,5044.218304,5019.491553,11265.232422,17.154493
3286.826319,5038.409954,5009.903668,11254.554688,17.146360
3286.846753,5044.477694,5012.309357,11261.802734,17.151880
3286.867186,5055.635185,5017.930984,11256.784180,17.148058
3286.887620,5043.259171,4997.319925,11246.296875,17.140068
3286.908054,5038.515695,4996.574786,11256.771484,17.148048
3286.928487,NaN,NaN,11249.641602,17.142618
3286.948921,5057.540129,5047.677473,11243.537109,17.137966
3286.969355,5020.694543,5007.386117,11241.812500,17.136652
3286.989788,5037.683822,5022.488651,11234.937500,17.131409
3287.010222,5011.901948,4995.226348,11227.697266,17.125889
3287.030655,5022.822657,5002.997745,11238.280273,17.133957
3287.051089,5040.682064,5015.955354,11263.238281,17.152973
3287.071522,5037.277117,5008.920914,11224.519531,17.123466
3287.091956,5033.978132,4997.623111,11216.263672,17.117167
3287.112390,5043.851707,5001.895834,11222.835938,17.122181
3287.132823,4996.408849,4956.036280,11214.982422,17.116190
3287.153257,5012.255497,4967.905356,11202.208984,17.106440
3287.173691,NaN,NaN,11209.240234,17.111807
3287.194124,5046.206900,5039.163597,11194.590820,17.100620
3287.214558,5028.647969,5016.215458,11186.117188,17.094149
3287.234991,5018.009548,5002.395665,11199.256836,17.104185
3287.255425,5045.648541,5029.334693,11196.167969,17.101826
3287.275859,5031.612079,5009.250626,11190.511719,17.097506
3287.296292,5028.396786,5001.863643,11174.179688,17.085024
3287.316726,5045.818263,5014.229714,11186.638672,17.094547
3287.337159,5038.987512,5002.451875,11182.884766,17.091679
3287.357593,5030.471151,4988.956154,11171.492188,17.082970
3287.378027,5039.146700,4993.447241,11160.576172,17.074621
3287.398460,5032.409393,4982.437001,11155.080078,17.070417
3287.418894,NaN,NaN,11168.064453,17.080349
3287.439327,5043.370516,5032.204496,11150.095703,17.066603
3287.459761,5061.077551,5048.949607,11158.511719,17.073044
3287.480195,5031.047346,5013.903999,11155.023438,17.070374
3287.500628,5035.070605,5017.459120,11143.150391,17.061287
3287.521062,5036.453964,5012.710370,11146.804688,17.064083
3287.541495,5025.042321,4998.245170,11143.827148,17.061806
3287.561929,5055.316462,5024.441616,11136.630859,17.056295
3287.582363,5040.885528,5004.029927,11135.955078,17.055779
3287.602796,5042.606087,4998.308100,11125.175781,17.047522
3287.623230,5053.572500,5005.761486,11112.680664,17.037945
3287.643663,5037.558195,4984.139437,11120.984375,17.044308
3287.664097,NaN,NaN,11116.900391,17.041180
3287.684531,5033.275218,5011.627722,11105.207031,17.032213
3287.704964,5046.410696,5022.473742,11093.698242,17.023386
3287.725398,5055.431934,5024.657713,11107.503906,17.033976
3287.745831,5028.203318,4991.640028,11099.107422,17.027538
3287.766265,5039.663345,4998.762447,11084.620117,17.016420
3287.786699,5024.302473,4973.601795,11081.829102,17.014277
3287.807132,5033.483515,4975.634842,11100.439453,17.028557
3287.827566,5017.178849,4957.453712,11082.592773,17.014864
3287.847999,5022.788246,4953.257964,11070.125977,17.005291
3287.868433,5064.657768,4985.176888,11069.450195,17.004772
3287.888867,5031.984246,4944.100391,11069.628906,17.004910
3287.909300,NaN,NaN,11067.948242,17.003618
3287.929734,5029.802419,5032.044278,11066.265625,17.002325
3287.950167,5043.227305,5044.579547,11058.197266,16.996126
3287.970601,5035.906343,5037.653530,11051.256836,16.990791
3287.991035,5037.811902,5041.398815,11051.528320,16.990999
3288.011468,5037.445785,5040.145231,11041.447266,16.983250
3288.031902,5021.096940,5023.271306,11048.213867,16.988453
3288.052336,5034.469739,5036.074024,11044.271484,16.985422
3288.072769,5035.210039,5037.807725,11039.903320,16.982063
3288.093203,5029.261772,5029.864021,11028.574219,16.973347
3288.113636,5017.858740,5016.244368,11032.887695,16.976665
3288.134070,5037.261914,5034.361310,11023.072266,16.969112
3288.154503,5047.152061,5040.765105,11016.379883,16.963961
3288.174937,5062.053715,5054.372543,11023.622070,16.969536
3288.195371,5048.030154,5038.334146,11013.460938,16.961714
3288.215804,5030.617053,5021.075643,11015.079102,16.962957
3288.236238,5094.926062,5082.368115,11009.199219,16.958429
3288.256672,5048.890620,5036.623342,11018.344727,16.965473
3288.277105,5038.024533,5021.718864,10999.247070,16.950764
3288.297539,5039.988533,5020.358989,11002.677734,16.953405
3288.317972,5054.244905,5033.109128,11004.975586,16.955177
3288.338406,5023.738035,4999.005235,10996.935547,16.948982
3288.358840,5064.271505,5035.561626,10982.569336,16.937908
3288.379273,5040.313677,5009.420939,10984.812500,16.939638
3288.399707,NaN,NaN,10977.865234,16.934280
3288.420140,5042.773972,5029.007386,10979.534180,16.935566
3288.440574,5058.521851,5042.001043,10975.450195,16.932417
3288.461008,5041.962760,5024.393707,10967.144531,16.926010
3288.481441,5056.348905,5038.091787,10967.916016,16.926605
3288.501875,5046.385605,5024.514741,10967.461914,16.926254
3288.522308,5029.420919,5005.424871,10953.353516,16.915363
3288.542742,5039.403459,5010.840132,10964.286133,16.923803
3288.563176,5027.389231,4995.217430,10955.136719,16.916740
3288.583609,5040.504259,5005.255439,10950.760742,16.913363
3288.604043,5042.303668,4999.897298,10947.895508,16.911148
3288.624476,5040.331549,4993.665328,10945.484375,16.909286
3288.644910,NaN,NaN,10934.708984,16.900961
3288.665344,5048.526681,5035.549038,10935.037109,16.901215
3288.685777,5041.304620,5024.563201,10930.248047,16.897512
3288.706211,5040.284161,5019.491495,10927.012695,16.895012
3288.726644,NaN,NaN,10936.826172,16.902597
3288.747078,5046.969165,5017.589564,10926.725586,16.894789
3288.767512,5008.537001,4980.479295,10918.335938,16.888302
3288.787945,5021.708755,4986.379515,10922.571289,16.891579
3288.808379,5051.005186,5008.612617,10908.871094,16.880983
3288.828812,5043.223365,4997.938956,10914.380859,16.885244
3288.849246,5050.261282,4997.464885,10900.020508,16.874132
3288.869680,5048.681791,4989.910057,10898.587891,16.873024
3288.890113,NaN,NaN,10892.607422,16.868393
3288.910547,5051.553163,5051.500278,10882.828125,16.860819
3288.930980,5052.829073,5053.146366,10890.316406,16.866619
3288.951414,5042.299371,5040.548652,10887.723633,16.864613
3288.971848,5049.367628,5046.031940,10877.621094,16.856785
3288.992281,5022.845196,5018.141247,10882.596680,16.860640
3289.012715,5035.650188,5026.956732,10870.662109,16.851393
3289.033149,5051.476819,5038.997716,10867.151367,16.848671
3289.053582,5024.098745,5010.028654,10875.350586,16.855024
3289.074016,5039.389939,5021.943519,10865.819336,16.847639
3289.094449,5035.728739,5013.303052,10854.520508,16.838875
3289.114883,5022.646685,4996.066886,10867.628906,16.849041
3289.135317,NaN,NaN,10849.460938,16.834951
3289.155750,5030.606669,5026.136397,10853.677734,16.838223
3289.176184,5035.728805,5030.186283,10839.250977,16.827028
3289.196617,5042.275901,5033.260487,10841.076172,16.828445
3289.217051,5036.385085,5025.725781,10843.813477,16.830568
3289.237485,5060.743272,5047.577170,10829.104492,16.819151
3289.257918,5034.221066,5015.939504,10838.837891,16.826708
3289.278352,5031.602340,5011.592441,10841.414062,16.828709
3289.298785,5049.481587,5026.524183,10828.361328,16.818573
3289.319219,5047.217719,5022.060379,10827.538086,16.817934
3289.339653,5033.183727,5005.370625,10817.451172,16.810099
3289.360086,5016.439193,4987.847472,10814.337891,16.807680
3289.380520,NaN,NaN,10823.412109,16.814728
3289.400953,5040.973375,5033.919415,10799.043945,16.795790
3289.421387,5051.702227,5041.396618,10818.333984,16.810785
3289.441821,5049.728108,5038.050595,10810.422852,16.804638
3289.462254,5044.256647,5029.568260,10804.374023,16.799934
3289.482688,5035.190183,5019.000591,10786.087891,16.785711
3289.503121,5096.311412,5076.730503,10800.448242,16.796883
3289.523555,5063.883100,5040.215957,10794.802734,16.792492
3289.543989,5036.156055,5008.784841,10788.681641,16.787731
3289.564422,5035.078002,5000.567634,10788.505859,16.787594
3289.584856,5044.928568,5006.518045,10790.386719,16.789057
3289.605289,5036.210602,4995.350699,10769.800781,16.773035
3289.625723,NaN,NaN,10777.199219,16.778793
3289.646157,5033.277743,5026.555580,10772.867188,16.775421
3289.666590,5040.307901,5031.648197,10770.659180,16.773703
3289.687024,5020.445309,5008.503240,10769.542969,16.772833
3289.707458,5041.201345,5024.383027,10758.657227,16.764355
3289.727891,5043.474053,5020.224725,10767.765625,16.771448
3289.748325,5043.236559,5015.037988,10767.408203,16.771170
3289.768758,5028.532070,4994.177318,10763.994141,16.768513
3289.789192,5040.815828,5003.794496,10757.000000,16.763063
3289.809625,5031.628850,4987.444620,10747.578125,16.755720
3289.830059,5032.113042,4983.362064,10739.620117,16.749516
3289.850493,5024.453278,4968.457374,10740.130859,16.749914
3289.870926,NaN,NaN,10731.333984,16.743053
3289.891360,NaN,NaN,10722.537109,16.736189
3289.911793,5015.360646,5010.260240,10723.902344,16.737253
3289.932227,5072.877360,5061.856588,10733.738281,16.744928
3289.952661,5043.896499,5034.491750,10722.194336,16.735920
3289.973094,5052.859054,5039.313523,10719.123047,16.733524
3289.993528,5049.617882,5033.867005,10723.953125,16.737293
3290.013962,5027.827633,5011.288651,10717.258789,16.732069
3290.034395,5017.694285,4999.932057,10715.365234,16.730591
3290.054829,5047.866964,5025.055490,10707.290039,16.724285
3290.075262,5058.687730,5032.789872,10710.148438,16.726519
3290.095696,5021.996632,4990.365293,10701.809570,16.720005
3290.116130,NaN,NaN,10698.087891,16.717098
3290.136563,5050.279647,5036.795487,10692.230469,16.712521
3290.156997,5038.175099,5026.527078,10689.423828,16.710325
3290.177430,5046.807951,5032.430238,10687.351562,16.708708
3290.197864,5052.316828,5035.334862,10683.597656,16.705772
3290.218298,5029.095936,5008.569244,10675.849609,16.699715
3290.238731,5048.217483,5023.846228,10673.126953,16.697584
3290.259165,5047.897480,5022.502778,10662.574219,16.689327
3290.279598,5042.948224,5010.564578,10663.429688,16.689997
3290.300032,5036.758576,5004.862780,10661.785156,16.688709
3290.320466,5047.849601,5010.128882,10652.099609,16.681128
3290.340899,5040.154845,5000.386586,10653.853516,16.682501
3290.361333,NaN,NaN,10639.650391,16.671375
3290.381766,5040.366853,5024.609134,10643.374023,16.674294
3290.402200,5026.176166,5008.030253,10651.960938,16.681019
3290.422634,5050.736099,5027.023712,10643.228516,16.674179
3290.443067,5050.561081,5026.203365,10640.482422,16.672028
3290.463501,5037.654740,5004.898110,10642.548828,16.673647
3290.483934,5005.816716,4976.375472,10638.442383,16.670431
3290.504368,5040.515996,5004.324312,10635.700195,16.668282
3290.524802,5030.821498,4991.116353,10636.640625,16.669018
3290.545235,5024.624751,4981.139718,10630.856445,16.664486
3290.565669,5047.687380,4997.673279,10629.011719,16.663038
3290.586102,5023.316187,4968.700968,10613.804688,16.651115
3290.606536,NaN,NaN,10609.179688,16.647486
3290.626970,5039.883768,5026.214600,10597.640625,16.638432
3290.647403,5037.341862,5022.783588,10613.923828,16.651209
3290.667837,5040.778758,5022.766052,10613.190430,16.650633
3290.688271,5056.982240,5034.114334,10595.273438,16.636574
3290.708704,5038.596289,5013.929707,10592.447266,16.634356
3290.729138,5034.765181,5009.891202,10590.822266,16.633078
3290.749571,5048.718619,5019.511194,10585.814453,16.629145
3290.770005,5044.011057,5011.207618,10581.070312,16.625420
3290.790439,5025.264745,4989.854207,10587.466797,16.630444
3290.810872,5053.073953,5012.767061,10592.500000,16.634396
3290.831306,5027.658466,4987.133768,10576.798828,16.622063
3290.851739,NaN,NaN,10561.657227,16.610161
3290.872173,5023.914562,5025.036475,10571.249023,16.617702
3290.892606,5032.560794,5031.758245,10552.851562,16.603235
3290.913040,5052.854478,5049.797811,10569.103516,16.616014
3290.933474,5037.282936,5031.258414,10551.924805,16.602507
3290.953907,5040.624859,5033.832027,10555.056641,16.604969
3290.974341,5037.454696,5028.339951,10552.378906,16.602863
3290.994774,5029.214883,5017.054168,10540.730469,16.593697
3291.015208,5046.827966,5032.364992,10550.349609,16.601267
3291.035642,5029.330361,5011.514447,10543.994141,16.596264
3291.056075,5035.069775,5015.393319,10548.894531,16.600122
3291.076509,5038.998136,5018.078165,10525.513672,16.581715
3291.096943,NaN,NaN,10522.270508,16.579159
3291.117376,5049.411742,5044.099597,10520.222656,16.577547
3291.137810,5025.904277,5015.383367,10514.876953,16.573334
3291.158243,5077.480332,5063.388788,10509.621094,16.569193
3291.178677,NaN,NaN,10503.052734,16.564013
3291.199111,5024.520690,5004.075038,10506.603516,16.566813
3291.219544,5049.220368,5028.447730,10512.650391,16.571579
3291.239978,5042.302481,5019.363467,10510.544922,16.569920
3291.260411,5043.659709,5015.001385,10500.678711,16.562140
3291.280845,5033.825760,5002.496557,10513.022461,16.571873
3291.301279,5012.566669,4976.342255,10489.184570,16.553074
3291.321712,5024.320578,4978.164834,10498.033203,16.560055
3291.342146,NaN,NaN,10490.810547,16.554356
3291.362579,5060.382306,5058.202253,10487.885742,16.552048
3291.383013,5040.292091,5035.742606,10470.965820,16.538692
3291.403447,5028.380493,5021.718753,10479.041016,16.545069
3291.423880,5038.450972,5026.144643,10475.708008,16.542437
3291.444314,5025.001338,5011.003921,10473.620117,16.540789
3291.464747,5065.571741,5048.279069,10471.895508,16.539427
3291.485181,5055.906957,5034.483908,10460.790039,16.530653
3291.505615,5019.559380,4994.947756,10463.117188,16.532494
3291.526048,5056.890257,5026.592628,10469.655273,16.537657
3291.546482,5040.254377,5004.699074,10466.121094,16.534864
3291.566915,5041.883524,5004.403536,10461.704102,16.531376
3291.587349,NaN,NaN,10456.644531,16.527378
3291.607783,5028.727787,5027.659085,10448.498047,16.520939
3291.628216,5020.123090,5018.745317,10443.231445,16.516775
3291.648650,5004.645451,5001.462473,10445.816406,16.518818
3291.669083,5051.289899,5043.873897,10435.787109,16.510887
3291.689517,5020.066217,5007.434778,10439.438477,16.513777
3291.709951,5053.314424,5039.016758,10430.671875,16.506840
3291.730384,5026.377844,5009.216396,10427.536133,16.504358
3291.750818,5045.554922,5023.735670,10437.880859,16.512543
3291.771252,NaN,NaN,10431.455078,16.507460
3291.791685,5023.885814,4993.950975,10413.186523,16.492998
3291.812119,5031.313192,4994.700004,10414.619141,16.494133
3291.832552,NaN,NaN,10405.855469,16.487192
3291.852986,5040.890496,5046.238631,10397.092773,16.480247
3291.873420,5045.615052,5050.901098,10403.780273,16.485548
3291.893853,5045.217550,5049.324128,10405.106445,16.486599
3291.914287,5040.298678,5041.518158,10379.905273,16.466619
3291.934720,5042.651974,5045.357972,10386.750977,16.472050
3291.955154,5049.066352,5052.953945,10383.856445,16.469755
3291.975587,5025.259572,5029.252338,10391.524414,16.475834
3291.996021,5022.326379,5025.199034,10375.674805,16.463264
3292.016455,5026.249002,5025.985370,10366.797852,16.456221
3292.036888,5028.728415,5030.864662,10366.738281,16.456173
3292.057322,5030.146965,5029.793011,10373.197266,16.461300
3292.077756,5045.208849,5043.571210,10373.306641,16.461386
3292.098189,5029.747895,5025.966832,10369.096680,16.458044
3292.118623,5051.965179,5044.173984,10372.171875,16.460485
3292.139056,5063.982532,5057.375115,10368.853516,16.457851
3292.159490,5013.755568,5005.996729,10357.100586,16.448523
3292.179924,5019.213099,5010.095524,10360.847656,16.451498
3292.200357,5039.596113,5027.046482,10350.982422,16.443663
3292.220791,5042.176338,5025.093796,10344.652344,16.438635
3292.241224,5031.848993,5018.541876,10347.527344,16.440918
3292.261658,5029.838194,5010.076904,10340.078125,16.434999
3292.282092,5048.860093,5026.649555,10331.443359,16.428137
3292.302525,5046.016505,5024.397550,10340.983398,16.435719
3292.322959,NaN,NaN,10335.299805,16.431202
3292.343392,5021.866236,5020.755196,10317.351562,16.416927
3292.363826,5033.001838,5030.675139,10316.154297,16.415976
3292.384260,5038.089846,5034.803434,10324.498047,16.422613
3292.404693,5051.306804,5043.822315,10319.760742,16.418844
3292.425127,5039.109987,5030.574437,10332.740234,16.429167
3292.445560,5033.883881,5023.465357,10318.842773,16.418116
3292.465994,5024.213028,5010.771928,10315.582031,16.415520
3292.486428,5057.359422,5042.226359,10315.384766,16.415363
3292.506861,5048.242112,5029.544207,10308.177734,16.409628
3292.527295,5023.047912,5001.831869,10302.869141,16.405403
3292.547728,5050.783436,5026.901164,10301.570312,16.404367
3292.568162,NaN,NaN,10296.945312,16.400684
3292.588596,5046.087875,5041.887968,10291.380859,16.396254
3292.609029,5023.292265,5015.469472,10300.587891,16.403585
3292.629463,5110.303212,5101.738156,10290.515625,16.395565
3292.649896,5079.745256,5068.795474,10284.041992,16.390406
3292.670330,5037.682302,5021.065061,10278.328125,16.385853
3292.690764,5037.729332,5020.655353,10297.803711,16.401369
3292.711197,5042.996620,5023.998555,10279.896484,16.387102
3292.731631,5045.294563,5024.772967,10279.649414,16.386906
3292.752065,5026.997648,4999.306054,10278.561523,16.386036
3292.772498,5026.025598,4994.833172,10274.446289,16.382757
3292.792932,5017.447229,4982.377191,10269.285156,16.378641
3292.813365,NaN,NaN,10259.753906,16.371038
3292.833799,5019.590761,5018.690917,10247.144531,16.360975
3292.854233,5008.054701,5005.015968,10249.729492,16.363041
3292.874666,5041.720607,5035.690432,10245.782227,16.359888
3292.895100,5047.973782,5040.122987,10254.447266,16.366804
3292.915533,5034.943535,5023.721692,10257.452148,16.369204
3292.935967,5061.940173,5046.511531,10231.836914,16.348751
3292.956401,5042.249449,5025.103619,10225.886719,16.343998
3292.976834,5030.885721,5008.476010,10228.717773,16.346258
3292.997268,5021.387358,4998.133714,10229.199219,16.346643
3293.017701,5023.675764,4996.983445,10221.755859,16.340694
3293.038135,5026.398792,4997.199397,10226.692383,16.344641
3293.058568,NaN,NaN,10215.666992,16.335829
3293.079002,5045.804472,5046.758150,10224.173828,16.342628
3293.099436,5049.388948,5047.072692,10212.337891,16.333166
3293.119869,5046.006763,5041.460360,10212.470703,16.333271
3293.140303,5065.027169,5058.330434,10201.952148,16.324858
3293.160737,5031.492676,5023.291460,10193.152344,16.317816
3293.181170,5053.700635,5040.219219,10194.898438,16.319214
3293.201604,5033.773788,5018.741032,10192.308594,16.317141
3293.222037,5018.720796,5001.622373,10187.964844,16.313663
3293.242471,5038.092789,5012.027240,10200.736328,16.323885
3293.262905,5030.183245,5002.493138,10197.114258,16.320988
3293.283338,5052.842503,5021.207817,10175.407227,16.303608
3293.303772,NaN,NaN,10186.205078,16.312256
3293.324205,5051.006836,5055.222225,10169.136719,16.298582
3293.344639,5033.917467,5035.535860,10179.905273,16.307209
3293.365073,5026.728838,5028.514291,10170.332031,16.299540
3293.385506,5007.515551,5006.582908,10168.522461,16.298090
3293.405940,5056.437950,5051.969066,10176.583984,16.304548
3293.426373,5033.584060,5025.110818,10163.916016,16.294399
3293.446807,5048.187557,5039.335602,10147.680664,16.281380
3293.467241,5028.928479,5015.528694,10153.230469,16.285830
