SN1: c:0.271494288069 t0:57909.4029827 x0:0.00224110869577 x1:-7.0550511175 z:0.045294269262 
SN2: c:0.424262547442 t0:57865.7284675 x0:0.00147607555822 x1:1.34403647783 z:0.0575391809414 
SN3: c:-0.0128807384114 t0:57911.055809 x0:0.0158150358794 x1:1.91721602504 z:0.0187005665508 
SN4: c:-0.178761649616 t0:58061.9271316 x0:0.032453860943 x1:3.84438914356 z:0.0126495266811 
SN5: c:0.0114833791351 t0:57871.4528594 x0:0.0866211817711 x1:2.84364752242 z:0.00742396069829 
SN6: c:-0.178493751111 t0:57967.0914677 x0:0.00127406644701 x1:-3.83242847218 z:0.0590135066226 
SN7: c:-0.335753664415 t0:58010.8188887 x0:0.00946241348508 x1:-0.23619893838 z:0.0229517786517 
SN8: c:-0.728852136304 t0:57964.0747778 x0:0.0178950926255 x1:-0.933587916624 z:0.0178477864374 
SN9: c:0.0728657274717 t0:58080.6799392 x0:0.000763497119976 x1:-1.41301208483 z:0.0783160280646 
SN10: c:0.449947104909 t0:57827.1790114 x0:0.000600170006626 x1:-1.64260877859 z:0.0987700327454 
