LC of   211559048,,,,,
K2_Time,Counts,Raw,RB,Sky,Error
3282.943952,4561.241775,4700.438598,6.116356,26689.25391,184.588754
3282.964386,4564.222949,4690.840922,6.429116,26714.60938,184.672424
3282.98482,4561.523255,4674.616246,6.34005,26715.99609,184.668548
3283.005253,0,0,0,26727.11914,0
3283.025687,4557.476526,4733.096084,5.787116,26696.72461,184.599697
3283.04612,4569.648487,4752.421072,4.934325,26739.47656,184.761827
3283.066554,4556.784852,4747.892138,4.969401,26708.30078,184.631838
3283.086988,4548.768685,4743.734114,4.981005,26727.32422,184.664337
3283.107421,4548.912929,4745.66448,5.881446,26680.16797,184.525497
3283.127855,4553.55035,4751.198278,5.904056,26701.18164,184.601265
3283.148288,4555.032275,4775.755493,4.964512,26674.12891,184.525734
3283.168722,4539.757223,4756.714984,5.571694,26672.95703,184.477137
3283.189156,4547.641957,4760.745415,5.57,26612.10352,184.32054
3283.209589,4575.126024,4781.805026,5.302537,26596.70898,184.356293
3283.230023,4520.777992,4718.689173,6.093599,26636.42773,184.313028
3283.250456,4544.833072,4733.256073,5.845242,26622.89844,184.344158
3283.27089,4562.214167,4740.037642,5.347192,26586.99414,184.289372
3283.291324,4569.369431,4728.776511,5.423476,26588.91211,184.31621
3283.311757,4544.540306,4688.652533,6.151145,26577.45703,184.208859
3283.332191,4564.339043,4691.0312,5.644018,26593.52734,184.314982
3283.352625,4560.408407,4670.918195,6.553335,26558.68359,184.200261
3283.373058,4555.838579,4651.717268,6.286379,26546.125,184.149561
3283.393492,4547.880018,4625.729074,6.280715,26575.89063,184.214107
3283.413925,0,0,0,26544.10352,0
3283.434359,0,0,0,26511.35352,0
3283.454793,0,0,0,26503.4668,0
3283.475226,0,0,0,26500.50781,0
3283.49566,0,0,0,26498.29492,0
3283.516093,0,0,0,26499.23242,0
3283.536527,4503.688399,4712.507092,6.166545,26502.5625,183.865993
3283.556961,4531.898429,4733.714778,5.173601,26475.72656,183.870067
3283.577394,4537.060323,4728.863307,5.061569,26490,183.927682
3283.597828,4545.122655,4726.623477,6.014692,26539.47266,184.098136
3283.618261,4554.372086,4714.80434,5.532061,26446.25,183.849303
3283.638695,4545.797347,4696.543909,5.597489,26455.20703,183.850436
3283.659129,4559.419,4694.493433,5.783835,26437.62305,183.838687
3283.679562,4559.058692,4679.955305,5.614135,26416.76953,183.775768
3283.699996,4579.181421,4686.462971,5.635049,26409.21875,183.813058
3283.720429,4543.31942,4656.713151,5.249544,26422.14258,183.745015
3283.740863,0,0,0,26416.60938,0
3283.761297,4537.717829,4736.703133,5.378564,26395.08789,183.6481
3283.78173,4523.120996,4742.182084,5.005281,26397.62695,183.612303
3283.802164,4525.857993,4742.260615,5.345418,26360.79102,183.511033
3283.822597,4549.81122,4762.717047,5.331819,26621.06445,184.353456
3283.843031,4526.292233,4732.850551,5.1464,26361.01367,183.512984
3283.863465,4558.351709,4756.774678,4.877787,26328.56836,183.511838
3283.883898,4547.81528,4730.807635,5.694143,26329.37109,183.48292
3283.904332,4549.03258,4719.019624,5.480235,26329.02148,183.485498
3283.924765,4534.517304,4687.110967,6.026013,26319.76172,183.414845
3283.945199,4549.611831,4684.869377,6.28213,26275.93359,183.329421
3283.965633,4553.558061,4669.612615,6.505683,26241.61328,183.239077
3283.986066,0,0,0,26265.60938,0
3284.0065,4520.054805,4722.477722,5.260324,26289.60352,183.282172
3284.026933,4514.31707,4715.127919,5.605311,26280.17188,183.237047
3284.047367,4539.870154,4738.496046,5.402107,26232.28906,183.1706
3284.067801,4526.354599,4721.053627,5.399041,26249.73047,183.182284
3284.088234,4528.226702,4713.05117,5.934385,26220.99219,183.102311
3284.108668,4542.191678,4718.878131,5.104992,26220.99023,183.14388
3284.129102,4534.447404,4704.337207,5.562803,26226.60547,183.137542
3284.149535,4544.148124,4701.715754,5.725029,26214.98242,183.13182
3284.169969,4532.009074,4679.892174,6.300605,26204.02734,183.063058
3284.190402,4555.137598,4693.135446,5.558434,26177.53711,183.053047
3284.210836,4528.515621,4657.067157,5.869979,26199.49609,183.039159
3284.231269,0,0,0,26175.35938,0
3284.251703,4504.111666,4721.785761,5.016949,26198.72461,182.964162
3284.272137,4508.774266,4726.985395,5.500696,26153.41211,182.843002
3284.29257,4517.66449,4736.307045,5.845612,26199.83984,183.007862
3284.313004,4516.61689,4732.697034,4.781387,26166.21875,182.904559
3284.333438,4513.007822,4727.219845,5.125815,26167.30273,182.897032
3284.353871,4514.105867,4722.718858,5.681026,26117.11133,182.750642
3284.374305,4534.848133,4740.430682,5.131041,26110.93945,182.794101
3284.394738,4529.752685,4725.977617,5.377674,26106.37891,182.765301
3284.415172,4539.412649,4735.286387,5.413033,26067.56445,182.678317
3284.435606,4522.50304,4708.720786,5.993035,26079.84375,182.664499
3284.456039,4533.830891,4706.18116,5.915487,26075.15234,182.684304
3284.476473,0,0,0,26070.44922,0
3284.496906,4499.745283,4707.094753,5.659596,26076.05078,182.585241
3284.51734,4525.814258,4726.711542,5.154175,26071.77539,182.6503
3284.537774,4522.096933,4719.125568,5.511308,26035.9707,182.5323
3284.558207,0,0,5.394364,26026.18359,0
3284.578641,4540.417959,4719.510158,5.571891,26005.58789,182.496272
3284.599074,4527.388154,4695.203345,5.655434,26019.83984,182.499923
3284.619508,4524.795991,4680.985192,6.189603,26018.63086,182.488568
3284.639942,4548.590083,4696.71288,5.448353,25997.55078,182.496676
3284.660375,4558.312271,4695.111872,5.366437,26012.00781,182.56889
3284.680809,4539.227919,4673.36286,5.212859,25993.64063,182.457024
3284.701242,4535.281182,4646.112399,6.22265,25973.5293,182.385127
3284.721676,0,0,0,25958.04492,0
3284.74211,4533.580331,4745.706242,4.823075,25946.6582,182.299704
3284.762543,4509.296433,4714.138647,5.702459,25966.19531,182.285508
3284.782977,4490.448874,4690.601711,5.948659,25948.54297,182.176316
3284.80341,4516.008908,4709.952981,6.177234,25911.1543,182.140915
3284.823844,4539.209903,4725.888229,5.262592,25915.26367,182.222639
3284.844278,4517.366261,4691.069834,6.203752,25894.63477,182.095528
3284.864711,4533.181495,4697.513687,5.267162,25887.38867,182.121181
3284.885145,4541.823528,4693.561418,5.441827,25883.12695,182.134292
3284.905578,4529.816448,4672.117178,6.494989,25866.9375,182.049876
3284.926012,4541.252592,4669.168809,6.222285,25837.04297,181.994593
3284.946446,4511.838048,4628.086317,6.288364,25857.01367,181.966302
3284.966879,0,0,0,25854.93555,0
3284.987313,4494.872119,4707.300209,5.759301,25867.22461,181.946063
3285.007746,4508.518555,4718.810672,6.023139,25847.43945,181.927669
3285.02818,4496.879646,4699.17999,5.328513,25844.90234,181.885184
3285.048614,4505.309935,4705.966666,5.809203,25819.04492,181.832943
3285.069047,4513.964824,4706.249333,5.383987,25790.10938,181.772129
3285.089481,4537.437178,4719.546509,5.239463,25813.42773,181.912406
3285.109915,4501.384771,4670.809573,6.306932,25771.40039,181.678264
3285.130348,4517.993321,4676.757884,6.081346,25781.53125,181.758483
3285.150782,4524.610572,4670.795857,5.599211,25782.30469,181.780649
3285.171215,4505.023213,4634.98086,6.371623,25762.83594,181.663482
3285.191649,4545.260085,4661.311768,6.044724,25761.33398,181.779686
3285.212083,0,0,0,25756.01758,0
3285.232516,4490.390112,4704.739727,5.711562,25756.92773,181.601829
3285.25295,4501.776002,4713.895395,5.544314,25748.6875,181.611272
3285.273383,4503.691106,4709.654228,6.134828,25699.97461,181.47074
3285.293817,4507.742147,4711.104274,5.214701,25705.79297,181.500386
3285.31425,4513.049264,4702.49998,5.435334,25694.76563,181.483204
3285.334684,4485.648493,4671.191692,5.885489,25702.17969,181.423156
3285.355118,4513.196303,4690.273627,6.332595,25677.11719,181.430624
3285.375551,4508.276682,4671.856416,6.394323,25638.88281,181.300909
3285.395985,4535.963307,4685.118744,5.479233,25648.43555,181.412851
3285.416419,4514.381013,4650.561946,6.843983,25623.86719,181.274112
3285.436852,4531.196291,4650.837809,5.85636,25654.00195,181.415253
3285.457286,0,0,0,25639.33594,0
3285.477719,4518.451136,4714.197937,5.561541,25614.19141,181.257252
3285.498153,4516.747613,4700.330426,5.671824,25614.5332,181.253157
3285.518587,4518.934234,4693.422654,5.817511,25606.50781,181.235595
3285.53902,4533.304552,4691.674978,6.23028,25597.40234,181.251431
3285.559454,4512.069158,4653.046393,6.42439,25601.49609,181.199865
3285.579887,4517.127138,4641.039363,6.430427,25562.2168,181.096878
3285.600321,4495.793951,4605.413388,7.642421,25568.46289,181.051455
3285.620755,4520.001751,4613.609447,5.758973,25565.99414,181.116901
3285.641188,4535.654205,4613.889676,5.921827,25556.34766,181.134978
3285.661622,4549.092649,4567.854379,7.187866,25524.93555,181.080875
3285.682055,0,0,0,25561.14453,0
3285.702489,0,0,0,25531.16406,0
3285.722923,4529.065228,4703.578758,6.218831,25496.87695,180.93605
3285.743356,4508.150376,4662.052895,6.113669,25512.12305,180.918969
3285.76379,4530.823865,4660.417561,6.220999,25501.64063,180.955701
3285.784223,4521.795711,4625.183622,6.804939,25474.54492,180.846839
3285.804657,4527.53964,4612.001778,6.402016,25483.51953,180.891202
3285.825091,4551.537427,4613.654391,6.668589,25460.81836,180.89511
3285.845524,0,0,0,25500.92969,0
3285.865958,0,0,0,25447.8457,0
3285.886391,0,0,0,25425.12891,0
3285.906825,0,0,0,25418.36719,0
3285.927259,0,0,0,25426.10938,0
3285.947692,0,0,0,25434.24414,0
3285.968126,4507.93471,4671.577173,5.587527,25442.37891,180.708038
3285.988559,4498.371758,4666.160459,5.449461,25448.5625,180.697843
3286.008993,4477.937634,4659.922729,6.261531,25419.66797,180.548958
3286.029427,4498.677276,4684.806927,5.164485,25419.5625,180.611252
3286.04986,4482.766388,4679.8067,6.051282,25384.49023,180.457298
3286.070294,4458.015228,4667.539666,5.601074,25416.83984,180.480251
3286.090727,4481.208441,4699.919414,4.978082,25379.97266,180.438943
3286.111161,4460.731753,4684.032429,5.917687,25369.23828,180.34462
3286.131595,4477.978184,4703.439363,5.136415,25365.35938,180.385024
3286.152028,4465.713029,4693.042907,4.976043,25383.49414,180.402762
3286.172462,4495.565819,4727.186793,4.839525,25343.67578,180.372645
3286.192896,4468.149803,4699.080343,4.831285,25353.63281,180.319869
3286.213329,4467.951651,4697.666936,5.564925,25308.27148,180.182077
3286.233763,4474.265247,4704.612854,5.605862,25319.96875,180.236562
3286.254196,4477.788755,4701.891358,5.260939,25314.40234,180.230383
3286.27463,4488.882698,4710.288571,5.655033,25314.33008,180.263718
3286.295064,4454.838693,4670.540909,6.700529,25284.69922,180.071048
3286.315497,4471.18991,4680.92487,5.519099,25292.61719,180.144507
3286.335931,4476.727316,4676.193551,5.651478,25294.41016,180.166689
3286.356364,4491.665977,4685.08856,6.160318,25259.03125,180.104829
3286.376798,4485.237658,4672.067904,5.927523,25261.27344,180.092157
3286.397232,4477.729664,4655.091652,6.854369,25259.52344,180.06413
3286.417665,4517.092855,4684.161975,5.9324,25231.75586,180.099233
3286.438099,0,0,0,25253.64453,0
3286.458532,4499.980668,4733.080756,3.689473,25229.60938,180.040928
3286.478966,4469.836292,4700.508367,5.162206,25244.15625,179.993693
3286.4994,4475.606278,4701.070473,6.151589,25194.02734,179.85929
3286.519833,4484.308218,4710.206933,5.345308,25186.89453,179.864046
3286.540267,4471.217557,4690.658006,6.015748,25187.03711,179.824797
3286.5607,4477.825798,4692.757466,5.79995,25163.32422,179.772934
3286.581134,4470.674751,4675.22333,6.342901,25155.95117,179.728885
3286.601568,4484.695216,4681.515397,6.248292,25175.66211,179.831171
3286.622001,4492.68218,4678.769545,5.499622,25164.48828,179.82151
3286.642435,0,0,6.241376,25122.99219,0
3286.662868,4502.51756,4668.498419,6.47418,25133.5332,179.75747
3286.683302,0,0,0,25138.36719,0
3286.703736,4481.741523,4696.41135,5.466201,25123.4043,179.663719
3286.724169,4455.288485,4660.82922,6.107291,25141.63281,179.638761
3286.744603,4463.521417,4660.007777,6.575175,25088.91406,179.503707
3286.765036,4478.911485,4663.73548,6.209139,25076.79883,179.513652
3286.78547,4476.598044,4650.435042,6.765423,25059.39453,179.453762
3286.805904,4481.252987,4636.301272,6.636737,25067.93945,179.493857
3286.826337,4502.590556,4640.733823,6.56317,25085.12109,179.61081
3286.846771,4510.095681,4632.991732,7.081224,25047.26367,179.51866
3286.867204,4512.178029,4618.008997,6.916196,25030.81836,179.475038
3286.887638,4476.559304,4567.686068,8.314228,25020.03516,179.334036
3286.908072,4532.901406,4613.046746,7.102755,25028.83203,179.531943
3286.928505,0,0,0,25042.22266,0
3286.948939,4465.589084,4679.010851,5.539971,25050.25781,179.392552
3286.969373,4484.415141,4690.500913,5.788399,25014.57031,179.341304
3286.989806,4466.985305,4660.908044,6.567352,24998.45313,179.239299
3287.01024,4466.85879,4643.810722,6.332864,24991.83594,179.218787
3287.030673,0,0,0,24971.25195,0
3287.051107,4500.079132,4654.356984,5.71286,24996.06836,179.332677
3287.07154,4490.408575,4627.885561,7.029533,24944.40625,179.146132
3287.091974,4509.059058,4626.284523,6.90953,24913.06055,179.107496
3287.112408,4516.702944,4616.619942,6.691998,24919.1543,179.149305
3287.132841,4517.536581,4598.054978,6.621786,24954.10352,179.25816
3287.153275,4514.389465,4576.282256,6.958395,24919.82422,179.144303
3287.173709,0,0,0,24924.72852,0
3287.194142,4468.41957,4683.420255,6.008762,24932.20117,179.042046
3287.214576,4469.546177,4676.058921,6.51364,24885.76953,178.904045
3287.235009,4456.021383,4653.289729,6.347028,24878.66406,178.841169
3287.255443,4478.46262,4662.673933,5.667181,24873.87109,178.894958
3287.275877,4485.641723,4654.404924,6.386202,24846.29102,178.832778
3287.29631,4484.161788,4632.53701,6.714506,24854.08398,178.852022
3287.316744,4501.305633,4629.947322,6.507252,24821.13281,178.803833
3287.337177,4506.393482,4615.487234,6.591794,24818.06445,178.80999
3287.357611,4529.227715,4619.908073,6.814155,24789.07031,178.791209
3287.378045,4521.451293,4586.219501,6.491928,24827.33203,178.884139
3287.398478,4527.804411,4579.419042,6.227238,24810.61328,178.852546
3287.418912,0,0,0,24818.36914,0
3287.439345,4453.777154,4662.731875,6.074631,24815.33984,178.641186
3287.459779,4492.407643,4696.257875,6.307497,24787.97266,178.675555
3287.480213,4461.525623,4652.721636,6.446047,24761.66602,178.50098
3287.500646,4486.772131,4667.915319,5.556521,24783.98242,178.646183
3287.52108,4492.923279,4658.087235,6.270031,24759.21875,178.589376
3287.541513,4512.094067,4656.081485,6.281036,24745.51172,178.606054
3287.561947,4507.414086,4628.743989,6.707421,24746.87109,178.595918
3287.582381,4518.003488,4623.241453,6.648343,24713.09766,178.525135
3287.602814,4514.67272,4596.538956,6.478987,24715.75781,178.523087
3287.623248,4513.137906,4577.15187,6.50251,24703.01367,178.479478
3287.643681,4531.11605,4576.048669,5.915234,24731.46094,178.621227
3287.664115,0,0,0,24718.42578,0
3287.684549,4472.232599,4641.638388,6.499741,24697.03125,178.336204
3287.704982,4454.024164,4599.491472,7.678019,24673.17578,178.207571
3287.725416,4499.066399,4630.235027,6.817338,24662.06836,178.311352
3287.745849,4499.501692,4606.496955,6.800757,24641.4375,178.249596
3287.766283,4528.707028,4612.459292,6.068246,24660.89453,178.398364
3287.786717,4531.218039,4594.509303,6.301405,24643.27344,178.352183
3287.80715,4507.599199,4552.392281,6.46099,24706.71484,178.473865
3287.827584,4511.260512,4534.363858,7.035733,24610.53906,178.19105
3287.848017,4527.000473,4534.264032,6.023397,24628.94336,178.295481
3287.868451,0,0,6.895964,24597.25391,0
3287.888885,0,0,7.043332,24600.48633,0
3287.909318,0,0,0,24607.46484,0
3287.929752,4478.290654,4644.812033,5.504258,24614.43945,178.102092
3287.950185,4469.45673,4646.726366,5.638197,24610.95508,178.064383
3287.970619,4461.081938,4637.665036,6.184588,24600.04102,178.005319
3287.991053,4470.908335,4658.369715,5.590322,24593.42773,178.015159
3288.011486,4438.288617,4626.068495,6.170907,24606.5,177.955286
3288.03192,4476.082953,4671.641239,5.244507,24586.51367,178.009832
3288.052354,4456.75142,4660.790083,5.300329,24574.26758,177.913098
3288.072787,4437.276804,4642.510404,6.104042,24559.16797,177.807125
3288.093221,4459.908377,4668.767636,4.993808,24553.80664,177.860068
3288.113654,4465.405775,4677.427834,5.745538,24531.49609,177.808526
3288.134088,4429.763831,4640.396585,6.14162,24550.9043,177.758747
3288.154521,4455.639289,4677.415976,5.166614,24509.84766,177.712182
3288.174955,4424.081768,4644.469558,5.883158,24522.98242,177.655659
3288.195389,4446.730754,4662.753565,5.204271,24532.95703,177.75574
3288.215822,4466.053939,4675.95503,5.411213,24494.41211,177.696779
3288.236256,4473.013357,4677.891012,5.448926,24493.63672,177.71575
3288.25669,4455.706778,4657.121535,6.117725,24449.05859,177.525812
3288.277123,4503.55011,4696.374323,5.42043,24441.44922,177.649322
3288.297557,4480.098573,4663.483028,6.421703,24407.13281,177.471959
3288.31799,4478.981865,4652.852389,6.373484,24401.42969,177.451008
3288.338424,4491.545181,4649.885103,6.562646,24402.54102,177.493014
3288.358858,4475.55058,4623.400924,6.179423,24413.79297,177.478447
3288.379291,4486.751196,4616.679029,6.908054,24396.61914,177.460098
3288.399725,0,0,0,24419.74609,0
3288.420158,4458.299359,4653.63985,5.844837,24408.81641,177.410157
3288.440592,4449.605791,4645.376782,6.299135,24391.33203,177.329697
3288.461026,4485.587051,4675.229508,6.000436,24370.22656,177.375423
3288.481459,4436.854983,4613.756822,6.949938,24356.23047,177.182525
3288.501893,4456.308169,4624.099898,7.031261,24354.06055,177.235694
3288.522326,4482.664742,4635.956469,6.828537,24340.41992,177.274803
3288.54276,4471.906234,4612.440151,6.649311,24344.91602,177.255544
3288.563194,4473.462128,4596.333357,6.933521,24341.36914,177.24942
3288.583627,4483.339234,4593.542453,7.474915,24310.51367,177.184886
3288.604061,4513.624665,4609.468391,6.032438,24314.98438,177.291791
3288.624494,4502.190178,4577.520631,6.775901,24329.33789,177.300766
3288.644928,0,0,0,24286.39844,0
3288.665362,4437.660705,4633.984554,6.364671,24322.67188,177.081721
3288.685795,4446.554753,4633.885612,6.744195,24292.18359,177.015229
3288.706229,4466.568336,4642.142832,5.902528,24287.62109,177.062808
3288.726662,4448.05259,4604.403455,7.37995,24279.48828,176.980741
3288.747096,4463.901721,4610.581906,7.043066,24264.67188,176.983922
3288.76753,4486.553532,4617.919454,6.755994,24265.62109,177.056605
3288.787963,4485.863219,4595.697084,7.248367,24254.80469,177.021172
3288.808397,4480.454919,4574.457885,7.650673,24245.16406,176.974821
3288.82883,4489.579246,4559.711372,7.411079,24237.73047,176.980029
3288.849264,4499.837709,4557.498597,6.455832,24246.54688,177.038776
3288.869698,4509.290155,4546.329345,6.48177,24240.99219,177.050778
3288.890131,0,0,0,24259.49414,0
3288.910565,4460.854799,4660.272253,5.444654,24269.57617,176.989643
3288.930998,4421.367626,4645.047329,5.457364,24259.58008,176.83716
3288.951432,4427.530117,4651.122099,5.055398,24261.30664,176.861479
3288.971866,4412.152034,4634.510415,5.960733,24234.01758,176.729912
3288.992299,4441.090256,4661.625582,6.52667,24211.04492,176.748314
3289.012733,4428.538248,4641.789523,6.137802,24210.05273,176.706533
3289.033167,0,0,0,24204.0332,0
3289.0536,4409.741549,4606.879145,6.999662,24188.62695,176.582399
3289.074034,4436.924472,4621.105572,6.703894,24165.60938,176.595258
3289.094467,4472.718772,4643.75482,6.095996,24164.32422,176.701757
3289.114901,4474.434053,4628.446322,6.413339,24144.14453,176.644782
3289.135335,0,0,0,24186.57617,0
3289.155768,4434.015412,4656.475682,5.333594,24191.11914,176.665014
3289.176202,4445.391129,4662.930435,5.336987,24146.05078,176.561013
3289.196635,4404.876693,4615.35986,6.484841,24136.5918,176.406645
3289.217069,4422.730418,4628.146422,7.440827,24106.23438,176.368
3289.237503,4446.799479,4644.381198,6.530286,24106.35547,176.442756
3289.257936,4449.941911,4634.169158,6.174097,24098.46875,176.428097
3289.27837,4452.557337,4632.045113,6.533597,24074.66406,176.362611
3289.298803,4472.901301,4637.258341,6.517016,24041.91211,176.324252
3289.319237,4449.588564,4601.852503,6.712253,24062.13867,176.31471
3289.339671,4481.724766,4618.220846,6.088168,24070.83984,176.440932
3289.360104,4474.75027,4598.382368,6.714494,24057.82617,176.379163
3289.380538,0,0,0,24066.04883,0
3289.400971,4435.482522,4649.37906,6.379697,24047.32227,176.22526
3289.421405,4443.39417,4652.738915,6.204062,24031.39453,176.20046
3289.441839,4458.406334,4662.7678,7.143578,24025.25,176.227894
3289.462272,4435.480765,4634.099629,5.956391,24029.81641,176.171091
3289.482706,4419.696593,4606.458017,7.085705,24035.44141,176.139651
3289.503139,4456.626473,4634.49855,6.162647,23992.79492,176.121957
3289.523573,4483.055922,4644.172452,6.29008,23958.74805,176.098377
3289.544007,4467.382416,4609.738238,6.272373,23998.5918,176.173186
3289.56444,4484.680132,4604.246863,6.254498,24008.875,176.258513
3289.584874,4476.644448,4576.34476,7.294697,23970.11914,176.11373
3289.605307,4466.053733,4546.059078,7.922056,23948.78906,176.014891
3289.625741,0,0,0,23986.57227,0
3289.646175,4433.977447,4646.245525,5.96794,23966.80078,175.971325
3289.666608,4439.469869,4648.914761,5.885484,23980.2168,176.029893
3289.687042,4446.627201,4642.980043,6.311741,23946.07422,175.946301
3289.707476,4466.28202,4653.715283,6.644996,23926.18359,175.94557
3289.727909,4461.920712,4630.707433,6.313685,23927.16406,175.935095
3289.748343,4480.818267,4624.338494,6.388774,23905.17969,175.925529
3289.768776,4458.21255,4577.672447,6.976116,23912.75,175.878931
3289.78921,4486.289853,4585.667145,6.742646,23905.38086,175.943107
3289.809643,4473.615057,4552.825781,7.091567,23896.14648,175.875209
3289.830077,4469.457728,4522.098849,6.682203,23912.30078,175.912392
3289.850511,4453.068136,4506.400205,6.999773,23897.24609,175.814918
3289.870944,0,0,0,23889.08789,0
3289.891378,0,0,0,23880.93164,0
3289.911811,4424.743252,4638.306075,6.078433,23856.59375,175.600906
3289.932245,4432.015776,4638.604523,6.223249,23891.38281,175.731439
3289.952679,4433.640226,4638.149019,6.309775,23850.97656,175.611088
3289.973112,4432.512763,4629.312358,5.91645,23860.625,175.637538
3289.993546,4405.697755,4596.075268,6.713934,23859.13477,175.549659
3290.01398,4457.986226,4639.569202,5.850352,23862.20703,175.721495
3290.034413,4457.726033,4632.491931,6.046139,23835.41406,175.637545
3290.054847,4450.791223,4609.046767,7.097715,23781.3457,175.448096
3290.07528,4450.589183,4597.369366,7.025807,23767.79102,175.405345
3290.095714,4468.96229,4598.139341,6.766237,23807.93359,175.587117
3290.116148,0,0,0,23821.73047,0
3290.136581,4426.775579,4632.028341,6.013672,23793.41992,175.410987
3290.157015,4428.714849,4628.434082,6.299278,23775.91602,175.362607
3290.177448,4447.630108,4642.050687,6.376452,23784.52734,175.448159
3290.197882,4422.154787,4600.582435,7.336192,23752.69141,175.269989
3290.218316,4434.260753,4596.36314,7.255698,23740.50195,175.269729
3290.238749,4475.214567,4629.856339,6.581628,23751.07031,175.429911
3290.259183,4437.903333,4586.833795,7.379683,23720.58789,175.219111
3290.279616,4465.882508,4595.857001,6.926608,23715.77734,175.291181
3290.30005,4477.732524,4601.254579,5.979747,23705.01953,175.294578
3290.320484,4479.215125,4583.990952,6.981242,23721.16797,175.349401
3290.340917,4485.52396,4575.382119,6.815293,23708.32617,175.329089
3290.361351,0,0,0,23681.42383,0
3290.381784,4412.586646,4598.823782,7.390974,23687.38672,175.03695
3290.402218,4456.122987,4631.797586,6.529286,23695.08789,175.196458
3290.422652,4438.544251,4604.097199,6.79028,23681.35352,175.098994
3290.443085,4457.667336,4609.52622,6.562114,23685.65039,175.171896
3290.463519,4449.280317,4587.570893,7.189275,23652.67969,175.043137
3290.483952,4477.806016,4598.800392,5.959293,23664.18945,175.167781
3290.504386,4461.615476,4564.048647,7.167911,23644.80469,175.057028
3290.52482,4470.334184,4555.533614,7.256137,23620.72266,175.009177
3290.545253,4469.078018,4537.755455,7.88559,23625.76563,175.020972
3290.565687,4497.315299,4553.472348,6.580469,23607.41992,175.05178
3290.58612,4498.470963,4533.407559,5.977193,23607.39844,175.055312
3290.606554,0,0,0,23628.77539,0
3290.626988,4427.483694,4623.495668,6.421999,23616.375,174.862091
3290.647421,4437.165578,4626.034368,6.058561,23606.45117,174.861337
3290.667855,4459.036589,4639.385698,6.266677,23581.82617,174.852751
3290.688289,4437.993861,4606.686765,6.420727,23585.16211,174.797535
3290.708722,4451.592556,4610.350154,6.503144,23600.95117,174.889166
3290.729156,4470.833988,4616.026713,6.341563,23571.5918,174.857624
3290.749589,4491.351121,4623.048378,5.548354,23589.66797,174.977906
3290.770023,4475.530848,4591.576106,6.851294,23546.81055,174.794995
3290.790457,4456.03591,4558.316626,6.738285,23551.24219,174.748008
3290.81089,4494.837302,4578.397754,6.627767,23512.43945,174.748004
3290.831324,4486.842044,4554.26674,6.744929,23523.14063,174.756446
3290.851757,0,0,0,23542.57422,0
3290.872191,4442.150905,4642.497778,5.649462,23551.83594,174.706539
3290.892624,4411.664391,4627.924698,5.901066,23539.02539,174.571381
3290.913058,4418.345956,4631.983145,5.460203,23538.45117,174.590452
3290.933492,4433.142861,4648.674183,5.566764,23530.00586,174.610284
3290.953925,4434.348569,4643.034559,5.317212,23519.43945,174.581056
3290.974359,4440.789484,4645.967297,5.768666,23501.38086,174.544774
3290.994792,4432.190267,4628.91929,5.987689,23504.13477,174.526516
3291.015226,4414.538623,4604.772331,6.782102,23462.60938,174.34157
3291.03566,4435.50935,4613.155552,6.953498,23441.89648,174.342376
3291.056093,4437.892936,4606.06068,6.558789,23430.875,174.315364
3291.076527,4446.66576,4601.076974,6.909748,23468.16211,174.459354
3291.096961,0,0,0,23431.94922,0
3291.117394,4420.982458,4628.261583,6.059147,23456.83203,174.343654
3291.137828,4404.066729,4605.289137,6.769965,23449.85547,174.268929
3291.158261,4430.772176,4626.429398,6.169708,23422.28516,174.266223
3291.178695,4446.082705,4630.886027,6.055721,23410.90039,174.278504
3291.199129,4421.740244,4592.222451,6.890582,23419.13867,174.228121
3291.219562,4468.45448,4628.44426,5.88267,23409.38672,174.343738
3291.239996,0,0,0,23380.42383,0
3291.260429,4442.758179,4568.395404,8.103798,23344.41992,174.06001
3291.280863,4467.429096,4576.468705,6.925419,23387.48828,174.272042
3291.301297,4481.520586,4569.454838,6.633798,23368.98242,174.258232
3291.32173,4451.235679,4542.337119,6.641917,23385.84375,174.216232
3291.342164,0,0,0,23386.48828,0
3291.362597,4413.205735,4625.128925,5.935182,23369.76367,174.046828
3291.383031,4439.465302,4650.685904,5.720359,23349.33594,174.065094
3291.403465,0,0,6.207443,23339.98047,0
3291.423898,4425.817953,4621.120767,5.607677,23363.86914,174.067868
3291.444332,4415.684872,4603.312108,6.439339,23327.40625,173.921874
3291.464765,4446.113453,4621.597849,6.198134,23302.91797,173.940493
3291.485199,4452.939391,4612.045624,6.0282,23315.5625,174.001506
3291.505633,4464.822795,4608.693396,5.999688,23327.45117,174.07597
3291.526066,4450.651966,4576.610149,6.729195,23300.72852,173.947855
3291.5465,4496.747104,4604.49058,6.326372,23271.07227,173.999368
3291.566933,4469.243002,4553.919221,6.05229,23293.88086,173.984656
3291.587367,0,0,0,23300.28125,0
3291.607801,4424.508594,4635.798209,5.639491,23288.32227,173.826997
3291.628234,4458.096504,4668.762145,4.997961,23285.61719,173.923826
3291.648668,4418.987411,4625.728491,6.251625,23272.40625,173.759753
3291.669101,4425.394579,4627.528774,5.776668,23290.81055,173.837579
3291.689535,4428.197551,4619.029579,6.339201,23223.69922,173.63579
3291.709969,4415.786686,4599.166237,6.298375,23237.36523,173.63973
3291.730402,4445.786257,4612.789446,6.532551,23217.11133,173.670325
3291.750836,4445.855179,4598.490615,5.870181,23208.41016,173.643226
