LC of 211545516,,,,,
K2_Time,Counts,Raw,RB,Sky,Error
3264.410661,1291.411208,1255.980267,18854.49023,18854.49023,41.033809
3264.431094,1248.35863,1216.37493,18840.04102,18840.04102,40.975207
3264.451528,1283.229782,1251.174345,18813.84375,18813.84375,40.984052
3264.471962,0,0,18565.44141,18565.44141,0
3264.492395,0,0,18620.75,18620.75,0
3264.512829,0,0,18676.05859,18676.05859,0
3264.533263,0,0,18731.36719,18731.36719,0
3264.553696,1231.257274,1190.577331,18786.08203,18786.08203,40.90267
3264.57413,1251.338859,1211.635301,18774.08594,18774.08594,40.91093
3264.594563,1257.885812,1215.675553,18774.62109,18774.62109,40.918164
3264.614997,1289.421864,1252.808411,18863.19727,18863.19727,41.04065
3264.635431,1275.721183,1235.756879,18763.42188,18763.42188,40.924941
3264.655864,1244.693488,1202.972757,18733.98828,18733.98828,40.863155
3264.676298,1252.256791,1213.814796,18705.20117,18705.20117,40.841445
3264.696731,1263.22253,1224.379573,18675.57617,18675.57617,40.822348
3264.717165,1295.094096,1249.518978,18648.59375,18648.59375,40.827353
3264.737598,1291.130204,1245.562499,18631.46484,18631.46484,40.805757
3264.758032,1285.887921,1239.320603,18618.52148,18618.52148,40.787129
3264.778466,1281.803606,1236.139373,18617.22461,18617.22461,40.781615
3264.798899,1229.385169,1186.960993,18632.66211,18632.66211,40.743702
3264.819333,0,0,18618.52539,18618.52539,0
3264.839767,0,0,18611.36719,18611.36719,0
3264.8602,0,0,18582.71484,18582.71484,0
3264.880634,1274.47425,1232.730788,18528.26563,18528.26563,40.682827
3264.901067,0,0,18467.97852,18467.97852,0
3264.921501,0,0,18398.125,18398.125,0
3264.941935,0,0,18330.19727,18330.19727,0
3264.962368,0,0,18248.75977,18248.75977,0
3264.982802,0,0,18173.54688,18173.54688,0
3265.003235,1276.269887,1231.749602,18073.03711,18073.03711,40.214363
3265.023669,1303.389089,1259.807003,18020.21484,18020.21484,40.187644
3265.044103,1275.920616,1229.907041,18041.10156,18041.10156,40.1808
3265.064536,1286.192566,1236.576085,18022.56445,18022.56445,40.172203
3265.08497,1286.259583,1234.872578,18015.74219,18015.74219,40.165175
3265.105403,0,0,18006.0332,18006.0332,0
3265.125837,1274.316544,1233.28122,17991.79492,17991.79492,40.127816
3265.146271,1293.627881,1251.658324,17961.64063,17961.64063,40.116522
3265.166704,1277.139442,1233.689104,17947.96484,17947.96484,40.085088
3265.187138,1291.982885,1251.60732,17929.49219,17929.49219,40.081304
3265.207571,1309.406538,1264.327715,17914.78516,17914.78516,40.084136
3265.228005,1267.194568,1222.995922,17916.45703,17916.45703,40.041849
3265.248439,1295.078499,1249.932855,17898.34375,17898.34375,40.052045
3265.268872,1279.526484,1235.566229,17880.32422,17880.32422,40.017002
3265.289306,1286.05087,1239.53988,17861.24609,17861.24609,40.00389
3265.309739,1277.79384,1229.398635,17853.75,17853.75,39.98743
3265.330173,1287.381167,1239.772706,17842.88477,17842.88477,39.986095
3265.350607,0,0,17828.48828,17828.48828,0
3265.37104,1294.147282,1250.926305,17790.29297,17790.29297,39.938173
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3265.452775,1295.924862,1252.829932,17751.37695,17751.37695,39.899295
3265.473208,1289.347449,1244.510823,17747.42383,17747.42383,39.888264
3265.493642,1301.44901,1253.803327,17715.76563,17715.76563,39.86777
3265.514076,1283.992825,1237.310956,17711.73047,17711.73047,39.845236
3265.534509,1303.603371,1255.84017,17707.88086,17707.88086,39.861762
3265.554943,1299.459387,1250.016719,17687.46875,17687.46875,39.836011
3265.575376,1303.050497,1254.362522,17677.08594,17677.08594,39.828885
3265.59581,0,0,17655.59766,17655.59766,0
3265.616244,1277.502203,1235.851119,17656.79297,17656.79297,39.780758
3265.636677,1292.967081,1249.092815,17645.13672,17645.13672,39.784759
3265.657111,1276.063079,1234.487033,17627.80469,17627.80469,39.748782
3265.677544,1288.032627,1242.627918,17625.4707,17625.4707,39.758911
3265.697978,1299.269945,1253.759546,17604.19336,17604.19336,39.748356
3265.718412,1284.174677,1241.573415,17599.09766,17599.09766,39.727123
3265.738845,0,0,17634.48047,17634.48047,0
3265.759279,1297.598651,1248.102523,17574.04492,17574.04492,39.714889
3265.779712,1298.506134,1251.159824,17555.60742,17555.60742,39.696439
3265.800146,1298.85421,1251.56025,17538.83203,17538.83203,39.679141
3265.82058,1317.013453,1265.354391,17450.12109,17450.12109,39.604768
3265.841013,0,0,17382.89844,17382.89844,0
3265.861447,1269.797957,1224.66734,17422.18164,17422.18164,39.525387
3265.88188,1276.295697,1230.755275,17435.0918,17435.0918,39.545902
3265.902314,1288.056327,1242.66598,17422.57227,17422.57227,39.5451
3265.922748,1290.885953,1245.203873,17444.10742,17444.10742,39.570839
3265.943181,1283.032792,1239.241559,17445.34961,17445.34961,39.563857
3265.963615,1291.348968,1246.600752,17351.64453,17351.64453,39.473561
3265.984048,1276.594867,1234.554171,17305.65625,17305.65625,39.409203
3266.004482,1293.388598,1245.696006,17285.79492,17285.79492,39.40595
3266.024916,1278.682082,1231.913474,17277.12305,17277.12305,39.381149
3266.045349,1284.427605,1237.815861,17261.9043,17261.9043,39.371095
3266.065783,1276.223738,1231.284661,17262.62891,17262.62891,39.363156
3266.086216,1306.549597,1258.337522,17235.7168,17235.7168,39.36678
3266.10665,1289.998727,1241.887418,17241.95313,17241.95313,39.355829
3266.127084,1287.763128,1238.887457,17225.86133,17225.86133,39.336364
3266.147517,1319.664547,1267.615285,17215.3125,17215.3125,39.359041
3266.167951,1290.966851,1240.319272,17205.46484,17205.46484,39.318094
3266.188384,1297.100742,1244.997501,17187.95508,17187.95508,39.306002
3266.208818,1264.501159,1211.346862,17200.13281,17200.13281,39.284284
3266.229252,1300.899945,1244.945617,17181.35938,17181.35938,39.303028
3266.249685,1284.990533,1229.073146,17160.95703,17160.95703,39.2644
3266.270119,1294.166072,1239.956279,17144.25781,17144.25781,39.256392
3266.290553,1298.038897,1239.128377,17127.64453,17127.64453,39.242827
3266.310986,1277.209231,1223.168571,17119.19727,17119.19727,39.211638
3266.33142,0,0,17107.90039,17107.90039,0
3266.351853,0,0,17096.60352,17096.60352,0
3266.372287,1280.792293,1237.46719,17083.24023,17083.24023,39.17712
3266.392721,1282.812416,1232.475695,17073.78125,17073.78125,39.169185
3266.413154,1300.951893,1253.147565,17060.61914,17060.61914,39.174495
3266.433588,1292.89704,1243.282781,17049.20898,17049.20898,39.153725
3266.454021,1299.45314,1252.620286,17028.31055,17028.31055,39.138414
3266.474455,1284.675808,1233.951238,17034.17188,17034.17188,39.128893
3266.494889,1295.700595,1247.488425,17023.62305,17023.62305,39.129401
3266.515322,1287.880954,1237.236178,17011.03516,17011.03516,39.1076
3266.535756,1282.144039,1229.015075,16998.30273,16998.30273,39.087859
3266.556189,1285.57806,1234.088392,16986.16016,16986.16016,39.078548
3266.576623,0,0,16986.00977,16986.00977,0
3266.597057,1286.871563,1233.715682,16963.80078,16963.80078,39.056014
3266.61749,1291.645749,1242.997278,16950.5918,16950.5918,39.046988
3266.637924,1291.413781,1240.642648,16933.5625,16933.5625,39.02851
3266.658357,1289.494479,1238.096194,16931.10938,16931.10938,39.023828
3266.678791,1286.819735,1235.021187,16922.39648,16922.39648,39.011631
3266.699225,1295.421998,1244.49825,16907.23438,16907.23438,39.004604
3266.719658,1287.018482,1234.114968,16899.23828,16899.23828,38.987029
3266.740092,1287.446177,1236.497189,16888.35352,16888.35352,38.975819
3266.760525,1283.919031,1232.352253,16878.625,16878.625,38.961604
3266.780959,1287.383192,1237.808684,16866.43555,16866.43555,38.952244
3266.801393,1306.076935,1255.803967,16857.50781,16857.50781,38.96272
3266.821826,0,0,16849.86523,16849.86523,0
3266.84226,1288.701019,1237.114421,16841.42578,16841.42578,38.926818
3266.862693,1292.623184,1239.597088,16823.12305,16823.12305,38.911377
3266.883127,1286.201555,1233.311563,16822.00391,16822.00391,38.903278
3266.903561,1283.143091,1230.007523,16813.68164,16813.68164,38.891051
3266.923994,1298.947316,1243.779654,16801.4082,16801.4082,38.894844
3266.944428,1289.567038,1236.637117,16792.97266,16792.97266,38.875698
3266.964861,1306.430128,1249.690999,16788.13867,16788.13867,38.888626
3266.985295,1297.435166,1239.998878,16768.9082,16768.9082,38.858284
3267.005729,0,0,16777.66602,16777.66602,0
3267.026162,1304.678371,1242.526836,16765.93359,16765.93359,38.862874
3267.046596,1291.265254,1227.832939,16752.69531,16752.69531,38.834205
3267.067029,0,0,16743.08008,16743.08008,0
3267.087463,1288.132185,1233.585577,16734.28906,16734.28906,38.81102
3267.107897,1291.469159,1236.282259,16734.26953,16734.26953,38.814592
3267.12833,1286.703523,1235.325493,16769.54883,16769.54883,38.84743
3267.148764,1289.193195,1235.774674,16708.17188,16708.17188,38.784031
3267.169198,1295.243541,1240.763171,16701.32813,16701.32813,38.783176
3267.189631,1282.473528,1230.674132,16695.66602,16695.66602,38.76331
3267.210065,1283.287738,1231.735436,16687.79688,16687.79688,38.755704
3267.230498,1280.407411,1226.742361,16683.7168,16683.7168,38.748198
3267.250932,1279.356217,1228.211424,16660.89648,16660.89648,38.722444
3267.271365,1290.796471,1232.586092,16665.30664,16665.30664,38.739546
3267.291799,1282.3155,1225.140936,16658.1875,16658.1875,38.722714
3267.312233,0,0,16646.25977,16646.25977,0
3267.332666,1293.045065,1236.970776,16628.24609,16628.24609,38.701975
3267.3531,1297.804568,1240.467022,16624.83203,16624.83203,38.703428
3267.373534,1300.634231,1245.411345,16610.37695,16610.37695,38.690874
3267.393967,1276.711063,1224.278809,16608.18359,16608.18359,38.662655
3267.414401,1291.87006,1236.306869,16589.97656,16589.97656,38.659361
3267.434834,1276.680502,1227.311683,16586.39258,16586.39258,38.639062
3267.455268,1309.961776,1256.290248,16571.2793,16571.2793,38.658706
3267.475702,1297.33599,1244.939858,16556.77734,16556.77734,38.62937
3267.496135,1291.539518,1239.365369,16553.11133,16553.11133,38.619132
3267.516569,1277.946736,1221.363786,16539.54883,16539.54883,38.589737
3267.537002,1288.059056,1231.336489,16524.86719,16524.86719,38.584788
3267.557436,1286.449647,1231.192234,16527.02344,16527.02344,38.58538
3267.57787,1275.805844,1220.046402,16516.69922,16516.69922,38.562665
3267.598303,1296.18053,1237.252014,16508.64258,16508.64258,38.576011
3267.618737,1286.495078,1227.50347,16500.69922,16500.69922,38.556909
3267.63917,1299.765889,1239.247263,16490.97852,16490.97852,38.560756
3267.659604,1284.113271,1221.208657,16490.66016,16490.66016,38.543444
3267.680038,1276.08922,1212.146959,16488.84766,16488.84766,38.532778
3267.700471,1289.146482,1225.277132,16471.92969,16471.92969,38.528591
3267.720905,1277.703996,1213.448201,16464.30078,16464.30078,38.5079
3267.741338,1319.362111,1255.353042,16443.31641,16443.31641,38.530329
3267.761772,1302.238787,1232.968766,16432.39258,16432.39258,38.499897
3267.782206,1289.112987,1220.060964,16421.31836,16421.31836,38.47362
3267.802639,0,0,16405.71289,16405.71289,0
3267.823073,1282.95849,1228.783979,16408.63867,16408.63867,38.453157
3267.843506,1269.304597,1215.587943,16396.10938,16396.10938,38.424692
3267.86394,1278.123512,1223.202659,16386.64453,16386.64453,38.423989
3267.884374,1278.530589,1226.075601,16379.29199,16379.29199,38.416435
3267.904807,1283.194583,1228.677279,16361.04883,16361.04883,38.401661
3267.925241,1287.501079,1227.221071,16363.47852,16363.47852,38.40899
3267.945674,1288.721922,1231.932809,16352.58984,16352.58984,38.39847
3267.966108,1298.337171,1237.607153,16343.14648,16343.14648,38.398657
3267.986542,1273.872121,1211.660866,16337.52832,16337.52832,38.365904
3268.006975,1275.119324,1216.537633,16329.11328,16329.11328,38.358095
3268.027409,1280.483341,1216.154087,16316.22559,16316.22559,38.349898
3268.047842,0,0,16298.96484,16298.96484,0
3268.068276,1269.058059,1213.925294,16300.62402,16300.62402,38.320436
3268.08871,1283.669833,1230.276483,16278.97656,16278.97656,38.312762
3268.109143,1282.092977,1228.406406,16276.3916,16276.3916,38.308222
3268.129577,0,0,16267.46191,16267.46191,0
3268.150011,0,0,16256.52637,16256.52637,0
3268.170444,1315.60941,1256.383154,16246.2041,16246.2041,38.311854
3268.190878,1280.158808,1222.249773,16246.08203,16246.08203,38.273032
3268.211311,1300.075696,1237.321023,16229.47363,16229.47363,38.276645
3268.231745,1284.877273,1222.238664,16229.72363,16229.72363,38.260321
3268.252179,1284.164239,1220.252344,16222.23828,16222.23828,38.251365
3268.272612,1292.350832,1231.687539,16216.10352,16216.10352,38.253607
3268.293046,0,0,16207.10547,16207.10547,0
3268.313479,1284.62244,1223.055557,16198.1084,16198.1084,38.225495
3268.333913,1287.279667,1225.079549,16179.10156,16179.10156,38.207617
3268.354347,1293.586,1232.246667,16167.35156,16167.35156,38.201663
3268.37478,1286.467188,1222.082707,16165.16504,16165.16504,38.191482
3268.395214,1279.873203,1220.689938,16151.34668,16151.34668,38.16914
3268.415647,1278.08908,1217.544679,16146.18555,16146.18555,38.161535
3268.436081,1291.703051,1229.454219,16122.60547,16122.60547,38.15062
3268.456515,1282.725942,1217.905238,16122.97656,16122.97656,38.141192
3268.476948,1284.22577,1220.4365,16117.2207,16117.2207,38.136529
3268.497382,1277.755523,1212.355493,16113.03418,16113.03418,38.124849
3268.517815,1291.82517,1227.193184,16100.03418,16100.03418,38.126022
3268.538249,0,0,16071.7666,16071.7666,0
3268.558683,1276.365462,1218.900395,16080.20606,16080.20606,38.087324
3268.579116,1288.720884,1230.924343,16080.27734,16080.27734,38.100956
3268.59955,1277.312816,1220.516621,16064.14356,16064.14356,38.070736
3268.619984,1284.676655,1227.031538,16045.16504,16045.16504,38.057984
3268.640417,1308.740481,1252.258296,16053.12891,16053.12891,38.093136
3268.660851,1285.25281,1224.280505,16036.14746,16036.14746,38.048714
3268.681284,1284.45302,1226.206181,16022.85938,16022.85938,38.033238
3268.701718,1281.682809,1222.527494,16014.78027,16014.78027,38.021315
3268.722151,1307.026876,1244.45522,15998.08691,15998.08691,38.030822
3268.742585,1270.157846,1213.616949,16001.16797,16001.16797,37.993677
3268.763019,1297.077321,1236.970293,15985.8584,15985.8584,38.006444
3268.783452,0,0,15985.22852,15985.22852,0
3268.803886,1295.106762,1229.787317,15965.32422,15965.32422,37.981692
3268.824319,1281.848733,1218.573098,15960.73828,15960.73828,37.962054
3268.844753,1275.554682,1212.46039,15953.55273,15953.55273,37.947212
3268.865187,1326.088222,1261.765913,15946.36328,15946.36328,37.994915
3268.88562,1277.943169,1215.45431,15937.22266,15937.22266,37.931856
3268.906054,1291.019856,1229.459299,15923.125,15923.125,37.930731
3268.926488,1290.841691,1228.063993,15915.53418,15915.53418,37.922171
3268.946921,1289.568171,1226.330846,15909.13281,15909.13281,37.913712
3268.967355,1296.13399,1233.720975,15900.58887,15900.58887,37.911532
3268.987788,1308.765018,1247.463761,15888.40332,15888.40332,37.912023
3269.008222,1281.755145,1222.541782,15884.99121,15884.99121,37.878475
3269.028656,1273.027908,1214.815938,15876.97656,15876.97656,37.86
3269.049089,1296.053431,1239.400771,15861.18359,15861.18359,37.867982
3269.069523,1300.288554,1238.651622,15856.38379,15856.38379,37.867359
3269.089956,1290.067789,1232.096311,15844.5752,15844.5752,37.84304
3269.11039,1282.123153,1222.823695,15835.68457,15835.68457,37.824444
3269.130824,1297.573664,1237.098489,15827.9043,15827.9043,37.832918
3269.151257,1297.385029,1238.706032,15824.79102,15824.79102,37.82927
3269.171691,1295.879163,1234.339474,15811.05664,15811.05664,37.812431
3269.192124,1274.524655,1211.433566,15800.93652,15800.93652,37.77763
3269.212558,1273.740059,1212.825573,15797.68262,15797.68262,37.773162
3269.232992,1284.598218,1221.676743,15787.58691,15787.58691,37.774006
3269.253425,1294.731539,1227.92997,15777.69531,15777.69531,37.774273
3269.273859,0,0,15772.24219,15772.24219,0
3269.294292,1290.063399,1230.81492,15762.65625,15762.65625,37.752465
3269.314726,1287.420065,1229.275076,15751.32227,15751.32227,37.73699
3269.33516,1293.015598,1236.810933,15741.67969,15741.67969,37.732508
3269.355593,1277.449125,1221.088361,15733.66211,15733.66211,37.706379
3269.376027,1276.910767,1221.28442,15732.64844,15732.64844,37.704659
3269.39646,1285.647898,1226.048949,15723.67969,15723.67969,37.704402
3269.416894,1296.545552,1235.232306,15706.18359,15706.18359,37.697088
3269.437328,1297.055919,1233.948687,15706.77441,15706.77441,37.698309
3269.457761,1288.316036,1225.620141,15699.29492,15699.29492,37.680325
3269.478195,1289.31211,1222.240839,15694.22266,15694.22266,37.675804
3269.498628,1301.738513,1239.10303,15687.47559,15687.47559,37.682103
3269.519062,1283.626709,1218.193997,15675.7793,15675.7793,37.649031
3269.539496,1288.644547,1221.545101,15666.3916,15666.3916,37.64418
3269.559929,1279.211856,1213.862852,15656.45703,15656.45703,37.622674
3269.580363,1280.635188,1215.786121,15652.36231,15652.36231,37.619707
3269.600797,1299.466668,1227.339017,15641.20996,15641.20996,37.628236
3269.62123,1286.938395,1219.400302,15631.81055,15631.81055,37.603876
3269.641664,1298.673414,1227.57784,15620.70606,15620.70606,37.604576
3269.662097,1324.11173,1251.451144,15611.125,15611.125,37.622194
3269.682531,1300.891713,1226.65118,15606.90918,15606.90918,37.591707
3269.702965,1304.735408,1229.719367,15596.65039,15596.65039,37.584575
3269.723398,1299.367834,1227.118087,15590.51953,15590.51953,37.571788
3269.743832,1292.996699,1220.265796,15589.13086,15589.13086,37.563156
3269.764265,0,0,15576.93359,15576.93359,0
3269.784699,1296.151355,1235.639138,15558.6377,15558.6377,37.532729
3269.805133,1285.877956,1224.548258,15561.7041,15561.7041,37.524704
3269.825566,1308.757201,1246.265692,15553.56055,15553.56055,37.541111
3269.846,1283.539756,1219.210386,15541.66211,15541.66211,37.499772
3269.866433,1322.228325,1258.853122,15528.82129,15528.82129,37.528565
3269.886867,1290.362509,1226.596382,15526.52637,15526.52637,37.490507
3269.907301,1306.024145,1243.013097,15514.03223,15514.03223,37.494037
3269.927734,1289.17337,1222.906392,15514.9375,15514.9375,37.476261
3269.948168,1327.342467,1255.913225,15511.67188,15511.67188,37.515161
3269.968601,1287.950059,1221.896544,15505.88184,15505.88184,37.464797
3269.989035,1295.688045,1222.95163,15481.48438,15481.48438,37.44621
3270.009469,0,0,15479.44629,15479.44629,0
3270.029902,1285.749261,1226.434004,15474.9082,15474.9082,37.427775
3270.050336,1285.039279,1227.84968,15463.35449,15463.35449,37.41408
3270.070769,1296.690526,1237.674141,15449.56445,15449.56445,37.411691
3270.091203,1290.834462,1229.915842,15440.68164,15440.68164,37.395223
3270.111637,1300.409493,1238.786503,15435.89258,15435.89258,37.400571
3270.13207,1296.111322,1235.92603,15423.88477,15423.88477,37.382348
3270.152504,1301.569057,1241.975736,15420.01465,15420.01465,37.384122
3270.172937,1282.602976,1225.558881,15404.50293,15404.50293,37.345562
3270.193371,1282.388796,1226.414732,15405.55078,15405.55078,37.346495
3270.213805,1281.042312,1225.278488,15396.16406,15396.16406,37.334483
3270.234238,1300.11868,1243.923631,15377.38086,15377.38086,37.334811
3270.254672,0,0,15371.72461,15371.72461,0
3270.275105,0,0,15366.07031,15366.07031,0
3270.295539,1294.982908,1235.511045,15354.17578,15354.17578,37.303075
3270.315973,1304.539643,1242.651474,15350.23633,15350.23633,37.309367
3270.336406,1295.272655,1235.158906,15340.5,15340.5,37.288076
3270.35684,1299.507298,1239.181548,15329.7207,15329.7207,37.28074
3270.377274,1281.507402,1226.250517,15328.91016,15328.91016,37.259649
3270.397707,1292.917339,1235.474102,15315.70117,15315.70117,37.257631
3270.418141,1276.842073,1217.64553,15319.40527,15319.40527,37.243753
3270.438574,1286.506038,1228.147133,15297.29004,15297.29004,37.229779
3270.459008,1289.107725,1231.043437,15297.89063,15297.89063,37.233373
3270.479442,1279.299997,1218.142237,15286.79395,15286.79395,37.209904
3270.499875,1303.05651,1238.870953,15274.03809,15274.03809,37.222256
3270.520309,1289.210771,1229.266824,15266.18066,15266.18066,37.197882
3270.540742,1290.963949,1227.415637,15265.96484,15265.96484,37.199609
3270.561176,1298.844053,1233.47036,15258.46484,15258.46484,37.200036
3270.58161,1285.02464,1218.792596,15243.72852,15243.72852,37.167943
3270.602043,1308.991323,1239.837874,15232.75098,15232.75098,37.182545
3270.622477,1307.019084,1235.431942,15223.61914,15223.61914,37.170063
3270.64291,1309.847327,1239.513751,15208.32324,15208.32324,37.156043
3270.663344,1297.790148,1225.599278,15217.05859,15217.05859,37.152307
3270.683778,1299.046364,1231.052103,15200.22266,15200.22266,37.134778
3270.704211,1290.954109,1223.109802,15197.81641,15197.81641,37.122962
3270.724645,1308.833231,1241.407576,15185.12695,15185.12695,37.128804
3270.745078,0,0,15173.81641,15173.81641,0
3270.765512,1293.627956,1236.710043,15163.8584,15163.8584,37.087729
3270.785946,1293.2579,1234.841326,15157.20215,15157.20215,37.079811
3270.806379,1285.492657,1229.108277,15157.49707,15157.49707,37.071391
3270.826813,1293.760465,1234.309401,15149.7334,15149.7334,37.071959
3270.847246,1284.920422,1226.48764,15143.45703,15143.45703,37.054915
3270.86768,1284.772463,1224.476207,15128.05078,15128.05078,37.037369
3270.888114,1301.467944,1238.862355,15112.65234,15112.65234,37.038833
3270.908547,0,0,15111.95898,15111.95898,0
3270.928981,1289.765741,1224.379054,15107.0332,15107.0332,37.019285
3270.949414,1298.996831,1234.948403,15094.91016,15094.91016,37.01602
3270.969848,1305.32004,1238.888014,15091.60352,15091.60352,37.019425
3270.990282,0,0,15078.96582,15078.96582,0
