SN1: c:0.005658320823477503 mwebv:0.6368299677757563 t0:58677.78962225666 x0:0.0034756947724413896 x1:-0.07948265455946935 z:0.038264584425 
SN2: c:-0.01832358718856364 mwebv:0.032874660382963966 t0:58914.933588991684 x0:0.00015449275763855093 x1:-0.02262330984275085 z:0.130338670557 
SN3: c:-0.07049847317721936 mwebv:0.013837832434471375 t0:58805.42591695419 x0:0.00040703678439426015 x1:-1.4032594120560842 z:0.0850995958355 
SN4: c:-0.07867885177109368 mwebv:0.0929255451404267 t0:58700.58620421008 x0:9.986942492399375e-05 x1:0.352696495591974 z:0.129163765764 
SN5: c:0.0895983574790451 mwebv:0.04346476905248074 t0:58921.13118582176 x0:0.00012504088988204472 x1:-0.6125818867482637 z:0.146792471011 
SN6: c:0.12593824484778748 mwebv:0.02058590741758349 t0:58586.58351254086 x0:0.00094023295900067 x1:0.4967402278644042 z:0.0833696105487 
SN7: c:-0.035538970354129784 mwebv:0.010361271023043649 t0:58933.64230412494 x0:0.0001310330932935814 x1:-0.20448825670119142 z:0.145281858407 
SN8: c:0.05322570225796808 mwebv:0.05955236369987691 t0:58701.24586614846 x0:0.00018408946969468258 x1:0.1604638443785955 z:0.133586073167 
SN9: c:0.027724034018963284 mwebv:0.10959656882455684 t0:58917.03326922039 x0:0.000246131113355686 x1:-0.40402166298393416 z:0.115869577564 
SN10: c:-0.05538352066491825 mwebv:0.6530347362327797 t0:58603.37897646861 x0:0.0005294444792817728 x1:-0.22147443726216665 z:0.0803880008234 
SN11: c:0.05719235460086214 mwebv:0.3758409771253578 t0:58824.1272860829 x0:0.000586737196269201 x1:0.4124759230766859 z:0.0804645674266 
SN12: c:-0.0216844409821233 mwebv:0.02902442436387787 t0:58922.32639772054 x0:0.00044958599592737894 x1:-1.2150379166969802 z:0.0993513639857 
SN13: c:0.12396677653960175 mwebv:0.1293375633240822 t0:58726.624883978904 x0:0.0003290227850546419 x1:0.19220617059870904 z:0.0866340898101 
SN14: c:0.025908765483644736 mwebv:0.4941085651331927 t0:58664.71789027788 x0:0.0003183787055105927 x1:-0.6295657161863035 z:0.128154441597 
SN15: c:-0.05492943654341609 mwebv:0.9944771814717882 t0:58707.72117709983 x0:0.0010325345957479044 x1:0.6809740424025601 z:0.0869414044184 
SN16: c:-0.06422233976452185 mwebv:0.20079216021658386 t0:58587.57811131283 x0:0.0002598055116447814 x1:0.9091133179300162 z:0.131741641994 
SN17: c:-0.0535999963430438 mwebv:0.02428070572223358 t0:58702.2938805358 x0:0.00038346368000449044 x1:-0.3292566364964338 z:0.102371343556 
SN18: c:0.06754177534818329 mwebv:0.008001970358493444 t0:58819.63991998753 x0:0.00019837450050965558 x1:-1.1437303934956355 z:0.133276003335 
SN19: c:0.0834217149969767 mwebv:0.034942702802609436 t0:58741.777741907645 x0:0.00016966064095755274 x1:0.5805499629209301 z:0.129171386866 
SN20: c:0.022712179728421766 mwebv:0.016566290077919942 t0:58795.81911112964 x0:0.0006167903208450993 x1:0.6799345720868057 z:0.0842327052354 
SN21: c:-0.0498312346324532 mwebv:0.15935027149578398 t0:58868.07461154132 x0:0.00013841882315062195 x1:1.6349447993665853 z:0.143698566427 
SN22: c:-0.07673533425784385 mwebv:0.07494790971624152 t0:58727.58799140556 x0:0.00017194146296229843 x1:-0.2734497627250967 z:0.14271685831 
SN23: c:-0.08617258612740519 mwebv:0.03982350809078451 t0:58717.4120442824 x0:0.0007102301243252596 x1:1.6204311258300645 z:0.089297166696 
SN24: c:-0.05395011797395366 mwebv:0.027528926577819864 t0:58813.710573291064 x0:0.0018691633649695282 x1:-0.5334096091708433 z:0.0495570108608 
SN25: c:0.17948281101422614 mwebv:0.10760394700973386 t0:58930.311337708394 x0:0.00018625899233096538 x1:1.2787952755841987 z:0.141734531397 
SN26: c:0.12516104378804194 mwebv:0.0240445407986333 t0:58880.83068608983 x0:0.0003351093690811282 x1:-0.4393055554476968 z:0.110346749305 
SN27: c:0.052213751614078596 mwebv:0.05162624614455229 t0:58608.453038505584 x0:0.002888603340441038 x1:0.8649548294465985 z:0.0452763583711 
SN28: c:0.02978189603264525 mwebv:0.026644865912979664 t0:58781.3865739744 x0:0.00016878212501858354 x1:-0.4963890045597177 z:0.14296288066 
SN29: c:-0.091791329052334 mwebv:0.31309111110533033 t0:58631.68557731228 x0:0.00023210174954739558 x1:0.6607429222114547 z:0.131063656979 
SN30: c:0.015594990911824702 mwebv:0.06206335353990626 t0:58842.11300510855 x0:0.00020225083636946867 x1:-0.06694568175705973 z:0.142531067642 
SN31: c:-0.0946151309608898 mwebv:0.061145905696596295 t0:58780.848440271526 x0:0.0007696036099520987 x1:-0.6462312155901024 z:0.0729045709701 
SN32: c:-0.003423766427780528 mwebv:0.03038221615544462 t0:58581.681257979864 x0:0.0016492871176972657 x1:-0.29325420018860626 z:0.0486269768877 
SN33: c:0.018751312412818688 mwebv:0.3732807794138831 t0:58885.60890975576 x0:0.0005603387464030894 x1:0.02513535312153703 z:0.0800016270467 
SN34: c:-0.047291125562701986 mwebv:0.08330515351973447 t0:58688.82216487561 x0:0.0004572524284362237 x1:1.2534637828621475 z:0.0875918458833 
SN35: c:0.009790511275617142 mwebv:0.04969704922832243 t0:58773.468390745635 x0:0.00014706408483424545 x1:-0.38031551664478513 z:0.147476459971 
SN36: c:-0.015162937190648762 mwebv:0.07296524072728054 t0:58835.51855954795 x0:0.0012812721374549005 x1:0.2594389687439316 z:0.0601720870712 
SN37: c:0.05517295510664155 mwebv:0.019699593891410034 t0:58879.38502410013 x0:0.0002755447497696025 x1:0.7175611908277051 z:0.112875786087 
SN38: c:0.08129288469785845 mwebv:0.01965181620524059 t0:58875.76214847778 x0:0.00027957145453144866 x1:0.9816277407587672 z:0.117214843248 
SN39: c:-0.04523964456123286 mwebv:0.29076075085191755 t0:58877.730522955506 x0:0.00014776128322831357 x1:0.9880864879080558 z:0.139904399836 
SN40: c:-0.09458899179271585 mwebv:2.32484338405743 t0:58699.86244839739 x0:0.00020283667632882353 x1:0.835661732546944 z:0.135761241012 
SN41: c:0.08804462897045529 mwebv:0.11349763159812006 t0:58685.74479771475 x0:0.00022692290190039205 x1:0.26314126394624227 z:0.135959964352 
SN42: c:0.08045833944415293 mwebv:0.02110337811459307 t0:58880.31513522325 x0:0.00021069125328227048 x1:0.8006528449835062 z:0.13989411511 
SN43: c:-0.0004667213331437381 mwebv:0.07290286829572681 t0:58780.71956497939 x0:0.0002847871202981608 x1:-0.2374606515082176 z:0.111179373662 
SN44: c:0.002638610177582379 mwebv:0.06362675497040893 t0:58647.94966331869 x0:0.00012761847812446067 x1:-0.5330864819000438 z:0.149883114968 
SN45: c:0.12479947478796483 mwebv:0.19558790379959318 t0:58810.79112649638 x0:0.0002262917933699991 x1:-0.46033033226296727 z:0.124826657537 
SN46: c:-0.07480338885512561 mwebv:0.0218299920586991 t0:58615.09460061016 x0:0.00021157532840000918 x1:-0.23269271198293584 z:0.123204573768 
SN47: c:-0.07735395549450619 mwebv:0.08538528496873325 t0:58755.95242721423 x0:0.0002300032735122362 x1:0.34396961246471536 z:0.112298516871 
SN48: c:0.0534688632485798 mwebv:0.023091763080100927 t0:58916.161434772446 x0:0.00024335504820728924 x1:0.17550436790708446 z:0.114959449916 
SN49: c:0.07979290882823786 mwebv:0.06425324957279593 t0:58873.64461398869 x0:0.00026397103943163233 x1:0.585637406765672 z:0.11787154265 
SN50: c:0.04189744709771137 mwebv:0.09146815775797111 t0:58729.56976077269 x0:0.0001987197593016961 x1:-0.22252899429583994 z:0.128010436609 
SN51: c:-0.05197056690930246 mwebv:0.05320761727500707 t0:58656.0083151881 x0:0.0009703148338176706 x1:0.005604154546629658 z:0.0726772570883 
SN52: c:-0.08277898185976884 mwebv:0.09383905100421618 t0:58587.16638219291 x0:0.0004360942457632115 x1:0.9437814837191132 z:0.0930456188366 
SN53: c:0.0285461406323666 mwebv:0.16227537295226285 t0:58589.09927475301 x0:0.00040255878388927024 x1:-0.49984559386821914 z:0.108255957048 
SN54: c:-0.083010731011814 mwebv:0.055304959110792876 t0:58610.689985755154 x0:0.00019675270041382345 x1:0.334088790327868 z:0.139298125482 
SN55: c:0.10907850977035816 mwebv:0.02082659878691234 t0:58899.78961884829 x0:0.00022007721353488704 x1:0.5914243647385904 z:0.12753814851 
SN56: c:0.040272214810939566 mwebv:0.11094558868049958 t0:58688.4530474918 x0:0.0034879455247959048 x1:-1.2041729841982163 z:0.031871564815 
SN57: c:-0.04399182156064363 mwebv:0.021510140553712757 t0:58770.107378143584 x0:0.00022061447127952823 x1:0.5801788894938009 z:0.105820070456 
SN58: c:-0.023520325152888155 mwebv:0.060402267708828006 t0:58887.43697861231 x0:0.00023416229830015427 x1:0.5876870311375741 z:0.145460179389 
SN59: c:-0.026458138516519902 mwebv:0.3713555904802208 t0:58932.73435375585 x0:0.0002628618837500175 x1:1.277744541921571 z:0.122541588265 
SN60: c:-0.040110856622916025 mwebv:0.5979119722875453 t0:58842.01626807895 x0:0.0009184542205196539 x1:0.1953912898371284 z:0.0718868890781 
SN61: c:-0.06505945528139767 mwebv:0.014368516835331253 t0:58713.547484182964 x0:0.00017158853354451908 x1:0.18169281966708573 z:0.135007894948 
SN62: c:0.1382107032550577 mwebv:0.012090292525445061 t0:58772.3796600048 x0:0.00033197411068152744 x1:0.13020174180297328 z:0.118049248765 
SN63: c:0.08481094289514868 mwebv:0.06217178557806888 t0:58768.01408700535 x0:0.00031281020186163397 x1:0.855815076692223 z:0.135581440545 
SN64: c:0.18076745524350812 mwebv:0.07026161081282097 t0:58825.68507513297 x0:0.00030730598327720896 x1:0.04944789437450048 z:0.104433303142 
SN65: c:0.21472947203822423 mwebv:0.054914302626701605 t0:58913.860412464324 x0:0.0009302448984092486 x1:0.5779950593824479 z:0.0569381271929 
SN66: c:0.10129715086767144 mwebv:0.04680781587249763 t0:58581.89701154911 x0:0.0012158483235037883 x1:-0.5666169668462846 z:0.0704651068872 
SN67: c:0.013933450084101295 mwebv:0.04898538767221184 t0:58913.68920765104 x0:0.0001728434300423026 x1:-0.9971034319965106 z:0.136637847953 
SN68: c:-0.09338800642720901 mwebv:0.11890379380997347 t0:58813.432639417966 x0:0.00019836636231168874 x1:0.0853489585624132 z:0.12816237395 
SN69: c:-0.09789252285753003 mwebv:0.013491138539546685 t0:58869.41594772235 x0:0.037416043917156916 x1:0.31531970939051135 z:0.010977981603 
SN70: c:-0.04017110528385315 mwebv:8.470730335818926 t0:58716.59849609285 x0:0.002813830631476543 x1:-0.17810907460013103 z:0.0394126913284 
SN71: c:-0.008393562327130955 mwebv:0.10830642226978925 t0:58930.54581184452 x0:0.0002126939370993746 x1:0.47797803447928455 z:0.142730235573 
SN72: c:-0.09272621371299472 mwebv:0.06197281832480511 t0:58903.14988103602 x0:0.0002324875954266806 x1:0.4310256995610944 z:0.137636449327 
SN73: c:0.07803162439680467 mwebv:0.026026806342253506 t0:58591.88127438415 x0:0.00015999508814773004 x1:-1.7603384799725723 z:0.144217119651 
SN74: c:-0.008008639063587175 mwebv:0.06978545962455746 t0:58668.66523020264 x0:0.00017939589057945586 x1:0.8149987438920263 z:0.138961852782 
SN75: c:-0.06508445471597835 mwebv:0.1093252021958387 t0:58889.09198207284 x0:0.0008365593714275702 x1:0.7773883368472125 z:0.0776421055167 
