@c -0.05820680848180704
@x1 1.2663686381883643
@mwebv 0.01365477997914151
@t0 58757.69535039647
@x0 0.0002675193666469393
@z 0.129211061274
time band flux fluxerr zp zpsys
58741.69535039647 kst 40.00554340287543 6.542026603151817 25.47 ab
58741.94535039647 kst 47.56774856164443 6.844161081366174 25.47 ab
58742.19535039647 kst 55.79659007144712 7.146256204992247 25.47 ab
58742.44535039647 kst 57.90265748978466 7.447050095574716 25.47 ab
58742.69535039647 kst 63.03286318196122 7.742654011215562 25.47 ab
58742.94535039647 kst 76.06663195420956 8.029744944607325 25.47 ab
58743.19535039647 kst 70.46047505187906 8.308323060575272 25.47 ab
58743.44535039647 kst 82.26291687682453 8.583224441898993 25.47 ab
58743.69535039647 kst 84.29464864841991 8.851804547401843 25.47 ab
58743.94535039647 kst 78.799065462361 9.111320370733592 25.47 ab
58744.19535039647 kst 85.21946497058745 9.359392624606647 25.47 ab
58744.44535039647 kst 78.63861980828602 9.597271273569799 25.47 ab
58744.69535039647 kst 111.47566579542269 9.827215963485296 25.47 ab
58744.94535039647 kst 102.06274222516795 10.05046860555672 25.47 ab
58745.19535039647 kst 105.86813102858389 10.268148250763346 25.47 ab
58745.44535039647 kst 99.4935994351848 10.480839292472893 25.47 ab
58745.69535039647 kst 124.46601598194152 10.688141688075804 25.47 ab
58745.94535039647 kst 111.88539795682937 10.890788827622405 25.47 ab
58746.19535039647 kst 118.78858219423955 11.089537831249473 25.47 ab
58746.44535039647 kst 121.62816683372898 11.285071188314348 25.47 ab
58746.69535039647 kst 139.28673365556506 11.477250426975749 25.47 ab
58746.94535039647 kst 136.93599445952307 11.666142516386822 25.47 ab
58747.19535039647 kst 158.75791774871502 11.852171064646832 25.47 ab
58747.44535039647 kst 139.0088600559134 12.035731229778053 25.47 ab
58747.69535039647 kst 150.21285012155118 12.21783077222528 25.47 ab
58747.94535039647 kst 163.28342775144944 12.3996261559429 25.47 ab
58748.19535039647 kst 134.96119145221212 12.57876432147957 25.47 ab
58748.44535039647 kst 177.7714458461832 12.752791642483006 25.47 ab
58748.69535039647 kst 151.18523829707416 12.919436681838812 25.47 ab
58748.94535039647 kst 168.28932332991047 13.080375282189944 25.47 ab
58749.19535039647 kst 145.75724629029546 13.236484636767354 25.47 ab
58749.44535039647 kst 170.2057863645053 13.386556955675138 25.47 ab
58749.69535039647 kst 173.65214357893817 13.529430926300202 25.47 ab
58749.94535039647 kst 191.59754414465996 13.664510248611192 25.47 ab
58750.19535039647 kst 177.66283741697907 13.793132833815369 25.47 ab
58750.44535039647 kst 198.9987023444044 13.915311309841831 25.47 ab
58750.69535039647 kst 199.0881621025039 14.030876599117612 25.47 ab
58750.94535039647 kst 186.68180192716366 14.139662283160604 25.47 ab
58751.19535039647 kst 197.97559579096173 14.2421801938066 25.47 ab
58751.44535039647 kst 221.55157735534166 14.338597074981271 25.47 ab
58751.69535039647 kst 215.66544751096802 14.428563032011743 25.47 ab
58751.94535039647 kst 199.85476351167543 14.511728546681432 25.47 ab
58752.19535039647 kst 200.58802826417786 14.58770658277162 25.47 ab
58752.44535039647 kst 238.78474167196197 14.656501013042618 25.47 ab
58752.69535039647 kst 205.62271433046192 14.718920317753044 25.47 ab
58752.94535039647 kst 212.84291716349094 14.775803604629122 25.47 ab
58753.19535039647 kst 205.36633295341827 14.827961545123976 25.47 ab
58753.44535039647 kst 212.27049109397083 14.8742481114871 25.47 ab
58753.69535039647 kst 187.88029160983643 14.914703796827219 25.47 ab
58753.94535039647 kst 224.48327083817185 14.951162707600101 25.47 ab
58754.19535039647 kst 228.8560204531873 14.985436700297079 25.47 ab
58754.44535039647 kst 225.8597609173807 15.018894693610852 25.47 ab
58754.69535039647 kst 229.64774918638705 15.050454493147457 25.47 ab
58754.94535039647 kst 216.32689794280924 15.079758861733794 25.47 ab
58755.19535039647 kst 240.27426734348995 15.106669218899276 25.47 ab
58755.44535039647 kst 210.108459364307 15.13104711940712 25.47 ab
58755.69535039647 kst 236.7023757608176 15.152984674817015 25.47 ab
58755.94535039647 kst 228.48896350070063 15.17255648289438 25.47 ab
58756.19535039647 kst 225.41536125182898 15.18963923277553 25.47 ab
58756.44535039647 kst 234.1447250115617 15.204108984712404 25.47 ab
58756.69535039647 kst 239.0735736262708 15.215869976914263 25.47 ab
58756.94535039647 kst 238.9112759456736 15.225011098275655 25.47 ab
58757.19535039647 kst 216.55374062010398 15.23156060617507 25.47 ab
58757.44535039647 kst 228.64287933263515 15.235525331136593 25.47 ab
58757.69535039647 kst 210.36576850968095 15.23691077881008 25.47 ab
