+------------------------------------------------------------------------------------------------------------+
|                                              both_good_seeing                                              |
|    SN   |      c-diff      |      t0-diff       |      x0-diff       |      x1-diff      |      z-diff     |
|    1    |  0.013554136505  | -0.00395910000225  | -0.00044324344207  |  -0.003126530818  |       0.0       |
|    2    |  0.301206029578  |     -9.0246187     |  0.0300474241365   |   3.32100645595   |       0.0       |
|    3    |  0.664072358418  |  -0.0293821999949  |  -0.402764803132   |   -0.02234016605  |       0.0       |
|  error4 |  0.536822552388  |   57920.3598317    |  0.00560512218688  |   -1.65865873822  | 0.0265195149412 |
|    5    |  0.052704459215  |   0.951473599998   | -0.00728970042685  |   2.06350840338   |       0.0       |
|  error6 | -0.210441793424  |   57822.8276146    |  0.00229578602795  |   4.38495643276   | 0.0410007693709 |
|    7    |  -7.89025943031  |     1.0950469      |  0.00328820208605  |    1.5550081997   |       0.0       |
|    8    |  0.064294509138  |  0.0402714000011   | -0.000228986832688 |   0.03170566923   |       0.0       |
|    9    |  0.022047588118  |  0.00080120000348  | -3.7883767644e-05  |  -0.041075605612  |       0.0       |
| error10 | -0.0989109224847 |   57768.7184869    |  0.00171826000686  |   4.20860241917   | 0.0471807406517 |
|    11   |  0.169727947741  |  0.0121978000025   | -0.00605842793617  |   0.02279024488   |       0.0       |
| error12 | -0.108508166537  |   58088.2411881    | 0.000494812433382  |   2.45217503985   | 0.0855431319052 |
|    13   |  0.053019299253  |  0.00651769999968  | -0.00040239335151  |   0.07653825964   |       0.0       |
|    14   |  0.151065416298  | -0.00816309999936  | -0.000579997381391 |  -0.041903325294  |       0.0       |
|    15   | 0.0599341215195  |  0.0118560999981   | -8.5346654285e-05  |   -0.01504089274  |       0.0       |
|    16   |  0.28452986037   |  0.0215477999955   | -0.000710083129429 |   -0.01048165269  |       0.0       |
|    17   | 0.0987781443835  |  0.00301949999994  |  -0.324032311901   |  -0.000385594988  |       0.0       |
|    18   |  0.099671790844  |  0.0192217000003   | -0.00303162892678  |   0.008143066768  |       0.0       |
|    19   |  0.132922295428  |  -0.0509707000019  | -0.00337204375024  |   -0.02545206871  |       0.0       |
|    20   |  0.597386063494  |  0.0574539000008   | -0.00351697902321  |    0.2329067195   |       0.0       |
|    21   | 0.0304190031052  |  0.0136315999989   | -4.7073867019e-05  |   0.02341894581   |       0.0       |
| error22 | -0.0232333429228 |   57938.9434236    | 0.000579313558256  |   -3.56485636792  | 0.0794021624207 |
|    23   |  0.026998722599  |  -0.0520318000054  | -2.7154279758e-05  |   -0.03991363131  |       0.0       |
|    24   | 0.0800874535323  |  -0.038083499996   | -0.000152397933375 |    0.0007887196   |       0.0       |
| error25 |  0.128670510063  |    57938.021023    | 0.000401737660382  |   -1.27299845443  | 0.0943510120952 |
|    26   |  0.013823799095  |  0.0154910999991   | -0.00041158504572  |   0.024440553216  |       0.0       |
| error27 | 0.0659828170563  |   57986.3381716    |  0.00219006909787  |   4.45935337681   | 0.0419497169177 |
|    28   |  -1.52716422074  |     -4.4469966     |  0.00198751379184  |   3.08851589437   |       0.0       |
|    29   |  0.009777909098  | 0.000481199997012  | -4.5433064527e-05  |   0.05541790645   |       0.0       |
|    30   |  0.040480138556  |  0.00981399999728  |  -0.0024858789919  |   0.00291751276   |       0.0       |
|    31   |  0.038385582792  |  0.00195109999913  |  -0.0043484118372  |   0.00146226356   |       0.0       |
| error32 |  0.118622402905  |   57992.5308718    | 0.000428978782513  |   3.07784583767   | 0.0914895014132 |
|    33   |  0.036411946331  |  0.00408510000125  | -0.00026132370378  |  -0.001044299425  |       0.0       |
|    34   |  0.064225682434  |  0.0644001999972   | -0.000318603015209 |   0.03430986783   |       0.0       |
|    35   |  0.033365452967  |  0.00218440000026  | -0.00099560608391  |   -0.00518489287  |       0.0       |
|    36   | 0.0724751267019  |  0.00199069999508  | -0.00314946807834  |   0.02798346161   |       0.0       |
|    37   |  0.14212716644   |  0.00218529999984  |  -0.292781433855   | 9.24769499999e-05 |       0.0       |
| error38 |  0.113971795905  |   57981.2485499    |  0.00151375954592  |   4.67353102597   | 0.0501585497105 |
|    39   |  -22.2249316703  |   0.438021599999   | 0.000762646184248  |   2.79376169464   |       0.0       |
|    40   | 0.0255737068541  |  0.0452088999955   | -0.000198163063418 |   0.06533630701   |       0.0       |
|    41   |  1.57037104261   |  0.0204487999945   |   -2.18150129852   |   -0.0370299544   |       0.0       |
|    42   |  0.629740857526  |  0.0564730999977   | -0.00544733620667  |   0.21426558866   |       0.0       |
| error43 |  0.411323828557  |   58019.2226278    | 0.000694060973698  |   3.72184401686   | 0.0728786671264 |
| error44 | -0.042973949351  |    57947.542822    |  0.00629211017168  |   -4.48686686785  | 0.0250568991156 |
|    45   | 0.0082825774439  |  -0.0355569000021  |  -8.887894781e-05  |   -0.00506335773  |       0.0       |
|    46   |  0.098619624094  |  -0.0142489999998  | -0.00303003461158  |   -0.0408652914   |       0.0       |
| error47 | -0.132486415025  |   57832.7410643    |  0.00599918480091  |   -2.52042668318  | 0.0256501399062 |
| error48 | 0.0564393998363  |   58054.3841671    | 0.000441906494773  |   2.79471515629   | 0.0902216168088 |
|    49   |  -48.0045864701  |  -0.0286177999951  | 0.000404218017154  |  -0.813608178593  |       0.0       |
|    50   |  0.099174350584  |  0.0159931000017   | -0.000403155966567 |   -0.00213162843  |       0.0       |
|    51   |  0.041671614161  |  0.0165068999995   | -0.00049217544226  |   0.07970977205   |       0.0       |
|    52   |  -23.8787268992  |   0.113469999997   | 0.000809479193317  |   2.33499627584   |       0.0       |
|    53   |  0.111913161393  |  0.0148341000022   | -0.00118126741939  |   0.00026978063   |       0.0       |
| error54 |  0.474171416521  |   58034.4457459    | 0.000398513873603  |   4.79777648867   | 0.0947081774546 |
|    55   |  0.112771601582  |  0.0297617999968   | -0.000207768624483 |   -0.02717963873  |       0.0       |
|    56   |  0.015328533278  |  -0.0250735000009  |  -0.012024411032   |   0.01001082255   |       0.0       |
|    57   |  0.167930511421  |  -0.016861600001   |  -0.0016351668289  |   -0.0031678824   |       0.0       |
|    58   |  -11.048885803   |   1.73165160001    |  0.00243947059208  |   2.27301522475   |       0.0       |
|    59   | 0.0049121695164  |  -0.0043738999957  | -0.00023356917472  |   0.00107180609   |       0.0       |
|    60   |  -2.84032995656  |   0.306711500001   |  0.0099627674473   |   0.27409754503   |       0.0       |
|    61   |  0.261433426052  |  -0.0267289000039  | -0.00102834266523  |  -0.027341708974  |       0.0       |
|    62   |  0.143798109245  |  0.0108761999945   | -0.00125704049055  |   0.01798254008   |       0.0       |
|    63   |  0.092569036213  |  0.00345650000236  | -0.00058336014539  |   0.00157882918   |       0.0       |
|    64   |  1.38065408125   |  0.0372203000006   |  -0.0721448111226  |   -0.02976170823  |       0.0       |
|    65   |  0.042615205349  |  -0.178092199996   | -5.5100081237e-05  |  -0.135716727511  |       0.0       |
|    66   |  0.476620510952  |  -0.0152966999958  | -0.00669763909038  |   -0.02491240894  |       0.0       |
|    67   |  0.020358345588  |  -0.0301534000027  | -0.00010059591586  |  -0.002609613037  |       0.0       |
|    68   |  0.046024332341  | -0.00703310000245  |  -0.001498145226   |   0.10722186388   |       0.0       |
|    69   |  0.039176421745  |  -0.0206571000017  |  -0.0002436903596  |   0.04239251002   |       0.0       |
|    70   |  0.235290426471  |  0.0813772999973   | -0.00174445012115  |    0.0259738322   |       0.0       |
|    71   | -0.778989112242  |     32.4128324     |  0.00432313452071  |   247.116772561   |       0.0       |
|    72   |  0.388068797688  |  0.0266392999984   |  -0.0070788300585  |   0.00481275815   |       0.0       |
|    73   |  0.038980804501  |  -0.0138185000033  | -0.00037493511205  |  -0.015580501488  |       0.0       |
|    74   |  0.064414979132  |  0.00350400000025  |  -0.0037680279661  |   0.00788287435   |       0.0       |
|    75   |  0.356969690156  |  -0.038100400001   | -0.00110358646894  |   -0.02225079144  |       0.0       |
|    76   |  0.104933235986  |  0.00414110000565  | -0.00109279799671  |   0.00152856237   |       0.0       |
|    77   | -0.007622679572  |  0.0139735999983   |  -8.063291702e-05  |    0.0217041452   |       0.0       |
|    78   |  0.344780106274  | -0.00616880000598  |  -0.0508349964633  |   0.03604387029   |       0.0       |
| error79 | -0.381221185134  |   58064.9348029    |  0.00195876312979  |   2.39512738956   |  0.04428238308  |
|    80   |  0.026639833372  |  0.00289920000068  |  -0.0056099466071  |    0.009746612    |       0.0       |
|    81   |  0.123953018051  | -0.00434359999781  |  -0.078064740689   |   0.00018522896   |       0.0       |
|    82   |  -34.2223437033  |     1.8507883      | 0.000599016257024  |   6.66298263336   |       0.0       |
|    83   |  0.281210948961  |  -0.014694599995   |  -0.128662677551   |  -0.010089244344  |       0.0       |
|    84   |  0.064744686327  | -0.00482240000565  |  -0.0028545568806  |   -0.0029278801   |       0.0       |
|    85   |  0.154309168891  | -0.00693219999812  | -0.000560929117105 |   0.00855980227   |       0.0       |
|    86   |  0.43570662681   | -0.00630359999923  | -0.00208193929288  |   0.002681732147  |       0.0       |
| error87 |  0.138936497155  |   57885.2336368    |  0.0018606644657   |   3.13544667849   | 0.0453979631361 |
|    88   | 0.0249475570002  | -0.00832329999685  | -0.00015051583533  | 0.000892700700001 |       0.0       |
|    89   |  0.357862834887  |  0.0191568000009   | -0.00324238159255  |   -0.00562459265  |       0.0       |
| error90 | -0.0474747341328 |   58038.7356413    | 0.000884319821003  |  -0.873258110313  | 0.0649315690205 |
|    91   |  0.252379593019  |  -0.0332703999957  | -0.00119323033716  |  -0.121174784903  |       0.0       |
|    92   | 0.0381827423201  |   0.024602000005   | -0.00037508999816  |   0.01131032305   |       0.0       |
|    93   |  0.018511646752  |  0.00942070000019  | -9.4875963117e-05  |   -0.01194914089  |       0.0       |
|    94   |  0.03305110676   | -0.00785979999637  |  -0.001502851531   |   -0.01029526017  |       0.0       |
|    95   |  0.075625341312  |  -0.0153998000023  | -0.00037982926189  |   0.00990185861   |       0.0       |
|    96   |  0.221595002969  |  0.0104531000034   | -0.000586973200321 |   0.04717762758   |       0.0       |
|    97   |  0.359594235701  | -0.00301130000298  |  -0.675769171483   |  -0.013040546403  |       0.0       |
|    98   |  0.363963712812  | -0.000107899999421 | -0.00407010818739  |   0.030878817473  |       0.0       |
|    99   |  0.329997516683  |  0.0469966999954   | -0.00131125841127  |   0.060251457039  |       0.0       |
|   100   |  0.093074123981  | -0.00176310000097  |  -0.0180918212695  |   -0.00713082683  |       0.0       |
