@c -0.09946277929929792
@x1 -0.1350232588978395
@mwebv 0.08942664646239645
@t0 58840.27203891244
@x0 0.0002363433897277395
@z 0.126985091839
time band flux fluxerr zp zpsys
58823.27203891244 kst 8.394916755758295 3.2318776122438533 25.47 ab
58823.52203891244 kst 6.670517273868824 3.4863505946579 25.47 ab
58823.77203891244 kst 13.077339644797323 3.7434188626973346 25.47 ab
58824.02203891244 kst 12.099607861240488 4.0005297207343755 25.47 ab
58824.27203891244 kst 22.188168380156203 4.255134147866245 25.47 ab
58824.52203891244 kst 11.988332620387663 4.505304671014507 25.47 ab
58824.77203891244 kst 22.813274155549834 4.753808183107863 25.47 ab
58825.02203891244 kst 22.861656712068804 5.001196939898699 25.47 ab
58825.27203891244 kst 24.514855277486873 5.245234141491245 25.47 ab
58825.52203891244 kst 38.31421487189175 5.484076822475864 25.47 ab
58825.77203891244 kst 32.55620860982272 5.7172675017324845 25.47 ab
58826.02203891244 kst 52.10673075674047 5.947808398953467 25.47 ab
58826.27203891244 kst 28.148846393275143 6.174827045936408 25.47 ab
58826.52203891244 kst 36.48316951514887 6.3971600278583285 25.47 ab
58826.77203891244 kst 38.61997671695784 6.613799056379997 25.47 ab
58827.02203891244 kst 41.36489421584387 6.825125439481281 25.47 ab
58827.27203891244 kst 54.98185718647972 7.032422813894713 25.47 ab
58827.52203891244 kst 49.051190838799634 7.236470770837078 25.47 ab
58827.77203891244 kst 49.335291483040585 7.437958333362824 25.47 ab
58828.02203891244 kst 57.182947717647075 7.6372732519489395 25.47 ab
58828.27203891244 kst 67.97581845845133 7.834058553608112 25.47 ab
58828.52203891244 kst 68.87341742755306 8.028836768296618 25.47 ab
58828.77203891244 kst 74.11988833130862 8.222184010645817 25.47 ab
58829.02203891244 kst 60.81455768009488 8.414619056295841 25.47 ab
58829.27203891244 kst 79.70574531873622 8.605984726422749 25.47 ab
58829.52203891244 kst 67.89449962324696 8.796211734203403 25.47 ab
58829.77203891244 kst 86.32322046061705 8.985650360553526 25.47 ab
58830.02203891244 kst 84.40577929050292 9.174621679063744 25.47 ab
58830.27203891244 kst 62.02165108237609 9.364174351608627 25.47 ab
58830.52203891244 kst 105.5736554684079 9.556239143719983 25.47 ab
58830.77203891244 kst 111.53076760873724 9.747487062170155 25.47 ab
58831.02203891244 kst 105.49811897961852 9.934326144135511 25.47 ab
58831.27203891244 kst 106.65540929144481 10.11344265827622 25.47 ab
58831.52203891244 kst 109.89339594371977 10.286587044862717 25.47 ab
58831.77203891244 kst 106.27985592362484 10.455484186858948 25.47 ab
58832.02203891244 kst 101.95836234502684 10.618517699043963 25.47 ab
58832.27203891244 kst 125.3625562382295 10.774160975853416 25.47 ab
58832.52203891244 kst 117.90964366240343 10.921482968883973 25.47 ab
58832.77203891244 kst 123.22987810195059 11.062147502457277 25.47 ab
58833.02203891244 kst 136.89582219421067 11.196391638109496 25.47 ab
58833.27203891244 kst 148.75985876472876 11.324154720128302 25.47 ab
58833.52203891244 kst 116.51050146425956 11.445369074801125 25.47 ab
58833.77203891244 kst 124.785551884966 11.560509993657877 25.47 ab
58834.02203891244 kst 137.10683465988203 11.669834663980193 25.47 ab
58834.27203891244 kst 131.18698098272873 11.773088910337806 25.47 ab
58834.52203891244 kst 144.5295382568847 11.870018342467526 25.47 ab
58834.77203891244 kst 149.70636064953345 11.960395322463476 25.47 ab
58835.02203891244 kst 126.77803708348847 12.044412440151026 25.47 ab
58835.27203891244 kst 152.77872983682076 12.122564257569122 25.47 ab
58835.52203891244 kst 138.94554112845557 12.195330682241702 25.47 ab
58835.77203891244 kst 159.17232908879998 12.2631716390171 25.47 ab
58836.02203891244 kst 131.60038053577654 12.325543385504274 25.47 ab
58836.27203891244 kst 153.01622496541597 12.382476407958992 25.47 ab
58836.52203891244 kst 162.15061363145202 12.435065117318835 25.47 ab
58836.77203891244 kst 171.44646491456734 12.484380091525233 25.47 ab
58837.02203891244 kst 176.1568746947442 12.531282506644178 25.47 ab
58837.27203891244 kst 142.5500528623569 12.575294741438361 25.47 ab
58837.52203891244 kst 139.20884567027966 12.616101451397345 25.47 ab
58837.77203891244 kst 179.10768016273892 12.653497221538355 25.47 ab
58838.02203891244 kst 154.01868770402163 12.68727649434861 25.47 ab
58838.27203891244 kst 161.56633030974083 12.717566329587818 25.47 ab
58838.52203891244 kst 150.33482918860315 12.744504345733304 25.47 ab
58838.77203891244 kst 178.02502942593588 12.767928986060612 25.47 ab
58839.02203891244 kst 163.9731006405133 12.787677068477642 25.47 ab
58839.27203891244 kst 172.99855233970408 12.803564790719493 25.47 ab
58839.52203891244 kst 167.68347036961032 12.815513054196142 25.47 ab
58839.77203891244 kst 155.8728186750676 12.823830472553222 25.47 ab
58840.02203891244 kst 159.33421764654247 12.828859858572747 25.47 ab
58840.27203891244 kst 171.42535057276132 12.830940774932444 25.47 ab
58840.52203891244 kst 189.6517680135508 12.829910852442882 25.47 ab
58840.77203891244 kst 176.85130016087098 12.825599844587819 25.47 ab
58841.02203891244 kst 157.0737382220755 12.818332004721084 25.47 ab
58841.27203891244 kst 175.61743356589707 12.808430116481228 25.47 ab
58841.52203891244 kst 160.16844527433454 12.796129589411454 25.47 ab
58841.77203891244 kst 161.5455825206212 12.78113975950143 25.47 ab
58842.02203891244 kst 155.36465066299323 12.763493551382203 25.47 ab
58842.27203891244 kst 174.0879190072442 12.743306333359925 25.47 ab
58842.52203891244 kst 184.61457116504343 12.720692636211902 25.47 ab
58842.77203891244 kst 155.11998717386626 12.695562120350402 25.47 ab
58843.02203891244 kst 160.89859872640568 12.667831663633287 25.47 ab
58843.27203891244 kst 140.49331679238497 12.63764618387145 25.47 ab
58843.52203891244 kst 162.75433233177768 12.605150549477626 25.47 ab
58843.77203891244 kst 153.18604552357374 12.570453744776735 25.47 ab
58844.02203891244 kst 167.10706161170592 12.53341535322485 25.47 ab
58844.27203891244 kst 173.8613717985794 12.494011930312405 25.47 ab
58844.52203891244 kst 167.66977635425792 12.452256540488731 25.47 ab
58844.77203891244 kst 145.8188219509984 12.408161081646343 25.47 ab
58845.02203891244 kst 142.92474358200417 12.361630162923097 25.47 ab
58845.27203891244 kst 132.03418827507795 12.312616763706709 25.47 ab
58845.52203891244 kst 164.8915891078438 12.261228635609996 25.47 ab
