+-----------------------------------------------------------------------------------+
|                               sm_good_seeing_nofails                              |
+-----+-------------------+------------------+-------------------+------------------+
|  SN |      c-error      |     t0-error     |      x0-error     |     x1-error     |
|  34 |  0.00420985028382 | 0.0549874960368  | 0.000194158535156 |  0.118152182557  |
|  35 |  0.00711719635635 | 0.0683812877178  | 9.65345554044e-05 | 0.0657847803798  |
|  36 |   0.111281911254  |  1.16747781672   | 0.000871709557306 |  0.822290838974  |
|  37 |  0.0368806363833  |  0.420331752272  | 0.000150442904985 |  0.436576916225  |
|  38 |  0.0674307929535  |  0.218322340704  | 0.000106006316054 |  0.335873782462  |
|  39 |  0.0246204216613  | 0.0951678063324  | 8.78119790016e-05 |  0.246858194418  |
|  40 |   0.153407314318  |  0.955027673966  | 0.000103100363805 |  1.10471252355   |
|  41 |  0.0766123847423  |   0.7192407723   | 5.20136006956e-05 |  1.53571927649   |
|  42 |  0.0195732182257  |  0.144965059227  | 0.000105303096672 |  0.190800555229  |
|  43 |  0.0216412211725  |  0.146199584178  | 0.000369891060357 |  0.218927698715  |
|  44 |  0.00718314625717 | 0.0707672427877  | 0.000148518559208 | 0.0973250979729  |
|  45 |   0.155450278829  |  1.52791451537   | 5.12623304558e-05 |   1.822459181    |
|  46 |   0.105355599619  |  0.677580747263  |  8.5988348863e-05 |  0.674810323859  |
|  47 |  0.0319855219889  |  0.646715755739  | 0.000179453501753 |  0.390142934161  |
|  48 |  0.0918944244188  |  0.998528021683  | 8.97155381362e-05 |   1.1574245548   |
|  49 |  0.0389095410459  |  0.620874743039  | 6.50008661864e-05 |  0.530309646435  |
|  50 |  0.0659027182658  |  0.504065454387  |  0.0692447289613  |  0.67928289962   |
|  51 |  0.0465830939834  |  0.495684963072  | 9.58383616139e-05 |  0.562498566834  |
|  52 |  0.0234965429289  |  0.13345724294   |  0.0064065297504  |  0.358061147788  |
|  53 |  0.0497131129962  |  0.179684988209  | 0.000137083452938 |  0.53682955838   |
|  54 |   0.121356803661  |  2.09530859765   | 8.08156820054e-05 |  1.70543601766   |
|  55 |  0.00327073199266 | 0.0632180091003  | 0.000186992672431 | 0.0640167513363  |
|  56 |  0.0585781814149  |  1.03529589912   | 6.95822414346e-05 |  0.926687688276  |
|  57 |  0.0590221159213  |  0.522188956989  | 5.59284273332e-05 |  0.474593288137  |
|  58 |  0.0306653695845  |  0.155006411015  |  0.0010890956007  |  0.148090996102  |
|  59 |   0.10905980746   |  3.66947565926   | 9.76526498482e-05 |   2.759270055    |
|  60 |   0.147687753165  |  2.03345033579   |  0.00790250612072 |  1.13143433628   |
|  61 |  0.0149457922048  |  0.112418486624  | 6.65600298692e-05 |  0.142208518441  |
|  62 |   0.024072428307  |  0.183701045782  | 0.000133069373377 |  0.327783694476  |
|  63 |  0.0901360860679  |  1.03756646768   | 9.84343506017e-05 |  0.918915424107  |
|  64 |  0.0951751176551  |  0.67580473647   | 7.80501220812e-05 |  0.639852086876  |
|  65 |  0.0137756015877  |  0.190308602043  |  0.00975426789011 |  0.374583507149  |
|  66 |   0.124791553476  |  2.12046403729   | 0.000117022303909 |  3.22892822838   |
|  67 |  0.0280121157487  |  0.378272139395  | 0.000105387854136 |  0.304745687835  |
|  68 |   0.155262863875  |  2.87629092424   | 0.000218515613316 |  4.48231106384   |
|  69 |  0.0784922311098  |  0.777001617757  | 8.29785122315e-05 |  0.743171482771  |
|  70 |  0.0774729333591  |  0.496717481855  | 8.02552654425e-05 |  0.84174199478   |
|  71 |  0.0219549670157  |  0.280373709852  | 0.000105072572061 |  0.298014792901  |
|  72 |  0.00281119612776 | 0.0194279245051  | 0.000205783581047 | 0.0237338498917  |
|  73 |  0.0219039450768  |  0.35233479009   | 0.000186185315568 |  0.402916261786  |
|  74 |  0.00117432259468 | 0.00883332786434 | 0.000772845463824 | 0.00815675750415 |
|  75 |  0.0129151715753  | 0.0993574577722  |  0.00013143840585 |  0.119675849437  |
|  76 |  0.00893230891311 | 0.0991294433528  | 8.18904737412e-05 |  0.236407878925  |
|  77 |   0.101775927628  |  9.66825973523   | 0.000276143369327 |  2.47778512434   |
|  78 |  0.0943324366417  |  2.44852986198   | 8.83861663326e-05 |  1.35861477476   |
|  79 |  0.0480809695523  |  0.250021355122  | 0.000142816612923 |  0.484061086784  |
|  80 |   0.13342633859   |  1.32773043313   | 7.73859581716e-05 |  1.49442521893   |
|  81 |  0.0648542696324  |  0.504155516865  | 5.56926833801e-05 |  0.724427190514  |
|  82 |  0.0329690878992  |  0.256164078441  | 0.000128102103987 |  0.329308838613  |
|  83 |  0.00666709461776 |  0.188522758536  | 6.32052820895e-05 |  0.163396949402  |
|  84 |  0.00935446692207 | 0.0850453644479  | 0.000183323729402 |  0.131565574568  |
|  85 |  0.0202798734295  |  0.430236100477  | 7.47157000125e-05 |  0.457548292554  |
|  86 |  0.0539909115615  |  0.175809964534  | 0.000222269014058 |  0.336862254625  |
|  87 |  0.0794544000078  |  0.890814139522  | 6.93388063095e-05 |  0.964824309978  |
|  88 |  0.0895415987556  |  1.09534284886   | 6.85645642795e-05 |  1.53203274729   |
|  89 |   0.144607955961  |  5.84032895972   |  0.0189475715522  |  1.24527580138   |
|  90 |  0.0208484151951  |  0.205648913063  | 0.000163374418677 |  0.205908765057  |
|  91 |   0.026971584506  |  0.240543270817  | 0.000286625109152 |  0.323991797829  |
|  92 |  0.00265929324934 | 0.0403609217257  | 0.000240100769953 | 0.0311936445427  |
|  93 |  0.0099471856448  |  0.165675736741  | 9.61080947396e-05 |  0.155087425115  |
|  94 |  0.0252469866383  |  0.236809256139  | 0.000113172178137 |  0.266451932225  |
|  95 | 0.000773208786763 | 0.00805642605828 | 0.000207475011121 | 0.0127460677932  |
|  96 |  0.0466427950296  |  0.339345847754  | 0.000181817535014 |  0.363104237369  |
|  97 |  0.0118745704983  |  0.175831207104  | 0.000305681657368 |  0.171328028534  |
|  98 |   0.101916606558  |  0.766837993325  | 0.000170885899149 |  1.00133510629   |
|  99 |   0.306596503346  |  0.929208855615  |    15942133.955   | 0.0308448063099  |
| 100 |   0.195571603891  |  3.70719327235   |  0.00386784950816 |  5.42834800737   |
+-----+-------------------+------------------+-------------------+------------------+
