SN1: c:0.006537456331244212 mwebv:0.03030455100765922 t0:58790.22125972643 x0:0.00038487273733729335 x1:0.13608862594612348 z:0.11119722031089718 
SN2: c:0.002579989363809316 mwebv:0.1540532972708964 t0:58840.21267409809 x0:0.00046852898084840424 x1:0.07271717684619088 z:0.11726643259507409 
SN3: c:-0.029003757820631495 mwebv:0.07397954727731837 t0:58711.066575892364 x0:0.00020499872446085835 x1:0.16169190264067346 z:0.13670943951304118 
SN4: c:-0.027067631956167265 mwebv:0.024837666501070603 t0:58606.23498917941 x0:0.0001330395623235504 x1:0.10702555329165604 z:0.14435284145509736 
SN5: c:0.06834688207290358 mwebv:0.06242715442296304 t0:58830.86261036662 x0:0.0015176210823703497 x1:0.16125307482644546 z:0.050636966653675286 
SN6: c:-0.09872783947086106 mwebv:0.07371946654899922 t0:58817.34923005696 x0:0.0018660416211532748 x1:0.6403631125691766 z:0.045681013614170145 
SN7: c:-0.007100826032876306 mwebv:0.14307844848918955 t0:58837.58092114542 x0:0.0004017019389961047 x1:-0.15157413871094771 z:0.14157155817853798 
SN8: c:-0.008963951166707174 mwebv:0.04176816071943696 t0:58821.62857329663 x0:0.000528569208562504 x1:-0.000943830489271483 z:0.14749149315863527 
SN9: c:-0.05669163781287026 mwebv:0.040835103168683266 t0:58785.098572322575 x0:0.0005013682261555377 x1:0.11371189568238142 z:0.07209402038880541 
SN10: c:0.03836934294233832 mwebv:0.006618671143745451 t0:58915.01620086241 x0:0.00043038003447427284 x1:0.4366739370801525 z:0.11250662518359247 
SN11: c:0.026577359420802964 mwebv:0.04234158223912628 t0:58722.167167421845 x0:0.00020825019828511025 x1:-0.43604667217223886 z:0.14115946209955493 
SN12: c:-0.0914361376753324 mwebv:0.0553554050347752 t0:58665.45225850076 x0:0.0003410760101719061 x1:0.9069126938855323 z:0.10935091048636769 
SN13: c:-0.04794188508195628 mwebv:0.1395361700153076 t0:58858.04263301462 x0:0.0002664508775143447 x1:0.27476150215035855 z:0.12446251776610089 
SN14: c:-0.06056241576019663 mwebv:0.048479749593185045 t0:58611.39554997184 x0:0.00030018676531370323 x1:0.28560787815782845 z:0.12340461565516739 
SN15: c:-0.032748737382110676 mwebv:0.060212113322954196 t0:58869.181664701435 x0:0.0007219101021254617 x1:0.2693729231125338 z:0.07898259021631979 
SN16: c:0.0032096660572375484 mwebv:0.02430077136031359 t0:58657.24470123768 x0:0.0002818847279999582 x1:0.3591553371916506 z:0.09288174041597262 
SN17: c:0.03710980646379425 mwebv:0.10623176273222314 t0:58787.81837061303 x0:0.003133736867288702 x1:-0.9371903290878713 z:0.11694406419877085 
