time flux flux_err zp zpsys filter
-2451570.51011 -38.237435000000005 0.2067309879679716 25.47 ab kst
-2451570.489676 6.211264000000483 0.03337972465839284 25.47 ab kst
-2451570.469243 2.0438340000000608 0.010985394857251703 25.47 ab kst
-2451570.448809 21.746468000000277 0.11655598766011988 25.47 ab kst
-2451570.428375 31.15595999999914 0.16678307553578722 25.47 ab kst
-2451570.387508 8.72105400000055 0.04678260443860732 25.47 ab kst
-2451570.367075 -46.47458600000027 0.25113174099748486 25.47 ab kst
-2451570.346641 -85.245723 0.4630086536809208 25.47 ab kst
-2451570.326208 9.830456999999114 0.05270183022883583 25.47 ab kst
-2451570.305774 -40.834475999999995 0.22029300401419288 25.47 ab kst
-2451570.28534 17.094234000000142 0.09152282672229552 25.47 ab kst
-2451570.244473 17.367754000000787 0.09252662516584109 25.47 ab kst
-2451570.224039 5.467434999999568 0.02907365670356531 25.47 ab kst
-2451570.203606 -24.41995499999939 0.1303168423251719 25.47 ab kst
-2451570.183172 2.310409000000618 0.012285104341314815 25.47 ab kst
-2451570.162739 18.12710699999934 0.0961863082843332 25.47 ab kst
-2451570.142305 -40.84285 0.21827266795157385 25.47 ab kst
-2451570.121871 -26.519656000000396 0.1414385527134911 25.47 ab kst
-2451570.081004 56.80241599999954 0.29958178957833587 25.47 ab kst
-2451570.060571 15.052151000000777 0.07981011739271046 25.47 ab kst
-2451570.040137 27.597533000000112 0.14601807888529883 25.47 ab kst
-2451570.019703 18.165750000000116 0.09620087376415337 25.47 ab kst
-2451569.99927 20.189712000000327 0.10690687946709058 25.47 ab kst
-2451569.978836 -7.540108000000146 0.04008498812581406 25.47 ab kst
-2451569.958403 27.756320000000414 0.1469521000344381 25.47 ab kst
-2451569.937969 3.0578519999999116 0.01624825938795198 25.47 ab kst
-2451569.917535 5.935151000000587 0.031495861328514604 25.47 ab kst
-2451569.897102 -26.1694379999999 0.13936838707644666 25.47 ab kst
-2451569.856235 -2.131521999999677 0.011299128422249394 25.47 ab kst
-2451569.835801 27.179062000000158 0.1434111969818864 25.47 ab kst
