K2_Time,Filter,Raw,RB,Sky,Error
3300.986801,g,6940.981542,5.536343,9228.363281,26.812897
3301.007234,g,6955.328506,3.842036,9243.438477,26.837281
3301.027668,g,6956.557664,4.321421,9224.763672,26.822825
3301.048102,g,6955.440015,4.523096,9227.887695,26.824488
3301.068535,g,6936.84467,5.245397,9217.123047,26.800145
3301.088969,g,6973.765321,5.192427,9210.399414,26.825182
3301.109402,g,6974.760986,4.574683,9220.367188,26.834266
3301.129836,g,6924.951063,6.397274,9214.489258,26.788091
3301.15027,g,0,0,9206.662109,0
3301.170703,g,6875.459817,5.450741,9187.533203,26.724573
3301.191137,g,6895.698679,5.082588,9197.310547,26.74953
3301.21157,g,6880.248237,5.775101,9195.023438,26.734785
3301.232004,g,6910.662951,5.010627,9177.240234,26.745287
3301.252438,g,6908.943449,5.279793,9179.066406,26.745375
3301.272871,g,6855.226206,7.074286,9177.051758,26.699009
3301.293305,g,6909.261709,4.858122,9181.998047,26.748076
3301.313738,g,6913.954596,4.825394,9182.953125,26.75277
3301.334172,g,6921.635051,5.34733,9173.074219,26.750943
3301.354606,g,6902.938215,5.528979,9175.418945,26.73735
3301.375039,g,6826.854945,9.321856,9162.416016,26.663175
3301.395473,g,6930.369401,4.319776,9173.390625,26.758464
3301.415906,g,6942.92036,4.259811,9167.142578,26.7637
3301.43634,g,6933.750443,3.986626,9163.069336,26.752697
3301.456774,g,6926.300671,4.615563,9157.680664,26.742026
3301.477207,g,6906.923877,5.564653,9146.810547,26.71687
3301.497641,g,6925.783673,5.329258,9157.941406,26.741813
3301.518074,g,6913.388919,4.993583,9150.333008,26.725179
3301.538508,g,6916.949193,5.706419,9141.400391,26.72071
3301.558942,g,6946.116626,4.819342,9158.249023,26.758967
3301.579375,g,6891.224682,7.077857,9146.947266,26.703917
3301.599809,g,6914.58604,5.652778,9145.853516,26.722448
3301.620242,g,6942.605259,5.347861,9136.454102,26.737934
3301.640676,g,0,0,9134.523438,0
3301.66111,g,0,0,9132.59375,0
3301.681543,g,6859.228358,6.802485,9131.338867,26.664256
3301.701977,g,6888.49282,5.160112,9122.541992,26.681315
3301.72241,g,6918.747096,4.002677,9105.978516,26.69272
3301.742844,g,6869.288704,5.592422,9119.271484,26.662582
3301.763278,g,6880.699335,4.978623,9121.230469,26.673728
3301.783711,g,6840.489536,6.729883,9111.74707,26.632279
3301.804145,g,6860.063272,6.096967,9116.503906,26.652581
3301.824578,g,6859.666584,7.034923,9104.198242,26.641983
3301.845012,g,6877.127457,5.95673,9102.90625,26.655472
3301.865446,g,6886.745444,5.3796,9098.013672,26.659413
3301.885879,g,6882.135978,5.448919,9097.952148,26.655517
3301.906313,g,6872.902104,5.905176,9085.751953,26.637635
3301.926746,g,6894.23771,5.344483,9092.063477,26.660699
3301.94718,g,6911.643441,4.744885,9095.526367,26.678095
3301.967614,g,6898.412972,5.398293,9096.910156,26.668221
3301.988047,g,6917.661224,4.591118,9087.648438,26.676544
3302.008481,g,6899.905096,5.816085,9076.050781,26.652071
3302.028915,g,6934.384918,5.103564,9075.3125,26.680201
3302.049348,g,6905.479845,5.04146,9087.126953,26.665956
3302.069782,g,6897.659842,5.069554,9079.111328,26.652751
3302.090215,g,6906.420162,4.65212,9090.859375,26.669852
3302.110649,g,6919.127329,4.607071,9068.568359,26.661862
3302.131082,g,6913.346658,5.078604,9066.77832,26.655548
3302.151516,g,6944.654197,4.264547,9066.963867,26.681801
3302.17195,g,6919.229561,5.071001,9065.3125,26.659232
3302.192383,g,6918.5425,4.597314,9066.277344,26.659464
3302.212817,g,6919.798587,4.673563,9063.035156,26.657807
3302.233251,g,6861.645198,6.812797,9070.370117,26.615393
3302.253684,g,6944.681316,4.014732,9060.808594,26.676695
3302.274118,g,6918.536286,4.823093,9054.366211,26.649524
3302.294551,g,6943.585244,4.171499,9056.452148,26.67215
3302.314985,g,6918.064123,5.169878,9057.085938,26.651399
3302.335419,g,6872.860981,6.698851,9059.525391,26.615703
3302.355852,g,6950.083309,4.477652,9045.470703,26.668413
3302.376286,g,0,0,9038.44043,0
3302.396719,g,6888.678193,5.532326,9024.574219,26.599717
3302.417153,g,6891.191015,5.122296,9032.837891,26.608722
3302.437586,g,6878.795082,5.410152,9027.132812,26.593594
3302.45802,g,6865.628267,5.73634,9019.782227,26.576437
3302.478454,g,6862.087532,5.688176,9026.756836,26.579309
3302.498887,g,6913.178513,4.310868,9008.852539,26.607052
3302.519321,g,6910.078588,5.378801,9006.754883,26.602709
3302.539755,g,6915.561856,5.035865,9018.273438,26.616914
3302.560188,g,6910.981633,4.721045,9004,26.601162
3302.580622,g,6900.366492,4.89071,9017.027344,26.603178
3302.601055,g,6927.706939,4.482679,9009.276367,26.619543
3302.621489,g,6923.151216,4.24074,9005.317383,26.612431
3302.641923,g,6920.627315,4.947796,9000.330078,26.606155
3302.662356,g,6917.094216,4.359032,9005.681641,26.607675
3302.68279,g,6928.699426,5.141183,8988.992188,26.603426
3302.703223,g,6909.223939,4.856769,8988.743164,26.586938
3302.723657,g,6928.353705,4.54671,8991.716797,26.605414
3302.744091,g,6945.217643,4.260899,8992.693359,26.620318
3302.764524,g,6929.751388,4.360169,8981.750977,26.598254
3302.784958,g,6927.612415,4.688622,8978.628906,26.593856
3302.805391,g,6934.318722,4.109678,8990.080078,26.609031
3302.825825,g,6927.099384,4.83709,8967.960938,26.584508
3302.846259,g,0,0,8982.419922,0
3302.866692,g,6956.756924,4.91537,8987.142578,26.625318
3302.887126,g,6940.253297,4.025532,8977.68457,26.603632
3302.907559,g,6920.284012,5.423852,8980.790039,26.589536
3302.927993,g,6938.495069,4.410332,8980.566406,26.604571
3302.948427,g,6951.035726,4.897317,8966.674805,26.603442
3302.96886,g,6943.488653,4.788935,8965.288086,26.595976
3302.989294,g,6936.133614,5.799758,8959.695312,26.58515
3303.009727,g,6946.698945,5.335157,8959.479492,26.593804
3303.030161,g,6934.909808,6.432803,8953.711914,26.579123
3303.050595,g,6945.436144,5.299716,8959.075195,26.59241
3303.071028,g,6945.197679,5.389086,8959.892578,26.592894
3303.091462,g,6942.979666,5.608733,8942.341797,26.576362
3303.111895,g,0,0,8938.087891,0
3303.132329,g,6881.434551,4.985104,8936.244141,26.519718
3303.152763,g,6863.223276,6.335765,8930.723633,26.499817
3303.173196,g,6866.53305,6.139271,8919.043945,26.492794
3303.19363,g,6884.571983,4.954912,8925.447266,26.513297
3303.214063,g,6867.965172,5.948309,8922.412109,26.496822
3303.234497,g,6879.218374,5.348126,8930.202148,26.512795
3303.254931,g,6814.697541,7.908144,8911.044922,26.442536
3303.275364,g,6886.644091,4.730021,8927.65332,26.516884
3303.295798,g,6843.651651,6.184783,8918.058594,26.472759
3303.316231,g,6880.703643,5.785969,8916.949219,26.502925
3303.336665,g,6891.561455,5.010196,8909.083984,26.505436
3303.357099,g,6889.778247,5.058758,8906.615234,26.501869
3303.377532,g,6876.317227,5.011178,8911.279297,26.494489
3303.397966,g,6893.144175,4.620987,8912.255859,26.509423
3303.418399,g,6903.579229,5.538722,8904.555664,26.511717
3303.438833,g,6877.553595,6.041459,8897.298828,26.483793
3303.459267,g,6855.114409,6.83884,8893.451172,26.461718
3303.4797,g,6878.30549,5.367846,8904.621094,26.49057
3303.500134,g,6919.235872,4.821028,8884.121094,26.50771
3303.520568,g,6907.175633,5.062803,8896.393555,26.507888
3303.541001,g,6936.236459,4.282829,8883.662109,26.521579
3303.561435,g,6910.023913,5.436196,8894.576172,26.508752
3303.581868,g,6888.678749,5.55407,8872.657227,26.472444
3303.602302,g,0,0,8877.461914,0
3303.622736,g,0,0,8882.267578,0
3303.643169,g,6921.553202,4.589955,8874.332031,26.501443
3303.663603,g,6867.684785,7.064789,8871.442383,26.453787
3303.684036,g,6903.413924,5.016258,8866.473633,26.479625
3303.70447,g,6865.262022,6.340905,8861.142578,26.443093
3303.724903,g,6888.894368,5.423678,8863.362305,26.464819
3303.745337,g,6918.779373,5.04921,8869.123047,26.494745
3303.765771,g,6919.779577,5.315056,8850.668945,26.480096
3303.786204,g,6870.156132,7.04993,8854.987305,26.442033
3303.806638,g,6890.566233,6.066344,8839.9375,26.446539
3303.827072,g,6924.224963,4.853269,8859.216797,26.491002
3303.847505,g,6914.495726,5.737548,8845.586914,26.471392
3303.867939,g,6894.237806,5.275754,8842.697266,26.451945
3303.888372,g,6919.397642,5.078113,8846.275391,26.476086
3303.908806,g,6922.005885,5.260264,8845.500977,26.477626
3303.92924,g,6911.353863,4.934496,8851.354492,26.473597
3303.949673,g,6941.475383,4.544929,8832.810547,26.483317
3303.970107,g,6895.961832,5.031497,8843.708984,26.454244
3303.99054,g,6957.651811,4.089709,8836.004883,26.499573
3304.010974,g,6919.323558,5.096679,8826.861328,26.459718
3304.031407,g,6920.904934,3.826217,8836.011719,26.468733
3304.051841,g,6914.719822,4.550506,8831.466797,26.459719
3304.072275,g,6929.313588,4.71437,8827.894531,26.468978
3304.092708,g,0,0,8821.083984,0
3304.113142,g,6895.557324,5.956866,8811.987305,26.427232
3304.133576,g,6851.164596,5.420597,8827.108398,26.402597
3304.154009,g,6869.271484,5.427439,8824.25293,26.415436
3304.174443,g,6899.076188,4.933119,8812.27832,26.430437
3304.194876,g,6837.528064,6.114919,8814.626953,26.380596
3304.21531,g,6883.430112,5.128859,8810.269531,26.415583
3304.235744,g,6869.084414,6.140759,8807.632812,26.401287
3304.256177,g,6871.373009,5.882713,8803.376953,26.39963
3304.276611,g,6866.573435,5.742885,8805.617188,26.397475
3304.297044,g,6912.443579,4.508455,8794.798828,26.426978
3304.317478,g,6919.663917,5.203453,8797.911133,26.435669
3304.337912,g,6914.392361,4.470092,8794.967773,26.42876
3304.358345,g,6913.887622,5.079581,8782.380859,26.417745
3304.378779,g,6883.649805,5.366736,8771.49707,26.383117
3304.399212,g,6910.794252,4.707465,8794.802734,26.425594
3304.419646,g,6913.757159,4.787282,8785.5,26.42026
3304.44008,g,6907.133596,5.108284,8778.609375,26.408886
3304.460513,g,6911.260693,4.390695,8783.857422,26.416777
3304.480947,g,6935.145431,4.055147,8791.927734,26.443655
3304.50138,g,6926.618401,4.496463,8775.197266,26.422413
3304.521814,g,6922.888532,4.44534,8776.618164,26.42047
3304.542248,g,6906.134403,4.684025,8779.977539,26.409196
3304.562681,g,6929.785484,3.942349,8786.241211,26.434367
3304.583115,g,0,0,8766.092773,0
3304.603548,g,6907.557136,5.098198,8768.77832,26.400965
3304.623982,g,6855.731594,6.533318,8755.619141,26.346187
3304.644416,g,6903.976755,5.307409,8742.935547,26.376177
3304.664849,g,6890.888541,5.362685,8747.296875,26.368821
3304.685283,g,6905.829311,4.77109,8756.697266,26.389335
3304.705716,g,6869.723807,6.17124,8750.208984,26.353428
3304.72615,g,6896.966767,4.978726,8756.583008,26.381771
3304.746584,g,6866.471705,5.57514,8758.328125,26.357533
3304.767017,g,6891.062488,5.426513,8736.59668,26.359945
3304.787451,g,6870.710209,6.018877,8738.674805,26.344528
3304.807884,g,6862.065504,6.482273,8729.329102,26.329343
3304.828318,g,6883.257552,5.004611,8728.874023,26.346846
3304.848752,g,6909.009903,5.177384,8735.870117,26.374465
3304.869185,g,6859.66261,5.74372,8733.280273,26.33065
3304.889619,g,6868.824114,5.526387,8726.145508,26.332361
3304.910052,g,6861.159784,5.970687,8730.713867,26.329747
3304.930486,g,6895.834907,5.845323,8717.088867,26.347515
3304.95092,g,0,0,8713.303711,0
3304.971353,g,6883.055466,5.41819,8712.839844,26.333142
3304.991787,g,6902.350987,5.332863,8721.457031,26.356697
3305.01222,g,6903.931446,4.683417,8715.542969,26.353041
3305.032654,g,6915.052567,4.886576,8709.828125,26.357601
3305.053088,g,6875.159236,6.026368,8713.428711,26.326973
3305.073521,g,6872.473996,6.105019,8710.792969,26.322479
3305.093955,g,6894.644233,5.343802,8701.404297,26.333272
3305.114389,g,6893.615421,4.683824,8704.551758,26.33506
3305.134822,g,6927.604595,4.904547,8696.178711,26.356676
3305.155256,g,6893.978728,5.374329,8705.154297,26.335876
3305.175689,g,6926.792889,4.230605,8691.708984,26.352221
3305.196123,g,6921.989403,4.712649,8694.926758,26.350883
3305.216556,g,6900.496973,4.6003,8691.183594,26.329584
3305.23699,g,6913.374212,6.178163,8679.186523,26.330327
3305.257424,g,6926.67923,4.498056,8690.105469,26.350772
3305.277857,g,6935.606018,4.139617,8685.084961,26.354067
3305.298291,g,6913.252477,4.428933,8695.316406,26.34384
3305.318725,g,6883.08082,5.099761,8690.90332,26.314638
3305.339158,g,6925.471237,4.54769,8678.40332,26.339878
3305.359592,g,6911.740157,5.55502,8679.216797,26.328973
3305.380025,g,6940.811203,4.871927,8678.320312,26.352752
3305.400459,g,6936.421892,4.752823,8676.575195,26.347576
3305.420893,g,6951.287529,3.96639,8681.623047,26.364373
3305.441326,g,6947.471962,5.010842,8674.197266,26.354893
3305.46176,g,6898.408409,6.289266,8676.208008,26.315172
3305.482193,g,6977.480126,5.139878,8671.139648,26.377617
3305.502627,g,6923.652808,5.892329,8660.485352,26.323215
3305.523061,g,6924.393179,5.689398,8670.226562,26.332066
3305.543494,g,6927.226487,5.740222,8658.394531,26.324467
3305.563928,g,0,0,8647.785156,0
3305.584361,g,6906.231805,5.147408,8637.173828,26.288792
3305.604795,g,6880.609767,5.753212,8646.842773,26.275297
3305.625229,g,6867.81509,6.141489,8640.243164,26.258883
3305.645662,g,6871.635352,5.725348,8643.644531,26.264996
3305.666096,g,6884.501962,5.059801,8647.305664,26.278982
3305.686529,g,6892.141073,4.741432,8636.212891,26.27606
3305.706963,g,6849.708412,5.447775,8644.359375,26.247035
3305.727397,g,6864.029262,6.271757,8625.012695,26.242778
3305.74783,g,6875.943125,6.276381,8629.249023,26.256456
3305.768264,g,6871.698283,5.279827,8615.5625,26.241269
3305.788697,g,6853.374082,6.294378,8611.188477,26.222033
3305.809131,g,6882.488178,5.233217,8622.478516,26.256265
3305.829565,g,6878.633939,5.257568,8626.992188,26.256824
3305.849998,g,6894.040803,5.108388,8623.889648,26.267239
3305.870432,g,6891.196394,5.598482,8612.844727,26.255482
3305.890865,g,6901.008923,4.664351,8623.739258,26.273009
3305.911299,g,6882.263954,5.135794,8620.808594,26.254661
3305.931733,g,6866.123404,5.956254,8610.336914,26.232118
3305.952166,g,6851.016708,6.623708,8608.723633,26.217944
3305.9726,g,6878.857579,5.653546,8618.460938,26.249789
3305.993033,g,6889.654363,5.203167,8596.880859,26.240655
3306.013467,g,6865.545771,6.317627,8591.59375,26.215738
3306.033901,g,6807.087303,9.194649,8599.014648,26.172422
3306.054334,g,6891.647008,5.993798,8584.753906,26.232067
3306.074768,g,6916.692818,4.617024,8590.74707,26.258359
3306.095201,g,6896.260957,5.319389,8599.608398,26.248561
3306.115635,g,0,0,8590.875,0
3306.136069,g,6851.035257,5.798062,8594.443359,26.205848
3306.156502,g,6870.509086,6.352352,8584.556641,26.21398
3306.176936,g,6872.73459,5.405788,8578.604492,26.210819
3306.197369,g,6883.423076,6.025324,8566.729492,26.209813
3306.217803,g,7025.842903,5.587976,8589.019531,26.34915
3306.238237,g,6914.178305,4.376384,8572.601562,26.240862
3306.25867,g,6909.635305,4.549026,8577.348633,26.241035
3306.279104,g,6901.053797,4.837806,8568.279297,26.226077
3306.299537,g,6910.659603,4.73789,8565.399414,26.231778
3306.319971,g,6896.98828,5.529617,8565.896484,26.22061
3306.340405,g,6899.898043,5.09471,8562.342773,26.220064
3306.360838,g,6927.307224,5.055959,8565.376953,26.245864
3306.381272,g,6916.307101,4.264952,8568.564453,26.239245
3306.401705,g,6901.180872,5.558434,8564.070312,26.222616
3306.422139,g,6885.335785,6.092243,8561.936523,26.20737
3306.442573,g,6923.281388,5.032542,8548.325195,26.228004
3306.463006,g,6936.992211,3.980715,8568.396484,26.256623
3306.48344,g,6909.197235,5.654331,8559.521484,26.225556
3306.503873,g,6917.892177,5.248723,8557.799805,26.231467
3306.524307,g,6926.465589,4.532047,8562.242188,26.242495
3306.544741,g,0,0,8546.545898,0
3306.565174,g,6889.73798,5.279645,8544.250977,26.196099
3306.585608,g,6867.075132,5.693622,8546.327148,26.178622
3306.606042,g,6850.797567,6.584975,8548.410156,26.166565
3306.626475,g,6899.643802,4.937537,8536.751953,26.198142
3306.646909,g,6878.694229,6.161761,8534.439453,26.178394
3306.667342,g,6837.219148,7.450399,8539.942383,26.147828
3306.687776,g,6918.716372,4.928401,8523.485352,26.203068
3306.70821,g,6926.473067,5.163591,8517.204102,26.20432
3306.728643,g,6871.469247,6.435104,8524.064453,26.163444
3306.749077,g,6909.530084,5.293807,8530.177734,26.200952
3306.76951,g,6938.670639,4.530565,8514.693359,26.212537
3306.789944,g,6886.898341,5.915645,8517.96582,26.171371
3306.810377,g,6904.012407,5.376907,8526.264648,26.192949
3306.830811,g,6910.147589,5.062237,8504.785156,26.179922
3306.851245,g,6930.774139,5.107472,8504.677734,26.197341
3306.871678,g,6947.999804,4.305832,8514.450195,26.220241
3306.892112,g,6909.629356,5.67099,8510.160156,26.184046
3306.912545,g,6907.509092,4.892076,8507.126953,26.17967
3306.932979,g,6920.755716,5.278903,8501.873047,26.186457
3306.953413,g,6916.689587,5.233219,8518.841797,26.197408
3306.973846,g,6892.286665,6.214082,8503.039062,26.163267
3306.99428,g,6924.002476,5.979959,8494.179688,26.182681
3307.014714,g,6926.224971,5.341795,8497.824219,26.187662
3307.035147,g,0,0,8492.542969,0
3307.055581,g,6849.359129,6.697066,8477.40332,26.104943
3307.076014,g,6873.410868,6.080405,8489.792969,26.135958
3307.096448,g,0,0,8482.474609,0
3307.116882,g,6839.133713,6.531492,8475.15625,26.094319
3307.137315,g,6894.538479,5.337842,8468.547852,26.135858
3307.157749,g,6887.12056,5.644417,8474.992188,26.13503
3307.178182,g,6898.198331,4.656351,8480.737305,26.149336
3307.198616,g,6893.280701,5.104416,8473.767578,26.139228
3307.21905,g,6866.433882,5.751426,8476.424805,26.118647
3307.239483,g,6894.529309,5.65295,8469.549805,26.136703
3307.259917,g,6900.549883,4.839633,8464.887695,26.137858
3307.28035,g,6878.764023,5.495134,8468.15332,26.122101
3307.300784,g,6902.14607,5.443496,8462.234375,26.136959
3307.321218,g,6878.650365,5.746906,8464.828125,26.119175
3307.341651,g,6818.712346,8.070574,8463.816406,26.067246
3307.362085,g,6895.131704,5.56571,8461.401367,26.130284
3307.382518,g,6898.229373,5.516053,8452.305664,26.12518
3307.402952,g,6897.967603,5.42854,8463.552734,26.134526
3307.423386,g,6932.824561,4.046387,8464.181641,26.164695
3307.443819,g,6876.600493,6.035162,8460.65332,26.113876
3307.464253,g,6907.86949,5.790193,8444.649414,26.126868
3307.484686,g,6863.168726,6.523278,8452.30957,26.095331
3307.50512,g,6906.134636,5.861104,8440.795898,26.122113
3307.525554,g,0,0,8440.017578,0
3307.545987,g,0,0,8439.238281,0
3307.566421,g,6876.78001,5.939308,8427.40332,26.085707
3307.586854,g,6874.749856,5.713785,8440.609375,26.09523
3307.607288,g,6902.054301,4.915018,8427.130859,26.107006
3307.627722,g,6869.788911,7.044107,8420.400391,26.073778
3307.648155,g,6895.616518,5.569041,8420.128906,26.095559
3307.668589,g,6898.367778,5.63538,8426.888672,26.10366
3307.689022,g,6864.240048,6.110322,8419.875,26.068598
3307.709456,g,6899.930958,5.514886,8422.649414,26.101381
3307.72989,g,6852.323116,6.569073,8413.066406,26.052624
3307.750323,g,6896.032842,5.249057,8414.568359,26.091176
3307.770757,g,6859.328533,6.710137,8408.566406,26.054762
3307.79119,g,6889.259238,6.086336,8401.150391,26.073966
3307.811624,g,6937.245897,4.845263,8408.831055,26.121386
3307.832058,g,6862.319026,5.98488,8403.261719,26.052788
3307.852491,g,6922.830862,3.905781,8416.966797,26.116041
3307.872925,g,6903.17046,4.963953,8408.137695,26.091778
3307.893358,g,6886.058832,5.321975,8403.114258,26.072912
3307.913792,g,6898.669221,5.057065,8405.030273,26.085295
3307.934226,g,6897.852436,5.496554,8391.12207,26.072742
3307.954659,g,6890.70968,4.951571,8413.495117,26.085725
3307.975093,g,6899.554719,4.834926,8398.94043,26.080859
3307.995526,g,6903.03922,5.307402,8381.598633,26.069044
3308.01596,g,6876.947064,6.242702,8383.621094,26.04851
3308.036394,g,6907.713215,4.690224,8385.047852,26.075971
3308.056827,g,6929.008222,4.165236,8397.888672,26.105057
3308.077261,g,6954.790486,4.477907,8383.510742,26.114768
3308.097694,g,6903.228174,5.049251,8384.355469,26.071556
3308.118128,g,6911.849572,4.623783,8382.200195,26.077069
3308.138562,g,6932.206929,3.96268,8377.220703,26.090176
3308.158995,g,6932.131352,4.499463,8378.193359,26.09094
3308.179429,g,6919.923769,5.176743,8375.851562,26.07854
3308.199863,g,6924.554164,4.110787,8377.316406,26.083736
3308.220296,g,6891.188553,5.689663,8370.400391,26.049381
3308.24073,g,6917.08639,4.526068,8378.383789,26.07828
3308.261163,g,0,0,8386.425781,0
3308.281597,g,6898.668524,5.56618,8368.585938,26.054216
3308.30203,g,6906.901144,4.657372,8364.132812,26.05744
3308.322464,g,6918.688633,4.02952,8362.012695,26.065687
3308.342898,g,6918.139686,5.212755,8346.270508,26.051789
3308.363331,g,6916.9436,4.074502,8361.158203,26.06347
3308.383765,g,6897.860237,5.939091,8351.295898,26.038768
3308.404198,g,6905.992692,4.985727,8361.927734,26.054784
3308.424632,g,6890.211369,5.842566,8346.339844,26.028004
3308.445066,g,6887.859197,5.759204,8353.652344,26.032241
3308.465499,g,6893.223172,5.586279,8342.78125,26.027537
3308.485933,g,6918.959609,4.220942,8366.484375,26.069732
3308.506367,g,6918.222943,5.015098,8350.438477,26.055416
3308.5268,g,6915.848302,4.627759,8350.830078,26.053724
3308.547234,g,6888.068187,5.259589,8345.076172,26.025094
3308.567667,g,6959.36012,4.097711,8347.351562,26.087862
3308.588101,g,6888.364458,5.958838,8343.488281,26.023991
3308.608535,g,6919.042736,5.173189,8345.986328,26.052317
3308.628968,g,6947.600853,5.090803,8331.225586,26.064088
3308.649402,g,6944.890068,4.972655,8330.316406,26.061
3308.669835,g,6943.02309,4.110957,8336.613281,26.064779
3308.690269,g,6941.513806,4.284199,8348.686523,26.073787
3308.710703,g,6938.231528,5.010204,8320.844727,26.047237
3308.731136,g,6925.900908,5.467959,8325.585938,26.040758
3308.75157,g,0,0,8315.592773,0
3308.772003,g,6927.812679,5.761793,8322.891602,26.04009
3308.792437,g,6895.758887,6.140082,8319.521484,26.00983
3308.812871,g,6949.872719,4.530547,8314.931641,26.052125
3308.833304,g,6907.433209,6.593185,8306.31543,26.008521
3308.853738,g,6906.594749,6.13812,8312.242188,26.01287
3308.874171,g,0,0,8309.996094,0
3308.894605,g,6905.360738,6.040805,8311.878906,26.011505
3308.915039,g,6959.129497,4.725527,8325.389648,26.068943
3308.935472,g,6919.216553,5.423929,8316.604492,26.027381
3308.955906,g,6915.072973,6.722264,8307.233398,26.015835
3308.976339,g,6904.415024,7.343562,8310.029297,26.009115
3308.996773,g,0,0,8307.580078,0
3309.017207,g,6866.175521,6.28404,8294.719727,25.963304
3309.03764,g,6863.022165,5.89977,8296.407227,25.962049
3309.058074,g,6855.743318,6.246076,8286.586914,25.947403
3309.078507,g,6872.554312,5.568205,8294.162109,25.968288
3309.098941,g,6909.04638,5.579026,8277.353516,25.985133
3309.119375,g,6840.723934,6.941242,8281.351562,25.930043
3309.139808,g,6915.179794,5.250129,8295.507812,26.005904
3309.160242,g,6880.605805,5.672513,8296.75,25.977395
3309.180675,g,6911.143326,4.92604,8273.357422,25.983508
3309.201109,g,6916.863607,4.996683,8275.552734,25.99028
3309.221543,g,6893.700486,5.027511,8288.245117,25.981322
3309.241976,g,6890.903147,5.08999,8288.789062,25.979394
3309.26241,g,6898.200005,5.311413,8280.296875,25.978371
3309.282843,g,6899.693789,5.278103,8279.480469,25.978951
3309.303277,g,6888.422327,5.574092,8272.115234,25.962998
3309.323711,g,6896.872481,4.962177,8285.417969,25.981617
3309.344144,g,6896.546315,5.813797,8274.952148,25.972381
3309.364578,g,6951.465192,3.165844,8278.09082,26.022029
3309.385011,g,6901.725018,5.609637,8280.733398,25.981761
3309.405445,g,6980.539313,4.515928,8281.983398,26.050178
3309.425879,g,6949.111538,5.01419,8258.923828,26.003637
3309.446312,g,6932.646718,5.104638,8273.791992,26.002272
3309.466746,g,6947.621188,4.542683,8268.570312,26.010609
3309.487179,g,0,0,8264.487305,0
3309.507613,g,6897.984347,4.422,8260.405273,25.961158
3309.528047,g,6870.015283,6.300443,8247.064453,25.925759
3309.54848,g,6895.4849,4.854276,8262.806641,25.961074
3309.568914,g,6875.927687,5.460649,8262.197266,25.943799
3309.589347,g,6924.385649,5.376366,8244.354492,25.97002
3309.609781,g,6877.76206,5.295172,8254.607422,25.938867
3309.630215,g,6923.094114,4.913973,8247.75,25.971821
3309.650648,g,6892.124436,4.622116,8255.083984,25.951582
3309.671082,g,6908.455225,5.010877,8246.267578,25.958018
3309.691516,g,6871.360464,5.823834,8246.168945,25.926145
3309.711949,g,0,0,8252.356445,0
3309.732383,g,6908.814762,4.759079,8241.666992,25.954386
3309.752816,g,6921.51014,5.170803,8240.443359,25.96421
3309.77325,g,6869.84052,5.825981,8253.265625,25.930926
3309.793683,g,6937.346239,4.280099,8249.750977,25.98573
3309.814117,g,6875.587972,5.718292,8249.348633,25.932496
3309.834551,g,6895.672787,5.698681,8245.704102,25.946586
3309.854984,g,6912.455148,5.042507,8237.527344,25.953958
3309.875418,g,6912.382887,4.956127,8239.611328,25.955681
3309.895851,g,6881.628047,5.6299,8245.890625,25.934709
3309.916285,g,6920.028396,4.512869,8242.175781,25.964425
3309.936719,g,6889.980404,6.173687,8238.415039,25.935461
3309.957152,g,6863.544034,5.813277,8248.31543,25.921283
3309.977586,g,6855.522306,7.016563,8222.728516,25.892442
3309.99802,g,6916.304418,4.662838,8232.132812,25.952634
3310.018453,g,6914.021328,5.333209,8219.354492,25.939729
3310.038887,g,6904.489056,5.282093,8228.667969,25.939542
3310.05932,g,6944.216284,4.37317,8230.148438,25.974835
3310.079754,g,6895.361209,5.965169,8217.301758,25.921972
3310.100188,g,6908.579026,5.569622,8218.311523,25.934171
3310.120621,g,6919.843432,5.969929,8209.617188,25.936374
3310.141055,g,6928.337921,5.171524,8218.339844,25.951127
3310.161488,g,6915.420303,5.688557,8205.041992,25.92866
3310.181922,g,6917.297364,5.151034,8205.660156,25.930799
3310.202355,g,6914.021393,6.404833,8192.356445,25.916581
3310.222789,g,0,0,8187.67627,0
3310.243223,g,6871.263784,6.029656,8187.267578,25.875505
3310.263656,g,6880.968278,5.80101,8191.759277,25.887699
3310.28409,g,6857.391925,7.006132,8177.412598,25.855112
3310.304524,g,6857.109344,6.319075,8189.608887,25.865354
3310.324957,g,6902.484546,5.501941,8169.787109,25.887308
3310.345391,g,6886.637788,5.643932,8164.608887,25.869246
3310.365824,g,6870.517511,6.11912,8182.012695,25.870349
3310.386258,g,6871.188396,6.399342,8163.000488,25.854583
3310.406692,g,6892.324907,4.801692,8180.84082,25.888076
3310.427125,g,6870.998428,5.79833,8175.159668,25.864873
3310.447559,g,6881.471473,6.409773,8153.25293,25.855043
3310.467992,g,6892.18617,6.236386,8162.571289,25.872263
3310.488426,g,6891.335092,5.03822,8161.291016,25.870431
3310.50886,g,6856.383061,6.090018,8158.687012,25.838138
3310.529293,g,6867.035178,5.820768,8163.735352,25.851643
3310.549727,g,6889.194906,5.794648,8165.744141,25.872419
3310.57016,g,6908.67917,4.766424,8151.524902,25.876943
3310.590594,g,6886.774258,5.070369,8162.063477,25.867176
3310.611028,g,6868.78804,6.078234,8152.763672,25.843714
3310.631461,g,6873.708577,5.797342,8144.939453,25.841216
3310.651895,g,6878.067507,5.607253,8149.098145,25.848543
